Sim	T1	W	k	Ratio_2014	Antigen_2016	MF_2016	ICCV
9	0.00257731	0.629183	0.0139509	0.380162	4.98765	2.45143	0.1049
10	0.00847713	0.252014	0.207686	0.220103	9.98909	2.88282	0.2049
10	0.00847713	0.252014	0.207686	0.188919	10.4563	2.79104	0.212
10	0.00847713	0.252014	0.207686	0.176008	10.1634	2.57971	0.2548
10	0.00847713	0.252014	0.207686	0.191544	11.1753	2.8864	0.2781
10	0.00847713	0.252014	0.207686	0.207127	10.4927	2.87155	0.1718
11	0.0042069	0.169508	0.061597	0.307225	8.10976	3.31056	0.2809
11	0.0042069	0.169508	0.061597	0.316617	8.3519	3.50564	0.2004
11	0.0042069	0.169508	0.061597	0.275641	8.49187	3.37497	0.2639
11	0.0042069	0.169508	0.061597	0.306667	8.41361	3.54742	0.4491
11	0.0042069	0.169508	0.061597	0.286355	8.16984	3.19464	0.1163
12	0.00471565	0.560149	0.110651	0.162985	7.89084	1.83051	0.1539
12	0.00471565	0.560149	0.110651	0.187037	7.69883	2.00029	0.2446
12	0.00471565	0.560149	0.110651	0.214847	8.37011	2.40497	0.2499
12	0.00471565	0.560149	0.110651	0.166161	7.77439	1.87206	0.0527
12	0.00471565	0.560149	0.110651	0.174993	8.3871	1.94842	0.0382
13	0.00617473	0.164136	0.202827	0.127114	7.9529	1.31623	0.4408
13	0.00617473	0.164136	0.202827	0.157771	7.5881	1.64347	0.1316
13	0.00617473	0.164136	0.202827	0.126866	8.0873	1.35527	0.1286
13	0.00617473	0.164136	0.202827	0.202993	6.85126	1.7179	0.2753
13	0.00617473	0.164136	0.202827	0.150287	7.40543	1.48293	0.1444
14	0.00216275	0.695706	0.126492	0.0732719	3.58073	0.217909	0.0975
14	0.00216275	0.695706	0.126492	0.080667	3.73231	0.225417	0.2596
14	0.00216275	0.695706	0.126492	0.0702311	3.62894	0.155288	0.3222
14	0.00216275	0.695706	0.126492	0.0860927	3.77376	0.263371	0.233
14	0.00216275	0.695706	0.126492	0.0828804	3.76255	0.225125	0.4858
15	0.00603989	0.0725286	0.110098	0.263063	10.0837	3.72619	0.4161
15	0.00603989	0.0725286	0.110098	0.239098	10.2724	3.5075	0.2771
15	0.00603989	0.0725286	0.110098	0.203333	8.85047	2.87751	0.1504
15	0.00603989	0.0725286	0.110098	0.23807	9.27462	3.07184	0.4827
15	0.00603989	0.0725286	0.110098	0.280702	9.66223	3.65288	0.3009
16	0.00278638	0.505992	0.229989	0.0651978	3.63525	0.107519	0.0553
16	0.00278638	0.505992	0.229989	0.0448632	3.45089	0.064658	0.2857
16	0.00278638	0.505992	0.229989	0.046147	3.50644	0.0756653	0.314
16	0.00278638	0.505992	0.229989	0.0683403	3.46604	0.15696	0.289
16	0.00278638	0.505992	0.229989	0.0766147	3.63109	0.136743	0.4765
17	0.00230096	0.398099	0.055756	0.183739	5.31094	1.2733	0.3837
17	0.00230096	0.398099	0.055756	0.170016	5.2042	1.24384	0.16
17	0.00230096	0.398099	0.055756	0.19166	5.5571	1.38742	0.1198
17	0.00230096	0.398099	0.055756	0.176196	5.1861	1.20076	0.0795
17	0.00230096	0.398099	0.055756	0.164257	5.63271	1.34446	0.1833
18	0.00999639	0.433628	0.053589	0.510017	14.9823	9.07361	0.0338
18	0.00999639	0.433628	0.053589	0.503476	14.4929	8.6596	0.0565
18	0.00999639	0.433628	0.053589	0.497053	14.9315	8.95002	0.2171
18	0.00999639	0.433628	0.053589	0.500848	14.5863	8.85551	0.0696
18	0.00999639	0.433628	0.053589	0.514922	15.2179	9.11846	0.0893
19	0.00429982	0.738336	0.12889	0.125813	6.62931	0.99301	0.0879
19	0.00429982	0.738336	0.12889	0.123153	6.4918	0.96168	0.2369
19	0.00429982	0.738336	0.12889	0.158325	6.7305	1.45204	0.2238
19	0.00429982	0.738336	0.12889	0.132392	6.548	1.13235	0.1358
19	0.00429982	0.738336	0.12889	0.126366	6.10073	0.914182	0.0555
20	0.00955399	0.469434	0.0533746	0.481739	14.5368	8.64097	0.0129
20	0.00955399	0.469434	0.0533746	0.483213	14.2586	8.43869	0.1749
20	0.00955399	0.469434	0.0533746	0.491792	14.5796	8.77404	0.1706
20	0.00955399	0.469434	0.0533746	0.484036	14.2004	8.52953	0.0327
20	0.00955399	0.469434	0.0533746	0.492072	14.5631	8.79261	0.0078
21	0.00350046	0.165115	0.190211	0.0932515	4.32583	0.339715	0.3478
21	0.00350046	0.165115	0.190211	0.114155	4.88521	0.590683	0.5648
21	0.00350046	0.165115	0.190211	0.0990338	4.48639	0.43995	0.3641
21	0.00350046	0.165115	0.190211	0.0992936	4.65688	0.391925	0.3397
21	0.00350046	0.165115	0.190211	0.100521	4.55797	0.393533	0.3685
22	0.00258353	0.718041	0.266104	0.0471785	3.22861	0.0555062	0.3181
22	0.00258353	0.718041	0.266104	0.0696203	3.52487	0.144629	0.3345
22	0.00258353	0.718041	0.266104	0.0503401	3.38231	0.064689	0.1619
22	0.00258353	0.718041	0.266104	0.0465741	3.31532	0.0608486	0.3632
22	0.00258353	0.718041	0.266104	0.048221	3.2493	0.0774522	0.3641
23	0.00112373	0.700423	0.243668	0.0382831	2.40144	0.00550368	0.0884
23	0.00112373	0.700423	0.243668	0.0421941	2.54186	0.0110516	0.2192
23	0.00112373	0.700423	0.243668	0.031591	2.20518	0.00921897	0.0927
23	0.00112373	0.700423	0.243668	0.045281	2.51201	0.0295749	0.4105
23	0.00112373	0.700423	0.243668	0.0369588	2.54936	0.0147896	0.312
24	0.00185892	0.215589	0.162698	0.053598	2.99915	0.0698761	0.454
24	0.00185892	0.215589	0.162698	0.0477081	3.19429	0.0663558	0.0323
24	0.00185892	0.215589	0.162698	0.066055	3.45312	0.103409	0.3824
24	0.00185892	0.215589	0.162698	0.0795044	3.01035	0.138343	0.1801
24	0.00185892	0.215589	0.162698	0.0687984	3.11479	0.14393	0.5217
25	0.00526111	0.567766	0.299982	0.0693235	5.37138	0.303728	0.1826
25	0.00526111	0.567766	0.299982	0.0691713	5.22214	0.243749	0.0136
25	0.00526111	0.567766	0.299982	0.0776865	5.47554	0.313259	0.4079
25	0.00526111	0.567766	0.299982	0.0743045	5.06306	0.331488	0.0273
25	0.00526111	0.567766	0.299982	0.0990923	5.09797	0.470978	0.4336
26	0.00131541	0.54803	0.113022	0.0685544	3.07624	0.0978636	0.244
26	0.00131541	0.54803	0.113022	0.0636095	3.09054	0.080991	0.397
26	0.00131541	0.54803	0.113022	0.0625641	2.90654	0.0702598	0.3876
26	0.00131541	0.54803	0.113022	0.065053	2.92425	0.075643	0.2573
26	0.00131541	0.54803	0.113022	0.0705415	3.04156	0.103479	0.1103
27	0.00421676	0.204962	0.134394	0.151936	6.3773	1.24197	0.3291
27	0.00421676	0.204962	0.134394	0.159549	6.15419	1.30213	0.1017
27	0.00421676	0.204962	0.134394	0.14027	5.84225	1.04457	0.2785
27	0.00421676	0.204962	0.134394	0.14455	6.21617	1.10109	0.2301
27	0.00421676	0.204962	0.134394	0.153045	6.5548	1.38912	0.2758
28	0.00058225	0.166351	0.0640708	0.0626765	2.45074	0.0704447	0.3508
28	0.00058225	0.166351	0.0640708	0.048157	2.35205	0.0387397	0.274
28	0.00058225	0.166351	0.0640708	0.0429159	2.27096	0.0258484	0.3156
28	0.00058225	0.166351	0.0640708	0.0492958	2.4836	0.0350063	0.1848
28	0.00058225	0.166351	0.0640708	0.0573581	2.40539	0.0535352	0.1773
29	0.00331631	0.150403	0.185332	0.0910589	4.31743	0.411713	0.2735
29	0.00331631	0.150403	0.185332	0.0841847	4.21204	0.378382	0.2584
29	0.00331631	0.150403	0.185332	0.0938511	4.36162	0.363623	0.4997
29	0.00331631	0.150403	0.185332	0.0929095	4.40693	0.350929	0.3495
29	0.00331631	0.150403	0.185332	0.104578	4.27672	0.321169	0.2275
30	0.00919567	0.385633	0.260487	0.157331	10.2319	2.15427	0.3605
30	0.00919567	0.385633	0.260487	0.150264	10.2169	2.09341	0.3077
30	0.00919567	0.385633	0.260487	0.139836	9.67576	1.95468	0.1818
30	0.00919567	0.385633	0.260487	0.187301	8.78078	2.18134	0.1569
30	0.00919567	0.385633	0.260487	0.148076	10.1412	2.05483	0.2137
31	0.002347	0.512682	0.129798	0.074106	3.90956	0.224984	0.2887
31	0.002347	0.512682	0.129798	0.0970374	3.969	0.324753	0.2852
31	0.002347	0.512682	0.129798	0.084562	3.92522	0.328486	0.0858
31	0.002347	0.512682	0.129798	0.0869375	3.9398	0.303203	0.261
31	0.002347	0.512682	0.129798	0.0786661	4.00369	0.193638	0.1818
32	0.00479027	0.696617	0.126309	0.167286	7.40487	1.56944	0.0612
32	0.00479027	0.696617	0.126309	0.18673	7.29317	1.79555	0.0831
32	0.00479027	0.696617	0.126309	0.158018	7.94795	1.60807	0.1126
32	0.00479027	0.696617	0.126309	0.145863	8.20399	1.70916	0.0956
32	0.00479027	0.696617	0.126309	0.148126	7.68239	1.472	0.1036
33	0.00875586	0.635225	0.0380626	0.520392	12.2011	7.5677	0.0281
33	0.00875586	0.635225	0.0380626	0.543822	12.2391	7.62175	0.1087
33	0.00875586	0.635225	0.0380626	0.519417	11.8748	7.18313	0.0342
33	0.00875586	0.635225	0.0380626	0.54495	12.2809	7.73021	0.0345
33	0.00875586	0.635225	0.0380626	0.542226	11.8624	7.31113	0.1771
34	0.00213626	0.410949	0.102628	0.115835	4.14759	0.459618	0.1913
34	0.00213626	0.410949	0.102628	0.10119	4.11673	0.38403	0.2576
34	0.00213626	0.410949	0.102628	0.0915401	3.95645	0.356154	0.043
34	0.00213626	0.410949	0.102628	0.101031	4.29835	0.405225	0.1988
34	0.00213626	0.410949	0.102628	0.0835567	3.80077	0.257084	0.0892
35	0.00336906	0.71761	0.0395378	0.314184	7.46111	3.29112	0.0778
35	0.00336906	0.71761	0.0395378	0.327296	7.36914	3.22503	0.0553
35	0.00336906	0.71761	0.0395378	0.313178	7.17151	3.10045	0.124
35	0.00336906	0.71761	0.0395378	0.327831	6.9297	3.07122	0.1541
35	0.00336906	0.71761	0.0395378	0.298125	7.55926	3.26368	0.0883
36	0.000995543	0.583378	0.123599	0.0460632	2.65425	0.0276101	0.0996
36	0.000995543	0.583378	0.123599	0.0497122	2.70531	0.037059	0.1285
36	0.000995543	0.583378	0.123599	0.0576198	2.67902	0.0425241	0.4392
36	0.000995543	0.583378	0.123599	0.0422386	2.67885	0.035078	0.3485
36	0.000995543	0.583378	0.123599	0.0471233	2.54963	0.0221386	0.3547
37	0.00818675	0.172084	0.120158	0.297668	13.5352	5.56266	0.3028
37	0.00818675	0.172084	0.120158	0.289421	12.252	4.7305	0.1802
37	0.00818675	0.172084	0.120158	0.262416	12.8847	4.87397	0.1085
37	0.00818675	0.172084	0.120158	0.329765	11.6749	4.85423	0.2918
37	0.00818675	0.172084	0.120158	0.30234	13.0724	5.3419	0.2671
38	0.004904	0.330916	0.231027	0.0771637	5.3883	0.375414	0.0958
38	0.004904	0.330916	0.231027	0.11458	5.25791	0.690228	0.3133
38	0.004904	0.330916	0.231027	0.0947368	5.2924	0.537178	0.2265
38	0.004904	0.330916	0.231027	0.0877981	5.49495	0.502058	0.2646
38	0.004904	0.330916	0.231027	0.114606	5.44634	0.639876	0.2782
39	0.00914868	0.499853	0.244046	0.180249	10.8437	2.66933	0.1462
39	0.00914868	0.499853	0.244046	0.140264	11.3597	2.31857	0.0929
39	0.00914868	0.499853	0.244046	0.139217	10.8858	2.11473	0.1635
39	0.00914868	0.499853	0.244046	0.143304	10.4021	2.13574	0.3702
39	0.00914868	0.499853	0.244046	0.151703	10.6683	2.2191	0.3866
40	0.00142389	0.247148	0.171334	0.0679901	2.96063	0.088432	0.0889
40	0.00142389	0.247148	0.171334	0.0508197	2.65413	0.0463684	0.3985
40	0.00142389	0.247148	0.171334	0.0506706	2.96336	0.0424127	0.3251
40	0.00142389	0.247148	0.171334	0.0446194	2.69365	0.0349586	0.077
40	0.00142389	0.247148	0.171334	0.0612033	2.79668	0.0630552	0.4619
41	7.53099e-05	0.199055	0.252768	0.0331457	1.96802	0	0.1872
41	7.53099e-05	0.199055	0.252768	0.0396927	1.93678	0	0.2228
41	7.53099e-05	0.199055	0.252768	0.0302839	2.01638	0	0.2221
41	7.53099e-05	0.199055	0.252768	0.0300188	1.9639	0	0.3424
41	7.53099e-05	0.199055	0.252768	0.0359897	1.88983	0	0.0611
42	0.00592125	0.47847	0.290733	0.0949027	5.80725	0.594952	0.2148
42	0.00592125	0.47847	0.290733	0.0841999	5.69424	0.492984	0.2782
42	0.00592125	0.47847	0.290733	0.0731107	5.38655	0.338626	0.3898
42	0.00592125	0.47847	0.290733	0.0968213	5.33115	0.521505	0.2229
42	0.00592125	0.47847	0.290733	0.0782436	5.74171	0.362439	0.3353
43	0.00189637	0.426974	0.199998	0.0599808	3.16498	0.0760188	0.2436
43	0.00189637	0.426974	0.199998	0.0465915	2.96613	0.035113	0.1279
43	0.00189637	0.426974	0.199998	0.0572305	3.0087	0.0831132	0.33
43	0.00189637	0.426974	0.199998	0.0536681	3.02044	0.0813339	0.5941
43	0.00189637	0.426974	0.199998	0.057171	2.98281	0.0704017	0.2287
44	0.00900383	0.265278	0.108306	0.333202	14.4388	6.31789	0.2508
44	0.00900383	0.265278	0.108306	0.320101	14.8187	6.63182	0.2371
44	0.00900383	0.265278	0.108306	0.325781	15.2181	6.76441	0.2099
44	0.00900383	0.265278	0.108306	0.340592	15.9091	7.39468	0.2502
44	0.00900383	0.265278	0.108306	0.32	15.346	6.82329	0.156
45	0.00536573	0.144173	0.269095	0.0865385	5.32612	0.431497	0.4703
45	0.00536573	0.144173	0.269095	0.10374	5.45444	0.606049	0.4666
45	0.00536573	0.144173	0.269095	0.0957597	5.38253	0.534749	0.3372
45	0.00536573	0.144173	0.269095	0.107444	5.89116	0.687641	0.4149
45	0.00536573	0.144173	0.269095	0.0943973	5.69826	0.531444	0.4553
46	0.00938544	0.462753	0.143295	0.280106	15.1707	5.84667	0.1738
46	0.00938544	0.462753	0.143295	0.238254	14.5671	5.2652	0.0658
46	0.00938544	0.462753	0.143295	0.241578	15.627	5.83159	0.1879
46	0.00938544	0.462753	0.143295	0.251005	14.2781	5.39693	0.2307
46	0.00938544	0.462753	0.143295	0.263392	14.9677	5.66254	0.1414
47	0.00271583	0.49887	0.12411	0.0986763	4.64797	0.413277	0.2596
47	0.00271583	0.49887	0.12411	0.103859	4.38458	0.401444	0.0661
47	0.00271583	0.49887	0.12411	0.100606	4.61778	0.474188	0.2256
47	0.00271583	0.49887	0.12411	0.0876558	4.39236	0.350063	0.1736
47	0.00271583	0.49887	0.12411	0.084603	4.45159	0.334331	0.1504
48	0.00462205	0.442528	0.287778	0.0753806	4.74917	0.250733	0.2041
48	0.00462205	0.442528	0.287778	0.0816405	4.63604	0.308454	0.3017
48	0.00462205	0.442528	0.287778	0.068635	4.6188	0.214398	0.1666
48	0.00462205	0.442528	0.287778	0.0838687	5.08412	0.320986	0.1854
48	0.00462205	0.442528	0.287778	0.0771502	4.78388	0.284974	0.3304
49	0.00856218	0.72697	0.255469	0.103827	8.53078	1.15619	0.0378
49	0.00856218	0.72697	0.255469	0.149146	9.35597	1.81768	0.3692
49	0.00856218	0.72697	0.255469	0.148319	8.92425	1.80737	0.3265
49	0.00856218	0.72697	0.255469	0.141355	9.96433	1.91487	0.2271
49	0.00856218	0.72697	0.255469	0.140609	9.54624	1.91918	0.2876
50	0.00820973	0.6308	0.288626	0.125541	8.41295	1.25898	0.1976
50	0.00820973	0.6308	0.288626	0.123669	8.55079	1.37235	0.2096
50	0.00820973	0.6308	0.288626	0.147883	7.88747	1.52894	0.2259
50	0.00820973	0.6308	0.288626	0.112	8.1127	1.22411	0.2509
50	0.00820973	0.6308	0.288626	0.11156	8.90118	1.19838	0.0724
51	0.00211427	0.229716	0.065622	0.15536	4.60112	0.912466	0.3238
51	0.00211427	0.229716	0.065622	0.145228	4.80372	0.852273	0.1379
51	0.00211427	0.229716	0.065622	0.133441	4.81109	0.812647	0.3194
51	0.00211427	0.229716	0.065622	0.135274	4.37729	0.743974	0.4779
51	0.00211427	0.229716	0.065622	0.139327	4.40653	0.750715	0.1928
52	0.00196385	0.644941	0.0705941	0.113175	4.18007	0.565724	0.2238
52	0.00196385	0.644941	0.0705941	0.123258	4.31196	0.628942	0.2382
52	0.00196385	0.644941	0.0705941	0.110925	4.48688	0.57699	0.327
52	0.00196385	0.644941	0.0705941	0.107719	4.20744	0.514181	0.1576
52	0.00196385	0.644941	0.0705941	0.122277	4.13724	0.516234	0.5834
53	0.00782835	0.108506	0.0283811	0.544195	9.66145	6.00712	0.1987
53	0.00782835	0.108506	0.0283811	0.536171	9.14101	5.72287	0.1241
53	0.00782835	0.108506	0.0283811	0.537426	9.59932	6.04613	0.1124
53	0.00782835	0.108506	0.0283811	0.523977	9.46541	5.96189	0.124
53	0.00782835	0.108506	0.0283811	0.560833	9.10064	5.80861	0.2077
54	0.0016331	0.361913	0.102278	0.0843965	3.32423	0.173502	0.2575
54	0.0016331	0.361913	0.102278	0.0701336	3.42452	0.138907	0.1392
54	0.0016331	0.361913	0.102278	0.0731707	3.43288	0.175998	0.4557
54	0.0016331	0.361913	0.102278	0.0544904	3.03517	0.0830289	0.2107
54	0.0016331	0.361913	0.102278	0.0854127	3.39809	0.225308	0.1755
55	0.00120136	0.115136	0.252429	0.0443836	2.49418	0.0147803	0.3964
55	0.00120136	0.115136	0.252429	0.0311816	2.5019	0.0055639	0.1655
55	0.00120136	0.115136	0.252429	0.0339806	2.5041	0.018426	0.2393
55	0.00120136	0.115136	0.252429	0.0418315	2.48627	0.00737218	0.1661
55	0.00120136	0.115136	0.252429	0.0368564	2.5158	0.0166365	0.0809
56	0.00917649	0.675272	0.150177	0.241574	13.0081	4.56132	0.2447
56	0.00917649	0.675272	0.150177	0.254575	13.9159	5.14671	0.0855
56	0.00917649	0.675272	0.150177	0.213885	14.605	5.04827	0.0784
56	0.00917649	0.675272	0.150177	0.252775	13.029	4.77194	0.2436
56	0.00917649	0.675272	0.150177	0.237081	14.2559	4.9385	0.1541
57	0.00905946	0.709181	0.247807	0.167243	10.7759	2.46275	0.3083
57	0.00905946	0.709181	0.247807	0.140881	11.9014	2.44349	0.0568
57	0.00905946	0.709181	0.247807	0.12041	9.55672	1.67426	0.2697
57	0.00905946	0.709181	0.247807	0.126719	11.1839	1.99904	0.0564
57	0.00905946	0.709181	0.247807	0.127633	9.90174	1.80636	0.0706
58	0.00986082	0.225992	0.116938	0.306908	16.271	7.24755	0.1939
58	0.00986082	0.225992	0.116938	0.324844	15.8176	7.03474	0.2067
58	0.00986082	0.225992	0.116938	0.337062	15.741	7.16763	0.2358
58	0.00986082	0.225992	0.116938	0.354531	14.8255	6.5414	0.1729
58	0.00986082	0.225992	0.116938	0.339506	17.1108	8.15134	0.2205
59	0.00344896	0.525933	0.0313458	0.366523	7.35354	3.62582	0.2811
59	0.00344896	0.525933	0.0313458	0.377588	7.4037	3.71482	0.099
59	0.00344896	0.525933	0.0313458	0.35486	6.88975	3.25395	0.093
59	0.00344896	0.525933	0.0313458	0.348307	7.31851	3.53574	0.3702
59	0.00344896	0.525933	0.0313458	0.342239	7.36199	3.51292	0.2031
60	0.00640745	0.549152	0.134414	0.212012	11.013	3.2793	0.1852
60	0.00640745	0.549152	0.134414	0.230019	9.30656	2.89946	0.2895
60	0.00640745	0.549152	0.134414	0.178441	9.66696	2.51311	0.0417
60	0.00640745	0.549152	0.134414	0.214973	9.48313	2.7002	0.2674
60	0.00640745	0.549152	0.134414	0.216899	10.0514	3.02465	0.2267
61	0.00185209	0.0337217	0.156715	0.0753359	3.25739	0.147227	0.3737
61	0.00185209	0.0337217	0.156715	0.0678466	3.17513	0.0959923	0.4683
61	0.00185209	0.0337217	0.156715	0.0800628	2.91583	0.146986	0.427
61	0.00185209	0.0337217	0.156715	0.0769971	3.23347	0.147311	0.427
61	0.00185209	0.0337217	0.156715	0.0711443	3.0855	0.182694	0.2314
62	0.00491857	0.313374	0.020296	0.454347	6.86069	3.98739	0.0516
62	0.00491857	0.313374	0.020296	0.48996	7.03923	4.14703	0.0491
62	0.00491857	0.313374	0.020296	0.485211	6.99384	4.10048	0.094
62	0.00491857	0.313374	0.020296	0.485338	7.12229	4.14082	0.1693
62	0.00491857	0.313374	0.020296	0.480921	7.05549	4.07083	0.0842
63	0.00218851	0.287294	0.113318	0.0767824	3.66068	0.251568	0.3443
63	0.00218851	0.287294	0.113318	0.108131	4.15641	0.390473	0.2379
63	0.00218851	0.287294	0.113318	0.0761636	3.58909	0.283349	0.3989
63	0.00218851	0.287294	0.113318	0.0910302	3.8261	0.308825	0.0784
63	0.00218851	0.287294	0.113318	0.0978027	4.03209	0.3191	0.4929
64	0.00975781	0.0286358	0.0487544	0.514965	12.5302	7.51664	0.0465
64	0.00975781	0.0286358	0.0487544	0.533538	11.4232	6.80249	0.2948
64	0.00975781	0.0286358	0.0487544	0.49536	12.5332	7.54358	0.1459
64	0.00975781	0.0286358	0.0487544	0.51071	11.4662	6.85091	0.5196
64	0.00975781	0.0286358	0.0487544	0.508695	11.9093	7.00123	0.4225
65	0.00553691	0.244507	0.255089	0.0990232	5.77218	0.610803	0.5492
65	0.00553691	0.244507	0.255089	0.102225	5.75594	0.546953	0.5572
65	0.00553691	0.244507	0.255089	0.0790833	5.84426	0.481963	0.4293
65	0.00553691	0.244507	0.255089	0.107231	5.50558	0.619309	0.2458
65	0.00553691	0.244507	0.255089	0.102152	5.83138	0.626374	0.3601
66	0.004074	0.120662	0.074173	0.242573	7.17694	2.3917	0.2335
66	0.004074	0.120662	0.074173	0.237959	7.40488	2.52678	0.3192
66	0.004074	0.120662	0.074173	0.237107	7.36496	2.5012	0.3072
66	0.004074	0.120662	0.074173	0.231115	8.16831	2.71416	0.3092
66	0.004074	0.120662	0.074173	0.238012	8.42589	2.84448	0.2252
67	0.00612958	0.116231	0.269749	0.111111	6.03722	0.762537	0.4551
67	0.00612958	0.116231	0.269749	0.119166	6.65977	0.935028	0.3949
67	0.00612958	0.116231	0.269749	0.112889	6.897	1.07197	0.3296
67	0.00612958	0.116231	0.269749	0.106348	6.23051	0.818729	0.2735
67	0.00612958	0.116231	0.269749	0.122105	6.2047	0.824945	0.1861
68	0.002057	0.0665776	0.129495	0.0842541	3.48684	0.177768	0.1858
68	0.002057	0.0665776	0.129495	0.0932715	3.66996	0.27034	0.2587
68	0.002057	0.0665776	0.129495	0.0886559	3.39468	0.210437	0.2527
68	0.002057	0.0665776	0.129495	0.077512	3.35906	0.184665	0.3147
68	0.002057	0.0665776	0.129495	0.0771313	3.69009	0.272859	0.4028
69	0.00775571	0.124849	0.242108	0.124313	7.97377	1.27788	0.4458
69	0.00775571	0.124849	0.242108	0.167569	8.14874	1.91299	0.142
69	0.00775571	0.124849	0.242108	0.13414	8.82125	1.64258	0.2877
69	0.00775571	0.124849	0.242108	0.180606	8.54225	2.11475	0.2501
69	0.00775571	0.124849	0.242108	0.146482	8.90483	1.82069	0.2474
70	0.00699943	0.583915	0.249081	0.121263	7.96838	1.08517	0.1532
70	0.00699943	0.583915	0.249081	0.124927	7.5729	1.20671	0.2436
70	0.00699943	0.583915	0.249081	0.117122	8.08511	1.22479	0.0435
70	0.00699943	0.583915	0.249081	0.123881	7.80105	1.16453	0.075
70	0.00699943	0.583915	0.249081	0.117517	7.94817	1.18687	0.2486
71	0.00990095	0.299833	0.238638	0.215914	11.3561	3.37673	0.1652
71	0.00990095	0.299833	0.238638	0.171288	12.0897	2.91603	0.32
71	0.00990095	0.299833	0.238638	0.176432	12.0635	3.0274	0.1959
71	0.00990095	0.299833	0.238638	0.170122	10.6935	2.59733	0.2511
71	0.00990095	0.299833	0.238638	0.202346	11.2621	3.22408	0.1964
72	0.000876025	0.0938471	0.111185	0.0567416	2.48292	0.0423643	0.5024
72	0.000876025	0.0938471	0.111185	0.0614869	2.47043	0.0534247	0.1136
