Sim	T1	k	Antigen_2016	MF_2016
38	0.00676442	0.0546878	14.9041	8.90262
39	0.0008855	0.0352443	3.30682	0.284816
39	0.0008855	0.0352443	3.54542	0.39455
39	0.0008855	0.0352443	3.3724	0.309598
39	0.0008855	0.0352443	3.3481	0.293466
39	0.0008855	0.0352443	3.30983	0.359965
40	0.00657023	0.0459796	13.4636	8.15989
40	0.00657023	0.0459796	13.9939	8.4052
40	0.00657023	0.0459796	13.8484	8.57872
40	0.00657023	0.0459796	13.3593	8.02294
40	0.00657023	0.0459796	13.7904	8.39161
41	0.00423935	0.0783702	10.6354	3.85063
41	0.00423935	0.0783702	9.29516	2.82639
41	0.00423935	0.0783702	9.70144	3.07453
41	0.00423935	0.0783702	10.6686	3.78744
41	0.00423935	0.0783702	10.2598	3.51299
42	0.00981814	0.0382862	14.4358	9.82214
42	0.00981814	0.0382862	14.3223	9.68218
42	0.00981814	0.0382862	14.0776	9.59528
42	0.00981814	0.0382862	14.1327	9.51705
42	0.00981814	0.0382862	14.5016	9.68986
43	0.00342695	0.0462632	9.78321	4.68237
43	0.00342695	0.0462632	9.54315	4.39303
43	0.00342695	0.0462632	9.4477	4.39111
43	0.00342695	0.0462632	9.60459	4.3467
43	0.00342695	0.0462632	9.73674	4.58221
44	2.87671e-05	0.0606521	1.92286	0
44	2.87671e-05	0.0606521	1.99294	0
44	2.87671e-05	0.0606521	1.89452	0.00184471
44	2.87671e-05	0.0606521	1.96267	0
44	2.87671e-05	0.0606521	2.07549	0
45	0.00632949	0.0424609	12.8974	7.81117
45	0.00632949	0.0424609	12.9862	7.80762
45	0.00632949	0.0424609	13.2612	8.19602
45	0.00632949	0.0424609	13.0779	8.07568
45	0.00632949	0.0424609	13.2465	8.09551
46	0.00536495	0.0978126	11.9492	4.05664
46	0.00536495	0.0978126	12.3722	4.24363
46	0.00536495	0.0978126	12.4415	4.38033
46	0.00536495	0.0978126	12.4262	4.3726
46	0.00536495	0.0978126	12.617	4.47291
47	0.00283081	0.0649135	6.84506	1.62475
47	0.00283081	0.0649135	7.65129	2.10148
47	0.00283081	0.0649135	7.6515	2.04829
47	0.00283081	0.0649135	7.08756	1.74643
47	0.00283081	0.0649135	7.52997	2.01646
48	0.00733221	0.0914227	17.6757	9.10094
48	0.00733221	0.0914227	17.1856	8.47319
48	0.00733221	0.0914227	17.4519	8.74991
48	0.00733221	0.0914227	16.4743	7.84412
48	0.00733221	0.0914227	17.569	8.92182
49	0.00663432	0.0814302	15.5678	7.40556
49	0.00663432	0.0814302	15.6968	7.61638
49	0.00663432	0.0814302	16.5942	8.5488
49	0.00663432	0.0814302	16.1187	8.12105
49	0.00663432	0.0814302	15.6078	7.70398
50	0.00530396	0.0201093	8.26428	5.3668
50	0.00530396	0.0201093	8.2579	5.34302
50	0.00530396	0.0201093	8.10177	5.20683
50	0.00530396	0.0201093	8.26599	5.42271
50	0.00530396	0.0201093	8.17187	5.43374
51	0.00218934	0.0427741	6.60946	2.07403
51	0.00218934	0.0427741	6.7655	2.31233
51	0.00218934	0.0427741	6.47098	2.03199
51	0.00218934	0.0427741	7.01696	2.42696
51	0.00218934	0.0427741	7.07562	2.51327
52	0.000959595	0.0392327	3.36773	0.284805
52	0.000959595	0.0392327	3.62658	0.362473
52	0.000959595	0.0392327	3.74625	0.43845
52	0.000959595	0.0392327	3.64205	0.379187
52	0.000959595	0.0392327	3.79908	0.46957
53	0.0023638	0.0760514	6.06257	0.949537
53	0.0023638	0.0760514	5.87648	0.879901
53	0.0023638	0.0760514	5.47032	0.673867
53	0.0023638	0.0760514	5.23422	0.675264
53	0.0023638	0.0760514	5.36102	0.658403
54	0.00352507	0.0836503	8.31222	2.10857
54	0.00352507	0.0836503	8.76714	2.37059
54	0.00352507	0.0836503	8.25403	2.05658
54	0.00352507	0.0836503	8.15988	2.02063
54	0.00352507	0.0836503	8.61358	2.26663
55	0.000936226	0.0825618	2.8554	0.0536312
55	0.000936226	0.0825618	2.96495	0.0460397
55	0.000936226	0.0825618	2.87287	0.0461877
55	0.000936226	0.0825618	3.07298	0.057146
55	0.000936226	0.0825618	2.80618	0.0552761
56	0.0080093	0.0924506	17.5777	8.78884
56	0.0080093	0.0924506	18.396	9.81245
56	0.0080093	0.0924506	17.5622	8.84014
56	0.0080093	0.0924506	18.8309	9.87285
56	0.0080093	0.0924506	19.106	10.1517
57	0.00443384	0.0978914	9.24096	2.19459
57	0.00443384	0.0978914	10.1607	2.82056
57	0.00443384	0.0978914	10.4913	3.10231
57	0.00443384	0.0978914	9.83767	2.55857
57	0.00443384	0.0978914	10.39	2.85958
58	0.00611223	0.0152666	7.1943	4.74203
58	0.00611223	0.0152666	7.17675	4.71372
58	0.00611223	0.0152666	7.20594	4.74348
58	0.00611223	0.0152666	7.2781	4.92473
58	0.00611223	0.0152666	7.32076	4.84671
59	0.00421865	0.082852	10.1546	3.21333
59	0.00421865	0.082852	10.069	3.19153
59	0.00421865	0.082852	10.8416	3.78357
59	0.00421865	0.082852	10.5063	3.31506
59	0.00421865	0.082852	10.3702	3.35451
60	0.0013591	0.0912015	3.37114	0.125403
60	0.0013591	0.0912015	3.65175	0.182495
60	0.0013591	0.0912015	3.68872	0.150785
60	0.0013591	0.0912015	3.54554	0.160908
60	0.0013591	0.0912015	3.54173	0.125371
61	3.82478e-05	0.0782279	1.87776	0
61	3.82478e-05	0.0782279	1.98739	0
61	3.82478e-05	0.0782279	1.97542	0
61	3.82478e-05	0.0782279	1.93426	0
61	3.82478e-05	0.0782279	1.96797	0
62	0.00205451	0.0263081	6.47341	2.88405
62	0.00205451	0.0263081	6.27748	2.71938
62	0.00205451	0.0263081	6.61959	3.08115
62	0.00205451	0.0263081	6.48121	2.93879
62	0.00205451	0.0263081	6.36012	2.68087
63	3.05466e-05	0.0583875	1.89042	0
63	3.05466e-05	0.0583875	1.91786	0
63	3.05466e-05	0.0583875	1.93558	0
63	3.05466e-05	0.0583875	1.91503	0
63	3.05466e-05	0.0583875	1.91043	0
64	0.0044702	0.0475712	11.0605	5.77271
64	0.0044702	0.0475712	11.0681	5.84219
64	0.0044702	0.0475712	11.3557	6.15501
64	0.0044702	0.0475712	11.0956	5.82599
64	0.0044702	0.0475712	11.357	5.96522
65	0.00410321	0.0948284	9.42408	2.50719
65	0.00410321	0.0948284	9.73319	2.67556
65	0.00410321	0.0948284	8.81568	2.06774
65	0.00410321	0.0948284	9.55338	2.51951
65	0.00410321	0.0948284	9.9847	2.68102
66	0.00144024	0.0343192	5.02847	1.2072
66	0.00144024	0.0343192	4.54747	0.886996
66	0.00144024	0.0343192	4.93027	1.18408
66	0.00144024	0.0343192	4.94369	1.2903
66	0.00144024	0.0343192	5.06845	1.33751
67	0.00186869	0.0865703	4.18124	0.266966
67	0.00186869	0.0865703	4.20216	0.290123
67	0.00186869	0.0865703	4.69441	0.409171
67	0.00186869	0.0865703	4.43832	0.341978
67	0.00186869	0.0865703	4.22442	0.286432
68	0.00598843	0.0557035	14.0325	8.00325
68	0.00598843	0.0557035	13.9891	7.78897
68	0.00598843	0.0557035	13.707	7.70888
68	0.00598843	0.0557035	14.1683	7.98929
68	0.00598843	0.0557035	13.4619	7.44418
69	0.00316284	0.0104719	5.14279	2.94639
69	0.00316284	0.0104719	5.24285	2.97772
69	0.00316284	0.0104719	5.32078	2.97017
69	0.00316284	0.0104719	5.17529	2.94858
69	0.00316284	0.0104719	5.2422	3.07193
70	0.00703068	0.0355759	12.5062	8.20691
70	0.00703068	0.0355759	12.1991	7.90282
70	0.00703068	0.0355759	12.3745	7.98646
70	0.00703068	0.0355759	12.4227	8.07764
70	0.00703068	0.0355759	12.319	7.98175
71	0.00981059	0.0274069	11.6257	8.18747
71	0.00981059	0.0274069	11.4835	7.99757
71	0.00981059	0.0274069	11.7234	8.0959
71	0.00981059	0.0274069	11.7005	8.13489
71	0.00981059	0.0274069	11.6711	8.1291
72	0.00426891	0.075764	11.0527	4.21136
72	0.00426891	0.075764	10.8339	4.1064
72	0.00426891	0.075764	11.0055	4.1528
72	0.00426891	0.075764	10.9777	4.13277
72	0.00426891	0.075764	10.7426	3.84615
73	0.00356852	0.0800566	9.22301	2.69066
73	0.00356852	0.0800566	8.41484	2.10232
73	0.00356852	0.0800566	9.81516	3.03697
73	0.00356852	0.0800566	8.60029	2.3261
73	0.00356852	0.0800566	8.22721	1.9923
74	0.00770245	0.0191693	8.80574	6.05915
74	0.00770245	0.0191693	8.80722	6.00274
74	0.00770245	0.0191693	8.55525	5.86641
74	0.00770245	0.0191693	8.88089	6.04554
74	0.00770245	0.0191693	8.66605	5.85055
75	0.00607096	0.0276024	10.3049	6.78385
75	0.00607096	0.0276024	10.2611	6.6526
75	0.00607096	0.0276024	10.3751	6.70341
75	0.00607096	0.0276024	10.3242	6.74826
75	0.00607096	0.0276024	10.2538	6.56086
76	0.00457676	0.0321377	9.91972	5.9223
76	0.00457676	0.0321377	9.86511	6.01838
76	0.00457676	0.0321377	10.1204	6.10981
76	0.00457676	0.0321377	9.96297	5.9526
76	0.00457676	0.0321377	9.81253	5.85468
77	0.00383347	0.0629073	10.0518	3.95633
77	0.00383347	0.0629073	9.72166	3.84615
77	0.00383347	0.0629073	9.80952	3.77803
77	0.00383347	0.0629073	10.1806	4.01587
77	0.00383347	0.0629073	9.82273	3.80968
78	0.00968302	0.0953849	21.3542	12.1218
78	0.00968302	0.0953849	21.2617	12.1461
78	0.00968302	0.0953849	20.5174	11.7117
78	0.00968302	0.0953849	20.8789	11.5117
78	0.00968302	0.0953849	21.2873	12.0497
79	0.00177288	0.032066	5.91675	2.14869
79	0.00177288	0.032066	6.01691	2.05856
79	0.00177288	0.032066	5.81188	1.97839
79	0.00177288	0.032066	6.0587	2.25724
79	0.00177288	0.032066	5.72344	1.96645
80	0.00725965	0.0755707	16.6226	9.22309
80	0.00725965	0.0755707	16.5449	9.02247
80	0.00725965	0.0755707	17.0027	9.18584
80	0.00725965	0.0755707	16.5797	9.00256
80	0.00725965	0.0755707	16.8019	9.03241
81	0.00417621	0.0412537	10.6087	5.65898
81	0.00417621	0.0412537	10.7699	5.84594
81	0.00417621	0.0412537	10.6889	5.94953
81	0.00417621	0.0412537	10.7219	5.81515
81	0.00417621	0.0412537	10.4187	5.57896
82	0.00115269	0.0828501	3.31793	0.0942699
82	0.00115269	0.0828501	3.16219	0.11623
82	0.00115269	0.0828501	3.23192	0.0956515
82	0.00115269	0.0828501	3.19279	0.0812978
82	0.00115269	0.0828501	3.33858	0.125914
83	0.00825183	0.0646769	17.6099	10.7942
83	0.00825183	0.0646769	17.1282	10.2817
83	0.00825183	0.0646769	17.2131	10.2097
83	0.00825183	0.0646769	17.1312	10.2226
83	0.00825183	0.0646769	17.2182	10.2941
84	0.00489226	0.0741406	12.1729	5.0668
84	0.00489226	0.0741406	12.5009	5.30018
84	0.00489226	0.0741406	12.2894	5.02808
84	0.00489226	0.0741406	12.5552	5.36997
84	0.00489226	0.0741406	12.1371	5.24695
85	0.00619719	0.0849535	15.0312	7.03624
85	0.00619719	0.0849535	14.9021	6.8289
85	0.00619719	0.0849535	14.9341	6.80846
85	0.00619719	0.0849535	14.6004	6.60477
85	0.00619719	0.0849535	14.7994	6.75911
86	0.00288273	0.0387986	8.12443	3.63549
86	0.00288273	0.0387986	8.06583	3.55769
86	0.00288273	0.0387986	8.2441	3.77561
86	0.00288273	0.0387986	8.06577	3.62506
86	0.00288273	0.0387986	8.13206	3.69993
87	0.00202371	0.0946295	4.57387	0.344885
87	0.00202371	0.0946295	4.37204	0.255329
87	0.00202371	0.0946295	4.33373	0.302054
87	0.00202371	0.0946295	4.67483	0.336159
87	0.00202371	0.0946295	4.22694	0.304827
88	0.00444563	0.0782065	11.3634	4.366
88	0.00444563	0.0782065	11.647	4.43882
88	0.00444563	0.0782065	10.5603	3.66735
88	0.00444563	0.0782065	11.2432	4.25174
88	0.00444563	0.0782065	10.648	3.79205
89	0.00374741	0.0655833	10.2665	3.92585
89	0.00374741	0.0655833	9.89653	3.84516
89	0.00374741	0.0655833	10.5878	4.19912
89	0.00374741	0.0655833	9.85788	3.71237
89	0.00374741	0.0655833	10.3153	4.10328
90	0.00212899	0.01489	5.53191	2.88067
90	0.00212899	0.01489	5.37607	2.80917
90	0.00212899	0.01489	5.51435	2.86141
90	0.00212899	0.01489	5.65871	3.10685
90	0.00212899	0.01489	5.4117	2.74469
91	0.00360351	0.0281658	8.72375	5.0156
91	0.00360351	0.0281658	8.97882	5.22659
91	0.00360351	0.0281658	8.65856	4.98618
91	0.00360351	0.0281658	8.59214	4.97934
91	0.00360351	0.0281658	8.92182	5.16507
92	0.00691493	0.0713582	15.9465	8.49836
92	0.00691493	0.0713582	16.1105	8.78167
92	0.00691493	0.0713582	16.0189	8.74129
92	0.00691493	0.0713582	16.4217	9.05935
92	0.00691493	0.0713582	16.0539	8.49946
93	0.00524917	0.0817084	13.4131	5.86811
93	0.00524917	0.0817084	13.1685	5.58966
93	0.00524917	0.0817084	12.7313	5.16004
93	0.00524917	0.0817084	12.573	5.16776
93	0.00524917	0.0817084	13.206	5.64285
94	0.00154944	0.0439681	4.60091	0.827609
94	0.00154944	0.0439681	4.89153	0.882835
94	0.00154944	0.0439681	5.04202	0.981009
94	0.00154944	0.0439681	4.71256	0.872082
94	0.00154944	0.0439681	5.04547	1.03677
95	0.000255984	0.099219	2.13899	0.00554621
95	0.000255984	0.099219	2.14439	0.00740083
95	0.000255984	0.099219	2.18368	0.00557062
95	0.000255984	0.099219	2.26096	0
95	0.000255984	0.099219	2.16666	0
96	0.000185909	0.0643249	2.10557	0.00184699
96	0.000185909	0.0643249	2.12308	0
96	0.000185909	0.0643249	2.11867	0.00556081
96	0.000185909	0.0643249	2.21071	0.00553138
96	0.000185909	0.0643249	2.15564	0.00369433
97	0.00385525	0.0883227	9.34172	2.59564
97	0.00385525	0.0883227	9.14009	2.44946
97	0.00385525	0.0883227	8.9613	2.26344
97	0.00385525	0.0883227	8.95313	2.34627
97	0.00385525	0.0883227	9.09326	2.4406
98	0.00995904	0.0694967	19.3916	12.102
98	0.00995904	0.0694967	19.596	12.2316
98	0.00995904	0.0694967	19.4549	12.1496
98	0.00995904	0.0694967	19.5228	12.1391
98	0.00995904	0.0694967	19.4332	12.0447
99	0.00991038	0.0537907	17.3183	11.1383
99	0.00991038	0.0537907	17.6775	11.4761
99	0.00991038	0.0537907	17.4942	11.5958
99	0.00991038	0.0537907	16.9507	11.0137
99	0.00991038	0.0537907	17.4614	11.4578
100	0.00286148	0.0639101	7.51022	2.06388
100	0.00286148	0.0639101	7.37521	2.05001
100	0.00286148	0.0639101	7.44228	2.05819
100	0.00286148	0.0639101	7.99808	2.30208
100	0.00286148	0.0639101	6.95287	1.70504
101	0.00403666	0.0237388	8.24676	4.99501
101	0.00403666	0.0237388	8.26168	5.12051
101	0.00403666	0.0237388	8.12701	4.79134
101	0.00403666	0.0237388	8.39356	5.18475
101	0.00403666	0.0237388	8.38482	5.1921
102	0.00888982	0.0597486	17.4384	10.8886
102	0.00888982	0.0597486	17.2736	10.7354
102	0.00888982	0.0597486	17.7359	11.2632
102	0.00888982	0.0597486	17.4183	10.9605
102	0.00888982	0.0597486	17.4908	10.9979
103	0.00835231	0.033025	12.4261	8.36325
103	0.00835231	0.033025	12.3102	8.16244
103	0.00835231	0.033025	12.4852	8.33764
103	0.00835231	0.033025	12.3076	8.12663
103	0.00835231	0.033025	12.2884	8.36678
104	0.00554482	0.073143	13.169	6.1658
104	0.00554482	0.073143	14.2358	7.04673
104	0.00554482	0.073143	14.2033	6.7726
104	0.00554482	0.073143	13.9025	6.55665
104	0.00554482	0.073143	13.6809	6.50238
105	0.000629416	0.0254387	3.24041	0.343343
105	0.000629416	0.0254387	3.09044	0.314407
105	0.000629416	0.0254387	3.18298	0.361871
105	0.000629416	0.0254387	2.98896	0.206516
105	0.000629416	0.0254387	3.18451	0.335212
106	0.00793777	0.0819877	17.9122	9.69238
106	0.00793777	0.0819877	17.3547	9.2752
106	0.00793777	0.0819877	17.6759	9.6
106	0.00793777	0.0819877	17.4282	9.28384
106	0.00793777	0.0819877	17.7772	9.69025
107	0.0021958	0.0761178	4.95168	0.537664
107	0.0021958	0.0761178	5.52322	0.785335
107	0.0021958	0.0761178	5.12873	0.631171
107	0.0021958	0.0761178	5.2589	0.693219
107	0.0021958	0.0761178	5.38933	0.78253
108	0.00709972	0.0832609	16.4624	8.26261
108	0.00709972	0.0832609	16.2413	8.19705
108	0.00709972	0.0832609	15.5799	7.65818
108	0.00709972	0.0832609	16.1246	7.94078
108	0.00709972	0.0832609	16.8679	8.74042
109	0.00961739	0.0320515	12.7781	8.73257
109	0.00961739	0.0320515	12.8052	8.79014
109	0.00961739	0.0320515	12.9876	8.97282
109	0.00961739	0.0320515	12.8146	8.81538
109	0.00961739	0.0320515	12.8803	8.99294
110	0.00813541	0.0247698	10.455	7.26785
110	0.00813541	0.0247698	10.3126	7.13679
110	0.00813541	0.0247698	10.3539	7.1259
110	0.00813541	0.0247698	10.2297	6.85171
110	0.00813541	0.0247698	10.3751	6.99454
111	0.00616482	0.0102396	5.80574	3.76902
111	0.00616482	0.0102396	5.68558	3.62634
111	0.00616482	0.0102396	5.72769	3.75626
111	0.00616482	0.0102396	5.67751	3.60024
111	0.00616482	0.0102396	5.79707	3.76007
112	0.00426525	0.0118646	6.01339	3.75814
112	0.00426525	0.0118646	5.97849	3.70741
112	0.00426525	0.0118646	5.96724	3.6444
112	0.00426525	0.0118646	5.74193	3.511
112	0.00426525	0.0118646	5.793	3.54315
113	0.0042915	0.0222058	8.26742	5.17385
113	0.0042915	0.0222058	8.19079	5.09292
113	0.0042915	0.0222058	8.25278	5.34166
113	0.0042915	0.0222058	8.15776	5.13507
113	0.0042915	0.0222058	8.2114	5.23164
114	0.00431003	0.0684648	11.7202	5.0348
114	0.00431003	0.0684648	10.6745	4.16065
114	0.00431003	0.0684648	12.166	5.43854
114	0.00431003	0.0684648	11.2167	4.62232
114	0.00431003	0.0684648	11.1951	4.55598
115	0.00105096	0.0269856	4.1935	0.88507
115	0.00105096	0.0269856	4.45101	1.13584
115	0.00105096	0.0269856	4.06778	0.833425
115	0.00105096	0.0269856	4.44572	0.955691
115	0.00105096	0.0269856	4.38663	1.044
116	0.00203369	0.0705836	5.41952	0.835901
116	0.00203369	0.0705836	5.24586	0.649929
116	0.00203369	0.0705836	5.20851	0.682418
116	0.00203369	0.0705836	5.2453	0.731946
116	0.00203369	0.0705836	5.26044	0.762543
