Sim	T1	k	Antigen_2016	MF_2016
8	0.00289399	0.0979844	5.10129	0.506432
9	0.00101587	0.0264471	3.67455	0.619492
9	0.00101587	0.0264471	3.76214	0.630403
9	0.00101587	0.0264471	3.70638	0.553273
9	0.00101587	0.0264471	3.74432	0.635132
9	0.00101587	0.0264471	3.61849	0.431258
10	0.00946852	0.0698595	15.6513	8.4533
10	0.00946852	0.0698595	15.1204	8.24798
10	0.00946852	0.0698595	15.3707	8.16764
10	0.00946852	0.0698595	15.3914	8.16143
10	0.00946852	0.0698595	15.7379	8.53645
11	0.00387052	0.0510025	8.21075	3.17537
11	0.00387052	0.0510025	8.30771	3.22034
11	0.00387052	0.0510025	8.10071	2.89126
11	0.00387052	0.0510025	8.47427	3.3236
11	0.00387052	0.0510025	8.11195	2.9152
12	0.00289417	0.0291595	6.57288	2.94863
12	0.00289417	0.0291595	6.46944	2.9142
12	0.00289417	0.0291595	6.61001	2.83761
12	0.00289417	0.0291595	6.54517	2.81511
12	0.00289417	0.0291595	6.63023	2.98554
13	0.00745223	0.0375944	10.5192	6.069
13	0.00745223	0.0375944	10.9034	6.38736
13	0.00745223	0.0375944	10.8409	6.33171
13	0.00745223	0.0375944	10.7531	6.17053
13	0.00745223	0.0375944	10.6306	6.02803
14	0.00369999	0.0462505	7.74446	3.09815
14	0.00369999	0.0462505	7.7166	2.96991
14	0.00369999	0.0462505	7.76251	2.89297
14	0.00369999	0.0462505	7.61824	2.7542
14	0.00369999	0.0462505	7.84601	3.06574
15	0.00729716	0.0849249	13.6875	5.71222
15	0.00729716	0.0849249	13.3981	5.61744
15	0.00729716	0.0849249	13.2424	5.48911
15	0.00729716	0.0849249	13.2641	5.40375
15	0.00729716	0.0849249	13.2825	5.66348
16	0.00729487	0.0482895	11.745	6.3167
16	0.00729487	0.0482895	11.7811	6.38749
16	0.00729487	0.0482895	11.9773	6.36191
16	0.00729487	0.0482895	11.808	6.32379
16	0.00729487	0.0482895	11.74	6.26717
17	0.00978209	0.0477067	13.4436	7.95009
17	0.00978209	0.0477067	13.2656	7.97489
17	0.00978209	0.0477067	13.1078	7.68481
17	0.00978209	0.0477067	13.1837	7.63489
17	0.00978209	0.0477067	13.3815	8.01784
18	0.00155881	0.0813059	3.67429	0.15847
18	0.00155881	0.0813059	3.6035	0.116421
18	0.00155881	0.0813059	3.83317	0.232425
18	0.00155881	0.0813059	3.47437	0.184121
18	0.00155881	0.0813059	3.61419	0.162104
19	0.00881492	0.0195531	7.79553	5.03021
19	0.00881492	0.0195531	7.788	4.95196
19	0.00881492	0.0195531	8.07146	5.15066
19	0.00881492	0.0195531	7.93519	5.13616
19	0.00881492	0.0195531	8.00192	5.11643
20	0.00640786	0.0653703	11.6429	5.25111
20	0.00640786	0.0653703	11.9213	5.44536
20	0.00640786	0.0653703	11.9417	5.33452
20	0.00640786	0.0653703	11.4135	4.99131
20	0.00640786	0.0653703	11.8485	5.31919
21	0.000642415	0.0964831	2.36076	0.0111095
21	0.000642415	0.0964831	2.47523	0.00924283
21	0.000642415	0.0964831	2.35733	0.0129321
21	0.000642415	0.0964831	2.33151	0.0166141
21	0.000642415	0.0964831	2.41326	0.0129051
22	0.00608804	0.0188369	7.02932	4.1805
22	0.00608804	0.0188369	7.04462	4.10921
22	0.00608804	0.0188369	7.0746	4.24846
22	0.00608804	0.0188369	6.94742	4.13
22	0.00608804	0.0188369	6.99954	4.23671
23	0.00220312	0.0415686	5.48348	1.3048
23	0.00220312	0.0415686	5.56406	1.43666
23	0.00220312	0.0415686	5.70419	1.53093
23	0.00220312	0.0415686	5.80568	1.54867
23	0.00220312	0.0415686	5.86581	1.60986
24	0.00873652	0.0780787	14.7664	7.29257
24	0.00873652	0.0780787	14.8044	7.13274
24	0.00873652	0.0780787	15.033	7.52945
24	0.00873652	0.0780787	15.0542	7.45439
24	0.00873652	0.0780787	14.8766	7.28326
25	0.00679956	0.041595	10.8036	6.01448
25	0.00679956	0.041595	10.7621	5.8817
25	0.00679956	0.041595	11.0445	6.17642
25	0.00679956	0.041595	10.8447	5.97488
25	0.00679956	0.041595	10.9362	6.00511
26	0.000870655	0.0641623	2.60873	0.0277721
26	0.000870655	0.0641623	2.85151	0.0571408
26	0.000870655	0.0641623	2.88911	0.0644069
26	0.000870655	0.0641623	2.81506	0.0497751
26	0.000870655	0.0641623	2.64186	0.0626382
27	0.0098627	0.0716976	15.8645	8.50918
27	0.0098627	0.0716976	15.9371	8.67197
27	0.0098627	0.0716976	15.529	8.33026
27	0.0098627	0.0716976	16.5388	8.83644
27	0.0098627	0.0716976	15.7232	8.38041
28	0.00503399	0.0608418	10.1303	4.29093
28	0.00503399	0.0608418	10.0002	4.13845
28	0.00503399	0.0608418	9.99058	3.85987
28	0.00503399	0.0608418	10.0248	3.95361
28	0.00503399	0.0608418	10.4432	4.44354
29	0.00428524	0.0180864	6.44882	3.54823
29	0.00428524	0.0180864	6.1235	3.31866
29	0.00428524	0.0180864	6.22343	3.5247
29	0.00428524	0.0180864	6.061	3.34324
29	0.00428524	0.0180864	6.40387	3.57842
30	0.00299271	0.0312747	6.54513	2.74008
30	0.00299271	0.0312747	6.60374	2.84469
30	0.00299271	0.0312747	6.58028	2.67806
30	0.00299271	0.0312747	6.96611	3.13457
30	0.00299271	0.0312747	6.66802	2.83714
31	0.00713751	0.094086	12.7691	4.86168
31	0.00713751	0.094086	13.3002	5.20795
31	0.00713751	0.094086	13.0107	5.09993
31	0.00713751	0.094086	13.5388	5.31316
31	0.00713751	0.094086	12.647	4.58314
32	0.00657723	0.0370082	10.0587	5.5494
32	0.00657723	0.0370082	9.84187	5.50952
32	0.00657723	0.0370082	10.2875	5.86698
32	0.00657723	0.0370082	9.85918	5.49803
32	0.00657723	0.0370082	9.98558	5.50501
33	0.00730179	0.0569968	12.4142	6.44876
33	0.00730179	0.0569968	12.5501	6.35718
33	0.00730179	0.0569968	12.3624	6.27185
33	0.00730179	0.0569968	12.7238	6.42955
33	0.00730179	0.0569968	12.6786	6.5681
34	0.000534789	0.057762	2.33555	0.0166297
34	0.000534789	0.057762	2.44654	0.0313659
34	0.000534789	0.057762	2.55504	0.0276121
34	0.000534789	0.057762	2.36561	0.0313937
34	0.000534789	0.057762	2.53949	0.0369918
35	0.00570429	0.0944773	10.0124	2.73856
35	0.00570429	0.0944773	10.0177	2.85324
35	0.00570429	0.0944773	10.8008	3.49892
35	0.00570429	0.0944773	10.657	3.32661
35	0.00570429	0.0944773	10.4287	3.0165
36	0.00103953	0.0410642	3.3816	0.20974
36	0.00103953	0.0410642	3.56398	0.317454
36	0.00103953	0.0410642	3.30319	0.244132
36	0.00103953	0.0410642	3.35701	0.334776
36	0.00103953	0.0410642	3.45552	0.269214
37	0.0050279	0.0636216	10.049	4.01297
37	0.0050279	0.0636216	10.3034	4.10581
37	0.0050279	0.0636216	10.1649	3.91994
37	0.0050279	0.0636216	10.4686	4.31365
37	0.0050279	0.0636216	10.1862	4.09032
38	0.0057804	0.0806724	10.6449	3.62894
38	0.0057804	0.0806724	11.4873	4.24139
38	0.0057804	0.0806724	11.2453	4.11225
38	0.0057804	0.0806724	11.3217	4.25901
38	0.0057804	0.0806724	11.1661	4.07873
39	0.00469313	0.0643499	9.88188	3.74677
39	0.00469313	0.0643499	9.33491	3.34299
39	0.00469313	0.0643499	9.35762	3.43613
39	0.00469313	0.0643499	9.33593	3.25335
39	0.00469313	0.0643499	9.42588	3.54255
40	0.00709484	0.0262282	8.71243	5.1381
40	0.00709484	0.0262282	8.70902	5.16207
40	0.00709484	0.0262282	8.82858	5.30822
40	0.00709484	0.0262282	8.83525	5.35503
40	0.00709484	0.0262282	8.69846	5.27481
41	0.0087808	0.0352135	11.0451	6.84508
41	0.0087808	0.0352135	11.1647	6.79925
41	0.0087808	0.0352135	11.1857	6.88476
41	0.0087808	0.0352135	11.2719	6.9724
41	0.0087808	0.0352135	11.0117	6.66972
42	0.00103512	0.0543998	3.1881	0.145668
42	0.00103512	0.0543998	3.26866	0.164449
42	0.00103512	0.0543998	3.08909	0.12748
42	0.00103512	0.0543998	3.25499	0.136625
42	0.00103512	0.0543998	2.91251	0.0959764
43	0.00118747	0.0815678	3.05099	0.066406
43	0.00118747	0.0815678	3.18599	0.0701029
43	0.00118747	0.0815678	3.08525	0.0886247
43	0.00118747	0.0815678	3.04018	0.0796636
43	0.00118747	0.0815678	2.96887	0.0535431
44	0.00767716	0.0710306	13.7	6.63392
44	0.00767716	0.0710306	13.4681	6.56547
44	0.00767716	0.0710306	13.5607	6.43709
44	0.00767716	0.0710306	13.9282	6.88663
44	0.00767716	0.0710306	13.7419	6.53706
45	0.00688785	0.0670325	12.3826	5.7661
45	0.00688785	0.0670325	12.6765	5.88355
45	0.00688785	0.0670325	12.1888	5.65999
45	0.00688785	0.0670325	12.4878	5.84644
45	0.00688785	0.0670325	12.7488	6.06027
46	0.00738809	0.0415722	11.2055	6.30577
46	0.00738809	0.0415722	11.4629	6.65937
46	0.00738809	0.0415722	11.1358	6.25567
46	0.00738809	0.0415722	11.3357	6.41374
46	0.00738809	0.0415722	11.1039	6.25659
47	0.00535716	0.0731935	10.6254	3.94894
47	0.00535716	0.0731935	11.0125	4.15192
47	0.00535716	0.0731935	10.2453	3.63771
47	0.00535716	0.0731935	10.6249	3.96217
47	0.00535716	0.0731935	11.0639	4.11964
48	0.00511273	0.0747176	10.3492	3.75413
48	0.00511273	0.0747176	10.0235	3.42198
48	0.00511273	0.0747176	10.3294	3.74014
48	0.00511273	0.0747176	10.1127	3.52036
48	0.00511273	0.0747176	9.58571	3.0883
49	0.00458134	0.0111708	5.20327	2.77988
49	0.00458134	0.0111708	5.31968	2.93016
49	0.00458134	0.0111708	4.98924	2.78897
49	0.00458134	0.0111708	5.05804	2.72157
49	0.00458134	0.0111708	5.15447	2.91988
50	0.00520149	0.0491556	10.0142	4.61243
50	0.00520149	0.0491556	10.1237	4.70273
50	0.00520149	0.0491556	10.3563	4.89166
50	0.00520149	0.0491556	10.1134	4.85419
50	0.00520149	0.0491556	10.21	4.93615
51	0.00881449	0.0342788	10.972	6.80222
51	0.00881449	0.0342788	10.7592	6.56826
51	0.00881449	0.0342788	10.7287	6.45013
51	0.00881449	0.0342788	10.9897	6.8057
51	0.00881449	0.0342788	10.7763	6.55747
52	0.000469458	0.0549678	2.44703	0.0239724
52	0.000469458	0.0549678	2.31471	0.0129314
52	0.000469458	0.0549678	2.54889	0.0406639
52	0.000469458	0.0549678	2.37648	0.0110534
52	0.000469458	0.0549678	2.43745	0.0202967
53	0.00472976	0.0826224	8.83911	2.42107
53	0.00472976	0.0826224	9.20812	2.70056
53	0.00472976	0.0826224	9.23051	2.7749
53	0.00472976	0.0826224	9.46006	2.83134
53	0.00472976	0.0826224	9.18448	2.62124
54	0.00498291	0.0543645	9.98693	4.41531
54	0.00498291	0.0543645	9.85086	4.32885
54	0.00498291	0.0543645	9.93665	4.22585
54	0.00498291	0.0543645	9.68961	4.11007
54	0.00498291	0.0543645	9.84125	4.18784
55	0.00566782	0.0737381	10.7922	3.98426
55	0.00566782	0.0737381	11.2687	4.37799
55	0.00566782	0.0737381	11.4063	4.45603
55	0.00566782	0.0737381	10.8081	4.12808
55	0.00566782	0.0737381	10.7622	4.12738
56	0.00797193	0.0775366	14.0439	6.6113
56	0.00797193	0.0775366	14.3851	6.7495
56	0.00797193	0.0775366	14.2725	6.66568
56	0.00797193	0.0775366	14.1095	6.66197
56	0.00797193	0.0775366	14.2644	6.82002
57	0.00401064	0.0699019	8.27265	2.43736
57	0.00401064	0.0699019	8.43015	2.43078
57	0.00401064	0.0699019	8.02617	2.20973
57	0.00401064	0.0699019	7.89795	2.13058
57	0.00401064	0.0699019	8.28836	2.36731
58	0.00497576	0.0426654	9.39239	4.45311
58	0.00497576	0.0426654	9.60925	4.67646
58	0.00497576	0.0426654	9.25343	4.46026
58	0.00497576	0.0426654	9.54299	4.59963
58	0.00497576	0.0426654	9.53399	4.68404
59	0.00398573	0.0960016	7.11807	1.23464
59	0.00398573	0.0960016	6.82849	1.16575
59	0.00398573	0.0960016	7.37957	1.31262
59	0.00398573	0.0960016	7.18115	1.38723
59	0.00398573	0.0960016	6.72631	1.04804
60	0.00788818	0.0109985	5.56264	3.3472
60	0.00788818	0.0109985	5.56163	3.33957
60	0.00788818	0.0109985	5.59151	3.4439
60	0.00788818	0.0109985	5.49051	3.27255
60	0.00788818	0.0109985	5.60126	3.44265
61	0.000640526	0.0136423	3.0717	0.547597
61	0.000640526	0.0136423	2.94509	0.432884
61	0.000640526	0.0136423	3.23629	0.531689
61	0.000640526	0.0136423	3.0995	0.524275
61	0.000640526	0.0136423	3.04548	0.530372
62	0.000105407	0.022183	2.03417	0
62	0.000105407	0.022183	2.01062	0.00184291
62	0.000105407	0.022183	2.02735	0.00369617
62	0.000105407	0.022183	2.07515	0.00368915
62	0.000105407	0.022183	2.04815	0.00185353
63	0.000571874	0.085077	2.39703	0.012917
63	0.000571874	0.085077	2.35318	0.0111262
63	0.000571874	0.085077	2.43619	0.0221639
63	0.000571874	0.085077	2.51776	0.0128833
63	0.000571874	0.085077	2.34264	0.00923753
64	0.00298211	0.0102832	4.5358	2.19129
64	0.00298211	0.0102832	4.5665	2.26849
64	0.00298211	0.0102832	4.46911	2.15131
64	0.00298211	0.0102832	4.49862	2.16007
64	0.00298211	0.0102832	4.45928	2.17508
65	0.0012282	0.0794012	3.23111	0.0720901
65	0.0012282	0.0794012	3.2074	0.101558
65	0.0012282	0.0794012	2.97132	0.110801
65	0.0012282	0.0794012	3.08002	0.0738171
65	0.0012282	0.0794012	3.12315	0.109227
66	0.00286958	0.0978737	4.80557	0.39402
66	0.00286958	0.0978737	5.55843	0.636672
66	0.00286958	0.0978737	5.49629	0.57126
66	0.00286958	0.0978737	5.27631	0.501536
66	0.00286958	0.0978737	5.03367	0.484683
67	0.000371057	0.0101155	2.55844	0.237608
67	0.000371057	0.0101155	2.45932	0.221893
67	0.000371057	0.0101155	2.66168	0.283667
67	0.000371057	0.0101155	2.4639	0.171514
67	0.000371057	0.0101155	2.69737	0.206638
68	0.00383121	0.0214906	6.45579	3.43853
68	0.00383121	0.0214906	6.54949	3.50416
68	0.00383121	0.0214906	6.59458	3.40431
68	0.00383121	0.0214906	6.51518	3.28907
68	0.00383121	0.0214906	6.60157	3.4749
69	0.00879085	0.0494142	13.1052	7.55863
69	0.00879085	0.0494142	13.142	7.70085
69	0.00879085	0.0494142	13.2718	7.54654
69	0.00879085	0.0494142	12.9724	7.74233
69	0.00879085	0.0494142	12.7486	7.22517
70	0.00995754	0.0780219	16.3152	8.61649
70	0.00995754	0.0780219	16.4148	8.5903
70	0.00995754	0.0780219	16.1386	8.41815
70	0.00995754	0.0780219	16.4681	8.63049
70	0.00995754	0.0780219	15.9111	8.2351
71	0.00396625	0.0830929	7.65722	1.72427
71	0.00396625	0.0830929	7.26063	1.52729
71	0.00396625	0.0830929	7.82119	1.88418
71	0.00396625	0.0830929	7.36284	1.56389
71	0.00396625	0.0830929	7.84372	1.83292
72	0.00889299	0.0709921	14.7659	7.43846
72	0.00889299	0.0709921	15.1457	7.92868
72	0.00889299	0.0709921	15.0406	7.8621
72	0.00889299	0.0709921	15.0635	7.75605
72	0.00889299	0.0709921	14.6428	7.62045
73	0.00569642	0.0728505	11.0502	4.39063
73	0.00569642	0.0728505	11.5445	4.57214
73	0.00569642	0.0728505	11.1561	4.4103
73	0.00569642	0.0728505	11.3314	4.60432
73	0.00569642	0.0728505	11.4709	4.81765
74	0.00340262	0.0460315	7.3961	2.74649
74	0.00340262	0.0460315	7.42629	2.6694
74	0.00340262	0.0460315	7.21423	2.55619
74	0.00340262	0.0460315	7.63523	2.84273
74	0.00340262	0.0460315	7.34444	2.61111
75	0.00644962	0.0709376	12.341	5.44692
75	0.00644962	0.0709376	12.4439	5.57412
75	0.00644962	0.0709376	12.3736	5.51023
75	0.00644962	0.0709376	12.1291	5.17966
75	0.00644962	0.0709376	12.0321	5.09187
76	0.00420873	0.0509489	9.13366	3.86332
76	0.00420873	0.0509489	8.95599	3.56656
76	0.00420873	0.0509489	8.92242	3.67895
76	0.00420873	0.0509489	8.59352	3.3947
76	0.00420873	0.0509489	8.62639	3.45943
77	0.00890189	0.0774122	14.8616	7.20499
77	0.00890189	0.0774122	15.2455	7.48265
77	0.00890189	0.0774122	15.1944	7.52898
77	0.00890189	0.0774122	15.3283	7.75663
77	0.00890189	0.0774122	15.2215	7.52027
78	0.00148104	0.0914568	3.28133	0.0946004
78	0.00148104	0.0914568	3.11516	0.0833426
78	0.00148104	0.0914568	3.40176	0.140051
78	0.00148104	0.0914568	3.24083	0.0942856
78	0.00148104	0.0914568	3.15324	0.0702364
79	0.00232659	0.0141097	4.77604	2.13723
79	0.00232659	0.0141097	4.79505	2.12315
79	0.00232659	0.0141097	4.89089	2.20053
79	0.00232659	0.0141097	4.68505	2.09352
79	0.00232659	0.0141097	4.76886	2.13285
80	0.00116522	0.0410772	3.27264	0.234287
80	0.00116522	0.0410772	3.4692	0.247932
80	0.00116522	0.0410772	3.88833	0.434903
80	0.00116522	0.0410772	3.30947	0.228239
80	0.00116522	0.0410772	3.81496	0.438905
81	0.0092783	0.015432	6.93493	4.45039
81	0.0092783	0.015432	6.81663	4.3236
81	0.0092783	0.015432	6.93468	4.38932
81	0.0092783	0.015432	6.81902	4.30539
81	0.0092783	0.015432	6.81801	4.38327
82	0.00497185	0.0829885	9.83576	2.98059
82	0.00497185	0.0829885	9.74428	3.05641
82	0.00497185	0.0829885	9.09779	2.63975
82	0.00497185	0.0829885	9.5827	2.83408
82	0.00497185	0.0829885	9.04066	2.44042
83	0.00311576	0.0986545	5.59241	0.63571
83	0.00311576	0.0986545	5.55935	0.559443
83	0.00311576	0.0986545	5.81917	0.695211
83	0.00311576	0.0986545	5.28725	0.498449
83	0.00311576	0.0986545	5.58672	0.54797
84	0.00861108	0.0751037	14.6582	7.17789
84	0.00861108	0.0751037	14.8329	7.31622
84	0.00861108	0.0751037	14.7078	7.14338
84	0.00861108	0.0751037	15.3043	7.6494
84	0.00861108	0.0751037	14.8414	7.46219
85	0.000959353	0.0819313	2.7873	0.0350256
85	0.000959353	0.0819313	2.97459	0.0533147
85	0.000959353	0.0819313	2.90876	0.0551947
85	0.000959353	0.0819313	2.72825	0.0479935
85	0.000959353	0.0819313	2.70225	0.0313145
86	0.000226867	0.0998401	2.03447	0.00184115
86	0.000226867	0.0998401	1.98361	0
86	0.000226867	0.0998401	2.05457	0.00184597
86	0.000226867	0.0998401	2.07278	0.00184904
86	0.000226867	0.0998401	2.00738	0
87	0.00310611	0.020056	5.95743	2.8699
87	0.00310611	0.020056	5.84159	2.91617
87	0.00310611	0.020056	6.00044	3.06961
87	0.00310611	0.020056	6.07837	2.9415
87	0.00310611	0.020056	6.11368	3.0624
88	0.00590222	0.0648159	11.3535	5.00536
88	0.00590222	0.0648159	11.3339	4.82864
88	0.00590222	0.0648159	11.3093	5.04216
88	0.00590222	0.0648159	11.3349	4.83083
88	0.00590222	0.0648159	11.0928	4.82482
89	0.00150281	0.0335365	4.44564	0.97231
89	0.00150281	0.0335365	4.43973	0.877986
89	0.00150281	0.0335365	4.30813	0.820596
89	0.00150281	0.0335365	4.23163	0.757492
89	0.00150281	0.0335365	4.44153	0.922315
90	0.00987262	0.0236901	8.94527	5.77612
90	0.00987262	0.0236901	9.01753	5.82574
90	0.00987262	0.0236901	9.1184	5.81771
90	0.00987262	0.0236901	8.84642	5.68422
90	0.00987262	0.0236901	9.00321	5.82875
91	0.0060153	0.0327294	9.23552	5.13085
91	0.0060153	0.0327294	9.16624	5.30677
91	0.0060153	0.0327294	9.46838	5.36413
91	0.0060153	0.0327294	9.31108	5.26287
91	0.0060153	0.0327294	9.11187	5.14433
92	0.00886625	0.0799765	15.3473	7.64593
92	0.00886625	0.0799765	15.504	7.6108
92	0.00886625	0.0799765	15.5799	7.67909
92	0.00886625	0.0799765	15.7705	7.8732
92	0.00886625	0.0799765	14.9318	7.38842
93	0.00843294	0.0303943	9.82988	6.15015
93	0.00843294	0.0303943	9.95347	6.05037
93	0.00843294	0.0303943	10.1679	6.34202
93	0.00843294	0.0303943	9.80905	5.99749
93	0.00843294	0.0303943	10.0714	6.17521
94	0.00479189	0.030351	8.16979	4.4203
94	0.00479189	0.030351	8.10405	4.30325
94	0.00479189	0.030351	8.07699	4.32175
94	0.00479189	0.030351	8.11425	4.32686
94	0.00479189	0.030351	8.40378	4.55535
95	0.00689707	0.0458263	11.2001	6.12121
95	0.00689707	0.0458263	11.1955	6.01012
95	0.00689707	0.0458263	11.493	6.29779
95	0.00689707	0.0458263	11.2315	6.1568
95	0.00689707	0.0458263	11.445	6.26928
96	0.00266565	0.024014	5.99198	2.58278
96	0.00266565	0.024014	5.80814	2.52688
96	0.00266565	0.024014	5.93809	2.51007
96	0.00266565	0.024014	6.09839	2.80331
96	0.00266565	0.024014	6.05191	2.71401
97	0.00342	0.0276866	6.98381	3.40113
97	0.00342	0.0276866	6.86557	3.25104
97	0.00342	0.0276866	6.91053	3.21754
97	0.00342	0.0276866	6.71718	3.31042
97	0.00342	0.0276866	7.01484	3.3321
98	0.00733112	0.0458562	11.6184	6.45529
98	0.00733112	0.0458562	11.463	6.37327
98	0.00733112	0.0458562	11.4386	6.30481
98	0.00733112	0.0458562	11.5497	6.35325
98	0.00733112	0.0458562	11.5966	6.43577
99	0.00501532	0.0799808	9.90484	3.12
99	0.00501532	0.0799808	9.1557	2.72511
99	0.00501532	0.0799808	9.29709	2.85894
99	0.00501532	0.0799808	9.97527	3.27527
99	0.00501532	0.0799808	10.0106	3.28995
100	0.00087468	0.0964519	2.63987	0.0239486
100	0.00087468	0.0964519	2.76888	0.0296137
100	0.00087468	0.0964519	2.64084	0.0202716
100	0.00087468	0.0964519	2.60964	0.0239248
100	0.00087468	0.0964519	2.5911	0.0239746
101	0.00548058	0.0170871	6.52908	3.91448
101	0.00548058	0.0170871	6.69049	3.98689
101	0.00548058	0.0170871	6.63166	3.89728
101	0.00548058	0.0170871	6.62719	3.87897
101	0.00548058	0.0170871	6.64969	3.89867
102	0.00413087	0.0543565	8.52909	3.17949
102	0.00413087	0.0543565	8.75352	3.22604
102	0.00413087	0.0543565	8.34346	3.09658
102	0.00413087	0.0543565	8.81383	3.48647
102	0.00413087	0.0543565	9	3.43785
103	0.000755549	0.0251492	2.90616	0.260667
103	0.000755549	0.0251492	3.41706	0.460915
103	0.000755549	0.0251492	3.23231	0.334888
103	0.000755549	0.0251492	3.19353	0.391346
103	0.000755549	0.0251492	2.98253	0.233126
104	0.00568362	0.0201405	7.15182	4.15928
104	0.00568362	0.0201405	7.24787	4.1877
104	0.00568362	0.0201405	7.15419	4.12792
104	0.00568362	0.0201405	7.1183	4.12384
104	0.00568362	0.0201405	7.28375	4.27916
105	0.00905731	0.0929351	15.535	6.93749
105	0.00905731	0.0929351	15.7633	7.1859
105	0.00905731	0.0929351	15.9691	7.48355
105	0.00905731	0.0929351	16.4619	7.67021
105	0.00905731	0.0929351	15.6405	7.32655
106	0.00425886	0.0105883	4.97843	2.64011
106	0.00425886	0.0105883	4.94351	2.67851
106	0.00425886	0.0105883	4.83722	2.64957
106	0.00425886	0.0105883	4.91876	2.74986
106	0.00425886	0.0105883	4.70564	2.48052
107	0.00355956	0.0746606	6.3209	1.17697
107	0.00355956	0.0746606	7.08592	1.64016
107	0.00355956	0.0746606	7.15498	1.59963
107	0.00355956	0.0746606	7.4085	1.66931
107	0.00355956	0.0746606	7.11582	1.60078
108	0.000787372	0.0794907	2.5037	0.016642
108	0.000787372	0.0794907	2.60625	0.0277654
108	0.000787372	0.0794907	2.73472	0.0221435
108	0.000787372	0.0794907	2.52043	0.0239866
108	0.000787372	0.0794907	2.69286	0.0425091
109	0.00718355	0.0370601	10.9858	6.40855
109	0.00718355	0.0370601	10.5398	6.02592
109	0.00718355	0.0370601	10.1749	5.75586
109	0.00718355	0.0370601	10.6838	6.14368
109	0.00718355	0.0370601	10.4071	5.99834
110	0.000778711	0.0921857	2.44621	0.0129625
110	0.000778711	0.0921857	2.49646	0.01103
110	0.000778711	0.0921857	2.62086	0.0203741
110	0.000778711	0.0921857	2.49949	0.0185147
110	0.000778711	0.0921857	2.67269	0.0296143
111	0.00483518	0.0175189	6.3798	3.6754
111	0.00483518	0.0175189	6.36354	3.50602
111	0.00483518	0.0175189	6.31558	3.62975
111	0.00483518	0.0175189	6.31944	3.62953
111	0.00483518	0.0175189	6.42105	3.6639
112	0.00635907	0.0221823	7.75154	4.65129
112	0.00635907	0.0221823	7.80729	4.71089
112	0.00635907	0.0221823	7.7931	4.51929
112	0.00635907	0.0221823	7.9158	4.78432
112	0.00635907	0.0221823	7.66342	4.52367
113	0.00251179	0.0949547	5.01603	0.457008
113	0.00251179	0.0949547	5.00564	0.410207
113	0.00251179	0.0949547	4.73707	0.462198
113	0.00251179	0.0949547	4.83487	0.463365
113	0.00251179	0.0949547	5.03685	0.545321
114	0.00585136	0.0835984	11.1101	4.03029
114	0.00585136	0.0835984	10.9839	3.76691
114	0.00585136	0.0835984	11.0084	3.85607
114	0.00585136	0.0835984	11.1624	4.02313
114	0.00585136	0.0835984	11.0416	3.90955
115	0.00036179	0.0479708	2.23406	0.00921642
115	0.00036179	0.0479708	2.23269	0.00738689
115	0.00036179	0.0479708	2.39181	0.0221464
115	0.00036179	0.0479708	2.18741	0.0129323
115	0.00036179	0.0479708	2.23327	0.00924368
116	0.000407032	0.0133848	2.50351	0.130987
