X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316
11,29270,28907,4363,4558,4981,5544,1377,603,903,717,0,492,2094,1816,2042,2464,3034,2274,3562,2880,3111,2861,3366,3213,4084,3573,4040,4290,3967,4581,4720,4420,3854,4155,4468,4823,4376,1244,353,27822,28016,28135,28309,28802,17390,17761,18274,18391,18616,19105,18608,19343,19047,19382,19847,19460,23391,28759,17195,18001,16265,22699,16924,22027,15238,15198,15644,15370,16061,15282,15959,15614,4919,6149,5807,7014,6681,6426,6142,6654,12863,3232,3120,4116,3776,2886,3437,3597,3894,4459,3640,2914,5788,4082,5883,2084,1804,7864,8175,7728,6138,5401,4848,2569,2948,2371,2538,2919,3223,2880,3421,4283,3799,4726,2536,5579,4663,4536,2225,4702,3372,5496,2207,7169,8010,7776,7620,7438,10071,8737,8202,7850,8427,8633,9618,7996,8695,8876,9436,9691,10378,9973,10926,10109,14777,14532,14597,14298,14749,15696,14031,18746,17760,18501,25226,24924,24307,25557,25344,25465,25212,26085,27230,27671,31380,30241,30490,30966,31639,31865,31632,30212,26644,24244,24539,21387,21697,20213,20311,3949,3293,2876,3306,3765,2941,9065,8764,8707,9300,12861,13816,13232,13485,13855,14928,14028,14517,14337,14720,15426,15004,19173,18860,19159,4317,4314,4185,4425,4455,4576,4022,3756,3629,4794,3233,3935,3125,4362,3853,3401,3666,3293,3979,3500,4608,4746,4259,3598,3743,3719,4256,5070,5142,4703,4148,5305,5075,5658,5488,4859,5977,4505,5901,5314,6240,4736,5533,6954,4828,6094,5852,6331,5053,5885,6233,6791,6645,7806,6123,5800,7369,6529,6127,6743,7824,6381,6501,6412,7854,7168,5178,5522,5602,4990,5462,5348,5046,4889,4870,2876,2539,2101,1227,11511,10598,10491,10775,2273,1897,2716,2111,1116,1269,991,1145,852,2080,2369,864,831,1646,754,538,881,1794,1254,1949,1141,1519,1362,1337,1769,2201,1689,2076,1902
12,28778,28416,3871,4066,4489,5052,885,1095,1394,413,492,0,1791,1512,1550,1973,2542,1782,3071,2388,2619,2369,2874,2721,3592,3082,3548,3798,3476,4090,4229,3928,3362,3664,3976,4331,3884,941,311,27330,27524,27644,27817,28311,16899,17270,17782,17900,18125,18613,18117,18851,18556,18891,19355,18968,22899,28268,16703,17509,15774,22208,16432,21536,14746,14707,15153,14878,15570,14790,15468,15123,4428,5657,5315,6522,6190,5935,5651,6162,12372,2740,2628,3624,3285,2395,2946,3106,3402,3967,3944,3218,6091,4385,6186,2576,2296,8167,8479,8032,6442,5705,5151,3060,3440,2862,3030,3411,3715,3371,3118,3980,3496,4423,2233,5276,4360,4233,1922,4399,3069,5193,1903,6677,7518,7284,7128,6946,9579,8245,7710,7358,7935,8141,9126,7505,8203,8385,8944,9199,9886,9481,10434,9618,14285,14040,14105,13806,14258,15205,13540,18254,17268,18009,24735,24433,23815,25065,24852,24973,24720,25593,26738,27180,30889,29749,29998,30474,31147,31373,31141,29720,26152,23752,24047,20895,21205,19722,19820,3457,2802,3180,3610,4068,2756,9369,9068,9011,9604,12370,13324,12740,12994,13364,14436,13536,14025,13846,14228,14934,14512,18682,18368,18667,4014,4011,3881,4121,4152,4272,3718,3453,3325,4383,2742,3486,2633,4058,3361,2967,3175,2801,3487,3008,4116,4255,3767,3107,3251,3227,3765,4579,4651,4211,3657,4813,4584,5166,4996,4367,5485,4013,5409,4823,5748,4244,5041,6462,4337,5602,5361,5839,4562,5394,5741,6299,6153,7315,5632,5309,6877,6038,5636,6252,7332,5889,6010,5920,7362,7471,4875,5218,5299,4687,5159,5044,4742,4586,4566,2572,2235,1798,923,11019,10106,9999,10284,2765,2388,3208,2603,1582,1761,1080,1637,1210,2571,2861,1356,907,2138,1246,937,1372,2285,1746,2441,1632,2010,1854,1641,2073,2504,1992,2379,2205
13,27740,27377,2833,3027,3450,4014,974,2570,2759,1378,2094,1791,0,278,511,934,1503,938,2032,1349,1580,1331,1836,1683,2553,2043,2510,2760,2437,3051,3190,2890,2323,2625,2938,3293,2846,1547,1742,26292,26485,26605,26778,27272,15860,16231,16744,16861,17086,17575,17078,17813,17517,17852,18316,17930,21861,27229,15665,16471,14735,21169,15394,20497,13707,13668,14114,13840,14531,13751,14429,14084,3389,4618,4277,5484,5151,4896,4612,5123,11333,1723,1590,2585,2833,1897,1970,2067,2364,2929,5734,5009,7882,6176,7977,3614,3335,9958,10270,9823,8233,7496,6942,4099,4478,3901,4068,4449,4753,4410,1327,2189,1705,2632,442,3485,2569,2442,232,2608,1278,3402,596,5638,6479,6245,6090,5908,8541,7207,6672,6319,6896,7103,8087,6466,7165,7346,7906,8161,8848,8442,9396,8579,13246,13001,13067,12768,13219,14166,12501,17216,16230,16971,23696,23394,22777,24027,23814,23934,23682,24555,25699,26141,29850,28711,28959,29436,30108,30335,30102,28682,25113,22714,23008,19857,20167,18683,18781,3723,4263,4971,5401,5859,4546,11159,10858,10802,11394,11331,12285,11702,11955,12325,13397,12498,12987,12807,13190,13896,13474,17643,17329,17628,2223,2220,2300,2330,2487,2596,2098,2115,2092,3263,1703,2405,1595,2800,2323,1871,2136,1763,2448,1970,3078,3216,2729,2068,2213,2189,2726,3540,3612,3173,2618,3775,3545,4127,3958,3328,4447,2974,4371,3784,4710,3206,4003,5423,3298,4564,4322,4801,3523,4355,4703,5260,5115,6276,4593,4270,5838,4999,4597,5213,6293,4851,4971,4881,6324,9262,3084,3428,3508,2896,3368,3254,2952,2795,2775,1035,1188,1424,1806,9981,9068,8960,9245,3804,3427,4246,3642,2621,2800,2118,2675,2249,3610,3899,2395,1945,3177,2285,1976,2411,3324,2784,3479,2848,3494,3191,3431,3864,4295,3783,4170,3996
14,27598,27235,2691,2885,3308,3872,695,2292,2575,1466,1816,1512,278,0,369,792,1361,659,1890,1207,1438,1189,1694,1541,2411,1901,2368,2618,2295,2909,3048,2748,2182,2483,2796,3151,2704,1689,1492,26150,26343,26463,26636,27130,15718,16089,16602,16719,16944,17433,16936,17671,17375,17710,18174,17788,21719,27087,15523,16329,14593,21027,15252,20355,13565,13526,13972,13698,14389,13609,14287,13942,3247,4476,4135,5342,5009,4754,4470,4981,11191,1559,1448,2443,2555,1619,1765,1925,2222,2787,5456,4730,7604,5898,7698,3756,3477,9680,9991,9544,7954,7217,6663,4241,4620,4043,4210,4591,4895,4552,1605,2467,1983,2911,721,3763,2847,2720,409,2886,1557,3681,454,5496,6337,6103,5948,5766,8399,7065,6530,6177,6755,6961,7945,6324,7023,7204,7764,8019,8706,8300,9254,8437,13104,12859,12925,12626,13077,14024,12359,17074,16088,16829,23554,23252,22635,23885,23672,23793,23540,24413,25557,25999,29708,28569,28818,29294,29966,30193,29960,28540,24971,22572,22866,19715,20025,18541,18639,3445,3984,4692,5122,5581,4268,10881,10580,10523,11116,11189,12143,11560,11813,12183,13255,12356,12845,12665,13048,13754,13332,17501,17188,17486,2501,2499,2369,2609,2639,2760,2206,1973,1950,3121,1561,2263,1453,2658,2181,1729,1994,1621,2306,1828,2936,3074,2587,1926,2071,2047,2584,3398,3470,3031,2476,3633,3403,3985,3816,3186,4305,2832,4229,3642,4568,3064,3861,5281,3156,4422,4180,4659,3381,4213,4561,5118,4973,6134,4451,4128,5696,4857,4455,5071,6151,4709,4829,4739,6182,8984,3363,3706,3786,3175,3646,3532,3230,3073,3054,1177,1330,1566,1948,9839,8926,8818,9103,3946,3569,4388,3784,2763,2942,2260,2817,2391,3752,4041,2537,2087,3319,2427,2117,2553,3466,2926,3621,2813,3215,3034,3153,3585,4017,3505,3892,3717
15,27228,26866,2321,2516,2939,3502,665,2645,2944,1836,2042,1550,511,369,0,423,992,581,1521,838,1069,819,1324,1171,2042,1532,1999,2249,1926,2540,2679,2378,1812,2114,2427,2782,2334,2059,1861,25780,25974,26094,26267,26761,15349,15720,16232,16350,16575,17063,16567,17301,17006,17341,17805,17418,21349,26718,15153,15959,14224,20658,14883,19986,13196,13157,13603,13328,14020,13240,13918,13573,2878,4107,3765,4973,4640,4385,4101,4612,10822,1365,1078,2074,2476,1540,1613,1556,1852,2417,5377,4652,7525,5819,7620,4126,3846,9601,9912,9465,7875,7139,6585,4610,4990,4412,4580,4961,5265,4921,1684,2546,2062,2989,799,3842,2926,2799,744,2965,1635,3759,470,5127,5968,5734,5579,5396,8030,6696,6160,5808,6385,6591,7576,5955,6653,6835,7395,7649,8337,7931,8884,8068,12735,12490,12555,12256,12708,13655,11990,16704,15718,16459,23185,22883,22265,23515,23302,23423,23170,24044,25188,25630,29339,28199,28448,28924,29597,29823,29591,28170,24602,22203,22497,19345,19655,18172,18270,3366,3905,4613,5043,5502,4189,10802,10501,10444,11037,10820,11774,11190,11444,11814,12886,11986,12475,12296,12678,13384,12962,17132,16818,17117,2580,2577,2448,2688,2718,2839,2285,2019,1892,2950,1222,2053,1083,2625,1811,1534,1630,1251,1937,1458,2566,2705,2256,1557,1701,1677,2215,3029,3101,2661,2107,3264,3034,3616,3447,2817,3935,2463,3859,3273,4198,2694,3491,4912,2787,4052,3811,4289,3012,3844,4192,4749,4603,5765,4082,3759,5327,4488,4086,4702,5782,4340,4460,4370,5812,8905,3441,3785,3865,3253,3725,3611,3309,3152,3132,1547,1699,1936,2318,9469,8557,8449,8734,4315,3938,4758,4153,3132,3311,2629,3187,2760,4121,4411,2906,2457,3688,2796,2487,2922,3835,3296,3991,3182,3560,3404,3074,3506,3938,3426,3813,3639
16,26806,26443,1899,2093,2516,3080,1088,3068,3367,2258,2464,1973,934,792,423,0,569,691,1098,415,646,397,902,749,1619,1109,1576,1826,1503,2117,2256,1956,1389,1691,2004,2359,1912,2481,2284,25358,25551,25671,25844,26338,14926,15297,15810,15927,16152,16641,16144,16879,16583,16918,17382,16996,20927,26295,14731,15537,13801,20235,14460,19563,12773,12734,13180,12906,13597,12817,13495,13150,2455,3684,3342,4550,4217,3962,3678,4189,10399,1475,1013,2157,2586,1650,1723,1536,1771,2117,5487,4761,7635,5929,7730,4549,4269,9711,10022,9575,7985,7248,6695,5033,5412,4835,5002,5383,5687,5344,1574,2436,1952,2879,867,3732,2816,2689,1166,2855,1525,3650,360,4704,5545,5311,5156,4974,7607,6273,5738,5385,5962,6169,7153,5532,6231,6412,6972,7227,7914,7508,8462,7645,12312,12067,12133,11834,12285,13232,11567,16281,15296,16036,22762,22460,21843,23093,22880,23000,22748,23621,24765,25207,28916,27777,28025,28502,29174,29401,29168,27748,24179,21780,22074,18923,19233,17749,17847,3476,4015,4723,5153,5612,4299,10912,10611,10554,11147,10397,11351,10768,11021,11391,12463,11564,12053,11873,12256,12962,12540,16709,16395,16694,2470,2467,2338,2578,2608,2729,2175,1909,1782,2840,1112,1943,973,2515,1672,1424,1520,911,1622,1171,2179,2467,2146,1134,1279,1255,1792,2606,2883,2239,1684,2841,2611,3193,3024,2394,3513,2040,3437,2850,3776,2272,3069,4489,2364,3630,3388,3867,2589,3421,3769,4326,4181,5342,3659,3336,4904,4065,3663,4279,5359,3917,4037,3947,5390,9015,3331,3675,3755,3143,3615,3501,3199,3042,3023,1969,2122,2358,2740,9047,8134,8026,8311,4738,4361,5180,4576,3555,3734,3052,3610,3183,4544,4833,3329,2879,4111,3219,2910,3345,4258,3718,4413,3605,3983,3827,3435,3895,4048,3536,3923,3749
17,26236,25874,1373,1524,1947,2510,1657,3637,3936,2828,3034,2542,1503,1361,992,569,0,1085,529,336,322,640,769,996,1050,694,1007,1257,934,1548,1687,1386,1163,1141,1435,1790,1343,3051,2853,24789,24982,25102,25275,25769,14357,14728,15240,15358,15583,16071,15575,16309,16014,16349,16813,16426,20358,25726,14162,14968,13232,19666,13891,18994,12204,12165,12611,12336,13028,12248,12926,12581,1886,3115,2773,3981,3648,3393,3109,3620,9830,1870,1407,2551,2980,2045,2118,1931,2166,2511,5882,5156,8030,6324,8124,5118,4838,10106,10417,9970,8380,7643,7089,5602,5982,5404,5571,5953,6257,5913,1572,2042,1557,2485,1436,3337,2422,2295,1736,2461,1131,3255,908,4135,4976,4742,4587,4405,7038,5704,5169,4816,5393,5600,6584,4963,5662,5843,6403,6658,7345,6939,7893,7076,11743,11498,11563,11265,11716,12663,10998,15712,14726,15467,22193,21891,21273,22524,22311,22431,22178,23052,24196,24638,28347,27207,27456,27932,28605,28831,28599,27179,23610,21211,21505,18353,18663,17180,17278,3871,4410,5118,5548,6006,4694,11307,11006,10949,11542,9828,10782,10198,10452,10822,11894,10994,11483,11304,11687,12393,11970,16140,15826,16125,2075,2073,1943,2183,2214,2334,1780,1514,1387,2445,717,1548,578,2120,1277,1029,1126,516,1228,776,1784,2072,1751,654,870,685,1299,2037,2488,1669,1115,2272,2042,2624,2455,1825,2943,1471,2867,2281,3207,1703,2499,3920,1795,3060,2819,3297,2020,2852,3200,3757,3612,4773,3090,2767,4335,3496,3094,3710,4790,3348,3468,3378,4820,9409,2937,3280,3360,2749,3221,3106,2804,2647,2628,2539,2691,2928,3309,8477,7565,7457,7742,5307,4930,5750,5145,4124,4303,3621,4179,3752,5113,5403,3898,3449,4680,3788,3479,3914,4827,4288,4982,4174,4552,4396,4004,4464,4442,4014,4318,4143
18,26996,26634,2090,2284,2707,3270,897,2877,3176,2068,2274,1782,938,659,581,691,1085,0,1289,749,837,587,1092,939,1810,1300,1767,2017,1694,2308,2447,2146,1580,1882,2195,2550,2102,2291,2093,25548,25742,25862,26035,26529,15117,15488,16000,16118,16343,16831,16335,17069,16774,17109,17573,17186,21118,26486,14921,15728,13992,20426,14651,19754,12964,12925,13371,13096,13788,13008,13686,13341,2646,3875,3533,4741,4408,4153,3869,4380,10590,958,846,1842,1895,959,1164,1324,1620,2185,4797,4071,6944,5238,7039,4358,4078,9020,9332,8885,7295,6558,6004,4842,5222,4644,4812,5193,5497,5153,2265,3127,2643,3570,1380,4423,3507,3380,1069,3546,2216,4340,1050,4895,5736,5502,5347,5165,7798,6464,5928,5576,6153,6360,7344,5723,6422,6603,7163,7418,8105,7699,8652,7836,12503,12258,12323,12025,12476,13423,11758,16472,15486,16227,22953,22651,22033,23284,23071,23191,22938,23812,24956,25398,29107,27967,28216,28692,29365,29591,29359,27939,24370,21971,22265,19113,19423,17940,18038,2785,3325,4033,4463,4921,3609,10222,9921,9864,10457,10588,11542,10958,11212,11582,12654,11754,12243,12064,12447,13153,12730,16900,16586,16885,3161,3158,3028,3268,3299,3419,2866,2600,2472,3530,1802,2633,1664,3205,2362,2114,2211,1601,2313,1861,2870,3157,2836,1739,1955,1726,2384,2961,3573,2637,2053,3032,2802,3384,3215,2585,3703,2231,3627,3041,3967,2463,3259,4680,2555,3820,3579,4057,2780,3612,3960,4517,4372,5533,3850,3527,5095,4256,3854,4470,5550,4108,4228,4138,5580,8324,4022,4366,4446,3834,4306,4192,3890,3733,3713,1779,1931,2168,2549,9237,8325,8217,8502,4547,4170,4990,4385,3364,3543,2861,3419,2992,4353,4643,3138,2689,3920,3028,2719,3154,4067,3528,4222,3414,3792,3636,3244,3704,3659,3254,3392,3058
19,25708,25345,1194,995,1418,1982,2186,4166,4465,3356,3562,3071,2032,1890,1521,1098,529,1289,0,683,452,701,590,817,521,516,478,728,659,1019,1158,858,985,962,906,1261,814,3579,3382,24260,24453,24573,24746,25240,13828,14199,14712,14829,15054,15543,15046,15781,15485,15820,16284,15898,19829,25197,13633,14439,12703,19137,13362,18465,11675,11636,12082,11808,12499,11719,12397,12052,1357,2586,2245,3452,3119,2864,2580,3091,9301,1691,1229,2373,2802,1866,1939,1752,1987,2332,5703,5075,7851,6145,7945,5646,5367,9927,10238,9791,8201,7464,6911,6131,6510,5933,6100,6481,6785,6442,2100,2220,1736,2663,1965,3516,2600,2473,2264,2639,1605,3434,1436,3606,4447,4213,4058,3876,6509,5175,4640,4287,4865,5071,6055,4434,5133,5314,5874,6129,6816,6410,7364,6547,11214,10969,11035,10736,11187,12134,10469,15184,14198,14939,21664,21362,20745,21995,21782,21902,21650,22523,23667,24109,27818,26679,26927,27404,28076,28303,28070,26650,23081,20682,20976,17825,18135,16651,16749,3692,4231,4939,5369,5828,4515,11128,10827,10770,11363,9299,10253,9670,9923,10293,11365,10466,10955,10775,11158,11864,11442,15611,15297,15596,2254,2251,2122,2362,2392,2513,1959,1693,1566,2624,896,1727,757,2299,1456,1208,1304,695,1406,955,1963,2251,1930,832,1049,819,1478,2055,2667,1731,1146,1743,1669,2236,2012,1296,2415,942,2339,1752,2678,1174,1971,3391,1266,2532,2290,2769,1491,2323,2671,3228,3083,4244,2561,2238,3806,2967,2565,3181,4261,2819,2939,2849,4292,9231,3116,3459,3539,2928,3399,3285,2983,2826,2807,3067,3220,3456,3838,7949,7036,6928,7213,5836,5459,6278,5674,4653,4832,4150,4707,4281,5642,5931,4427,3977,5209,4317,4007,4443,5356,4816,5511,4703,5081,4925,4533,4993,4947,4542,4681,4102
20,26390,26028,1484,1678,2101,2664,1503,3483,3782,2674,2880,2388,1349,1207,838,415,336,749,683,0,231,304,486,660,1204,694,1161,1411,1088,1702,1841,1540,974,1276,1589,1944,1497,2897,2699,24942,25136,25256,25429,25923,14511,14882,15394,15512,15737,16225,15729,16463,16168,16503,16967,16580,20512,25880,14316,15122,13386,19820,14045,19148,12358,12319,12765,12490,13182,12402,13080,12735,2040,3269,2927,4135,3802,3547,3263,3774,9984,1534,1071,2215,2644,1709,1782,1595,1830,2175,5546,4820,7694,5988,7788,4964,4684,9770,10081,9634,8044,7307,6753,5448,5828,5250,5417,5799,6103,5759,1516,2378,1893,2821,1282,3673,2758,2631,1582,2797,1467,3591,754,4289,5130,4896,4741,4559,7192,5858,5323,4970,5547,5754,6738,5117,5816,5997,6557,6812,7499,7093,8046,7230,11897,11652,11717,11419,11870,12817,11152,15866,14880,15621,22347,22045,21427,22678,22465,22585,22332,23206,24350,24792,28501,27361,27610,28086,28759,28985,28753,27333,23764,21365,21659,18507,18817,17334,17432,3534,4074,4782,5212,5670,4358,10971,10670,10613,11206,9982,10936,10352,10606,10976,12048,11148,11637,11458,11841,12547,12124,16294,15980,16279,2411,2409,2279,2519,2550,2670,2116,1851,1723,2781,1053,1884,915,2456,1613,1365,1462,852,1564,1112,2120,2408,2087,990,1206,976,1635,2212,2824,1888,1303,2426,2196,2778,2609,1979,3097,1625,3021,2435,3361,1857,2653,4074,1949,3214,2973,3451,2174,3006,3354,3911,3766,4927,3244,2921,4489,3650,3248,3864,4944,3502,3622,3532,4974,9073,3273,3616,3696,3085,3557,3442,3140,2983,2964,2385,2537,2774,3155,8631,7719,7611,7896,5153,4776,5596,4991,3970,4149,3467,4025,3598,4959,5249,3744,3295,4526,3634,3325,3760,4673,4134,4828,4020,4398,4242,3850,4310,4265,3860,3998,3807
21,26159,25797,1252,1447,1870,2433,1734,3714,4013,2905,3111,2619,1580,1438,1069,646,322,837,452,231,0,318,446,674,973,463,929,1179,857,1471,1610,1309,841,1045,1357,1712,1265,3128,2931,24711,24905,25025,25198,25692,14280,14650,15163,15281,15505,15994,15497,16232,15937,16272,16736,16349,20280,25649,14084,14890,13155,19589,13813,18917,12127,12087,12534,12259,12951,12171,12848,12504,1808,3038,2696,3903,3571,3316,3032,3543,9753,1548,1085,2229,2658,1723,1796,1609,1844,2189,5560,4834,7708,6002,7802,5195,4915,9784,10095,9648,8058,7321,6767,5679,6059,5482,5649,6030,6334,5990,1649,2364,1880,2807,1514,3660,2744,2617,1813,2783,1453,3577,985,4058,4899,4665,4509,4327,6960,5626,5091,4739,5316,5522,6507,4885,5584,5766,6325,6580,7267,6862,7815,6998,11666,11421,11486,11187,11639,12586,10921,15635,14649,15390,22116,21813,21196,22446,22233,22354,22101,22974,24119,24561,28270,27130,27379,27855,28528,28754,28522,27101,23533,21133,21428,18276,18586,17103,17201,3548,4088,4796,5226,5684,4372,10985,10684,10627,11220,9751,10705,10121,10375,10745,11817,10917,11406,11226,11609,12315,11893,16063,15749,16048,2397,2395,2265,2505,2536,2656,2102,1837,1709,2767,1039,1870,901,2442,1599,1351,1448,838,1550,1098,2106,2394,2073,976,1192,962,1621,2198,2810,1874,1289,2194,1965,2547,2377,1748,2866,1394,2790,2204,3129,1625,2422,3843,1718,2983,2742,3220,1943,2775,3122,3680,3534,4695,3013,2690,4258,3418,3017,3633,4713,3270,3391,3301,4743,9087,3259,3602,3683,3071,3543,3428,3126,2970,2950,2616,2769,3005,3387,8400,7487,7380,7665,5384,5007,5827,5222,4201,4380,3699,4256,3830,5191,5480,3975,3526,4757,3865,3556,3991,4904,4365,5060,4251,4629,4473,4081,4541,4496,4091,4229,3821
22,26409,26047,1502,1697,2120,2683,1484,3464,3763,2655,2861,2369,1331,1189,819,397,640,587,701,304,318,0,505,356,1223,713,1179,1429,1107,1721,1860,1559,993,1295,1607,1962,1515,2878,2681,24961,25155,25275,25448,25942,14530,14900,15413,15531,15755,16244,15747,16482,16186,16521,16986,16599,20530,25898,14334,15140,13404,19838,14063,19166,12377,12337,12784,12509,13201,12421,13098,12754,2058,3288,2946,4153,3820,3566,3282,3793,10003,1230,767,1911,2340,1405,1478,1291,1526,1871,5242,4516,7390,5684,7484,4945,4665,9466,9777,9330,7740,7003,6449,5429,5809,5232,5399,5780,6084,5740,1819,2682,2197,3125,1264,3977,3062,2935,1563,3101,1771,3895,735,4308,5149,4915,4759,4577,7210,5876,5341,4989,5566,5772,6757,5135,5834,6016,6575,6830,7517,7112,8065,7248,11916,11671,11736,11437,11888,12836,11171,15885,14899,15640,22366,22063,21446,22696,22483,22604,22351,23224,24369,24811,28520,27380,27629,28105,28778,29004,28772,27351,23783,21383,21678,18526,18836,17353,17451,3231,3770,4478,4908,5366,4054,10667,10366,10309,10902,10001,10955,10371,10625,10994,12067,11167,11656,11476,11859,12565,12143,16313,15999,16298,2715,2713,2583,2823,2854,2974,2420,2155,2027,3085,1357,2188,1219,2760,1917,1669,1766,1156,1868,1416,2424,2712,2391,1294,1510,1280,1939,2516,3128,2192,1607,2444,2215,2797,2627,1998,3116,1644,3040,2454,3379,1875,2672,4093,1968,3233,2992,3470,2192,3024,3372,3930,3784,4945,3263,2940,4508,3668,3267,3882,4963,3520,3641,3551,4993,8769,3577,3920,4000,3389,3861,3746,3444,3287,3268,2366,2519,2755,3137,8650,7737,7630,7915,5134,4757,5577,4972,3951,4130,3449,4006,3580,4941,5230,3725,3276,4507,3615,3306,3741,4654,4115,4810,4001,4379,4223,3832,4291,4246,3841,3979,3503
23,25904,25541,997,1192,1615,2178,1989,3969,4269,3160,3366,2874,1836,1694,1324,902,769,1092,590,486,446,505,0,227,718,207,674,924,601,1215,1354,1054,488,789,1102,1457,1010,3383,3186,24456,24650,24769,24943,25436,14024,14395,14908,15025,15250,15739,15242,15977,15681,16016,16481,16094,20025,25393,13829,14635,12899,19333,13558,18661,11871,11832,12278,12004,12695,11916,12593,12248,1553,2783,2441,3648,3315,3060,2776,3288,9497,1101,639,1783,2212,1276,1349,1162,1397,1743,5113,4879,7261,5652,7356,5450,5170,9337,9648,9201,7612,6875,6321,5935,6314,5737,5904,6285,6589,6246,1948,2810,2326,3253,1769,4106,3190,3063,2068,3229,1899,4023,1240,3803,4644,4409,4254,4072,6705,5371,4836,4484,5061,5267,6252,4630,5329,5510,6070,6325,7012,6607,7560,6743,11411,11166,11231,10932,11383,12330,10665,15380,14394,15135,21860,21558,20941,22191,21978,22099,21846,22719,23864,24305,28014,26875,27124,27600,28273,28499,28266,26846,23277,20878,21173,18021,18331,16847,16945,3102,3641,4350,4780,5238,3925,10538,10237,10180,10773,9495,10450,9866,10119,10489,11562,10662,11151,10971,11354,12060,11638,15807,15494,15793,2844,2841,2712,2951,2982,3103,2549,2283,2156,3214,1486,2317,1347,2889,2046,1798,1894,1284,1996,1545,2553,2840,2520,1422,1639,1409,2067,2645,3257,2320,1736,2309,2259,2826,2602,1884,2895,1277,2659,1948,2874,1370,2167,3588,1462,2728,2486,2965,1687,2519,2867,3425,3279,4440,2757,2434,4003,3163,2761,3377,4458,3015,3135,3046,4488,8641,3705,4049,4129,3517,3989,3875,3573,3416,3396,2871,3024,3260,3642,8145,7232,7124,7409,5639,5263,6082,5477,4456,4635,3954,4511,4085,5446,5735,4230,3781,5012,4120,3811,4247,5160,4620,5315,4507,4885,4728,4337,4797,4751,4346,4484,3906
24,26057,25694,1150,1345,1768,2331,1836,3816,4116,3007,3213,2721,1683,1541,1171,749,996,939,817,660,674,356,227,0,871,360,827,1077,754,1368,1507,1207,641,942,1255,1610,1163,3230,3033,24609,24803,24922,25096,25589,14177,14548,15061,15178,15403,15892,15395,16130,15834,16169,16634,16247,20178,25546,13982,14788,13052,19486,13711,18814,12024,11985,12431,12157,12848,12069,12746,12401,1706,2936,2594,3801,3468,3213,2929,3441,9650,874,411,1555,1984,1049,1122,935,1170,1515,4886,4726,7034,5499,7128,5297,5017,9110,9421,8974,7413,6647,6093,5782,6161,5584,5751,6132,6436,6093,2175,3038,2553,3481,1616,4333,3418,3291,1915,3457,2127,4251,1087,3956,4797,4562,4407,4225,6858,5524,4989,4637,5214,5420,6405,4783,5482,5663,6223,6478,7165,6760,7713,6896,11564,11319,11384,11085,11536,12483,10818,15533,14547,15288,22013,21711,21094,22344,22131,22252,21999,22872,24017,24458,28167,27028,27277,27753,28426,28652,28419,26999,23430,21031,21326,18174,18484,17000,17098,2875,3414,4122,4552,5011,3698,10311,10010,9953,10546,9648,10603,10019,10272,10642,11715,10815,11304,11124,11507,12213,11791,15960,15647,15946,3071,3069,2939,3179,3210,3330,2776,2510,2383,3441,1713,2544,1574,3116,2273,2025,2122,1512,2224,1772,2780,3068,2747,1650,1866,1636,2295,2872,3484,2548,1963,2537,2486,3053,2829,2111,3122,1505,2887,2101,3027,1525,2320,3741,1615,2881,2639,3118,1840,2672,3020,3578,3432,4593,2910,2587,4156,3316,2914,3530,4611,3168,3288,3199,4641,8413,3933,4276,4356,3745,4217,4102,3800,3643,3624,2718,2871,3107,3489,8298,7385,7277,7562,5486,5110,5929,5324,4303,4482,3801,4358,3932,5293,5582,4077,3628,4859,3967,3658,4094,5007,4467,5162,4354,4732,4575,4184,4644,4598,4193,4331,3753
