Group,X,Y
263,11347.470572489492,3588.114229573922
264,11645.602521247625,3905.751277142781
265,12623.019628600003,4008.802418380994
266,11248.826031521441,3940.4058840474163
267,11373.459192333345,3936.0478230476556
268,11168.495300293744,4051.227462797595
269,12540.284587641187,4121.703451988973
270,742.7048140157942,3309.1302743107944
271,10141.2434892,361.52347092267814
272,10504.353482366674,381.14721793659703
273,10688.46820195926,485.14659015867835
274,10320.049875044833,728.3592918060127
275,10971.19385655106,907.7153171327062
276,11356.039742150015,1406.8990787975204
277,10841.46754526411,1194.2718326373251
278,10965.747479380005,1475.3947732475203
279,10848.4249117,1377.5881127316484
280,8390.021750148284,912.9835442202151
281,8145.17984842974,1005.036430669191
282,7808.260570004346,1105.7547155693674
283,7180.152903227282,1352.0138175930329
284,12320.114415430773,7998.919475714298
285,11659.68813541795,7746.53805238102
286,11771.689350991664,7526.929247589194
287,11906.489466156143,7677.006178521278
288,5803.153317625935,731.5400094180096
289,6081.808011183871,829.7521206605035
290,5454.264470479421,637.7021583123145
291,5662.4500817784365,1034.2719729692212
292,6717.408872450003,1000.2550269887412
293,6287.885324235721,1250.8285851190308
294,6906.240893379998,1313.99655744763
295,6304.0236380889,1358.850515436492
296,6771.131348080005,1318.160035647656
297,5405.283659700008,1323.0364866475938
298,5181.208260611114,1257.7675828253405
299,6396.6638924142935,1547.0129020634804
300,6912.832234943915,1480.1025980719246
301,5580.467766500003,1581.2919633809656
302,6551.104073671435,1502.6722364762709
303,6751.25569056957,1611.6093768737092
304,6300.581920900008,1626.8953986477286
305,5246.688726347066,1767.781136694612
306,6022.0750883481505,1531.9209531215783
307,5135.748930430772,1723.442616739815
308,5757.662847876473,1909.7872484592353
309,5245.563601033336,2043.8874260845187
310,5475.065915225004,1970.7862470475202
311,5550.770755200011,2286.5602002977726
312,5104.72926128975,2272.880825201411
313,4911.693611700005,2511.240488662889
314,5370.284921319054,2457.7875390475883
315,5107.536126402708,2582.1318598582916
316,5483.814256917398,2784.0975660040017
