Sim	T1	k	Ratio_2014	Antigen_2016	MF_2016
8	0.00643887	0.0662092	0.421922	18.3915	11.4319
8	0.00643887	0.0662092	0.417337	18.8346	11.6468
8	0.00643887	0.0662092	0.439176	18.7027	11.5021
8	0.00643887	0.0662092	0.419297	19.1931	11.8299
9	0.00481435	0.0719513	0.300742	14.609	7.21152
9	0.00481435	0.0719513	0.330447	15.7315	8.32593
9	0.00481435	0.0719513	0.321955	15.3287	8.07933
9	0.00481435	0.0719513	0.34387	16.0719	8.48802
9	0.00481435	0.0719513	0.30193	14.8113	7.50152
10	0.00343743	0.0523144	0.325334	12.102	6.126
10	0.00343743	0.0523144	0.304153	11.7321	6.03381
10	0.00343743	0.0523144	0.306082	11.552	5.80002
10	0.00343743	0.0523144	0.305245	11.7871	5.90095
10	0.00343743	0.0523144	0.323865	11.9739	6.14123
11	0.00936214	0.0220811	0.71947	12.5634	9.63311
11	0.00936214	0.0220811	0.694971	12.4206	9.46175
11	0.00936214	0.0220811	0.709588	12.3556	9.41525
11	0.00936214	0.0220811	0.711766	12.331	9.44079
11	0.00936214	0.0220811	0.707975	12.565	9.50192
12	0.00535049	0.0158036	0.634555	8.75193	6.44104
12	0.00535049	0.0158036	0.656991	8.63752	6.37777
12	0.00535049	0.0158036	0.655106	8.60833	6.31437
12	0.00535049	0.0158036	0.640529	8.66952	6.3279
12	0.00535049	0.0158036	0.666586	8.83293	6.47921
13	0.00575021	0.0474452	0.51337	16.6367	11.0961
13	0.00575021	0.0474452	0.522366	16.8288	11.2825
13	0.00575021	0.0474452	0.502322	16.396	10.811
13	0.00575021	0.0474452	0.50242	16.2674	10.7226
13	0.00575021	0.0474452	0.520286	16.5375	11.1144
14	0.0024762	0.0900779	0.118291	5.84812	0.772358
14	0.0024762	0.0900779	0.108897	5.81008	0.753431
14	0.0024762	0.0900779	0.113498	6.02332	0.855459
14	0.0024762	0.0900779	0.119201	6.14779	0.835227
14	0.0024762	0.0900779	0.105641	5.86529	0.803591
15	0.00889739	0.0217025	0.693125	12.2246	9.17633
15	0.00889739	0.0217025	0.705914	12.1467	9.13876
15	0.00889739	0.0217025	0.701493	12.129	9.20539
15	0.00889739	0.0217025	0.694796	11.9213	9.06116
15	0.00889739	0.0217025	0.695565	11.8943	8.92811
16	0.00886112	0.0851038	0.44744	24.4287	15.6681
16	0.00886112	0.0851038	0.438164	24.0363	15.4897
16	0.00886112	0.0851038	0.457421	24.6337	15.9697
16	0.00886112	0.0851038	0.480038	25.3638	16.7836
16	0.00886112	0.0851038	0.456715	24.605	16.0248
17	0.00630853	0.0951195	0.298351	18.0894	8.98822
17	0.00630853	0.0951195	0.301142	18.1783	9.19517
17	0.00630853	0.0951195	0.268019	16.2585	7.50489
17	0.00630853	0.0951195	0.319925	19.1359	10.0751
17	0.00630853	0.0951195	0.316153	19.2542	9.82312
18	0.00716178	0.0615183	0.487916	20.1782	13.4361
18	0.00716178	0.0615183	0.505705	20.0833	13.5303
18	0.00716178	0.0615183	0.50359	20.2942	13.6115
18	0.00716178	0.0615183	0.503915	20.2915	13.4852
18	0.00716178	0.0615183	0.501008	20.2354	13.457
19	0.00285645	0.0437794	0.322466	10.4239	5.39591
19	0.00285645	0.0437794	0.316492	10.6584	5.49129
19	0.00285645	0.0437794	0.358025	10.8327	5.84692
19	0.00285645	0.0437794	0.323314	10.5675	5.55812
19	0.00285645	0.0437794	0.318295	10.181	5.10526
20	0.00148221	0.0291374	0.245965	6.12801	2.54659
20	0.00148221	0.0291374	0.202551	6.00476	2.20101
20	0.00148221	0.0291374	0.245896	6.36768	2.65905
20	0.00148221	0.0291374	0.21746	5.72764	2.23121
20	0.00148221	0.0291374	0.217983	6.0041	2.37985
21	0.00496277	0.041732	0.471956	14.2152	9.2395
21	0.00496277	0.041732	0.51755	15.2141	10.1207
21	0.00496277	0.041732	0.509008	15.0545	9.96119
21	0.00496277	0.041732	0.485838	14.3912	9.456
21	0.00496277	0.041732	0.52698	14.8613	9.99075
22	0.00260526	0.0978937	0.111346	6.10429	0.795648
22	0.00260526	0.0978937	0.0944566	5.35278	0.512166
22	0.00260526	0.0978937	0.121242	6.80513	1.07634
22	0.00260526	0.0978937	0.1155	6.34853	0.870677
22	0.00260526	0.0978937	0.109331	5.78729	0.688128
23	0.00121724	0.0470415	0.0965392	3.98492	0.441538
23	0.00121724	0.0470415	0.100315	4.01137	0.442837
23	0.00121724	0.0470415	0.128857	4.6194	0.751393
23	0.00121724	0.0470415	0.109806	4.21198	0.552029
23	0.00121724	0.0470415	0.12145	4.31929	0.615725
24	0.00973969	0.0110694	0.716692	7.76392	5.91501
24	0.00973969	0.0110694	0.690144	7.49899	5.62055
24	0.00973969	0.0110694	0.693614	7.69729	5.71006
24	0.00973969	0.0110694	0.685871	7.49293	5.62755
24	0.00973969	0.0110694	0.705456	7.38024	5.61444
25	0.00630339	0.0692709	0.414574	18.7674	11.3966
25	0.00630339	0.0692709	0.461861	20.379	12.9463
25	0.00630339	0.0692709	0.426211	19.4505	12.019
25	0.00630339	0.0692709	0.412788	18.7599	11.389
25	0.00630339	0.0692709	0.388677	18.3206	10.7668
26	0.00173944	0.0861068	0.0915464	4.2986	0.322717
26	0.00173944	0.0861068	0.0894632	4.583	0.369805
26	0.00173944	0.0861068	0.0760359	4.12991	0.260196
26	0.00173944	0.0861068	0.0918686	4.59251	0.359799
26	0.00173944	0.0861068	0.0983796	4.85742	0.47466
27	0.00457566	0.0919172	0.229611	13.0218	5.08556
27	0.00457566	0.0919172	0.212593	12.2953	4.50722
27	0.00457566	0.0919172	0.235752	13.3954	5.38146
27	0.00457566	0.0919172	0.21832	12.8243	4.89805
27	0.00457566	0.0919172	0.210588	12.8414	4.787
28	0.00609091	0.0802947	0.363119	18.9481	10.9049
28	0.00609091	0.0802947	0.327479	17.9113	9.84253
28	0.00609091	0.0802947	0.34666	18.2462	10.138
28	0.00609091	0.0802947	0.350128	18.3469	10.2764
28	0.00609091	0.0802947	0.333449	18.4884	10.3031
29	0.00825235	0.0408587	0.640054	18.0137	13.2952
29	0.00825235	0.0408587	0.622107	17.907	13.0365
29	0.00825235	0.0408587	0.64006	17.9515	13.1211
29	0.00825235	0.0408587	0.628515	17.733	12.8526
29	0.00825235	0.0408587	0.63087	17.7892	12.9937
30	0.00677389	0.02668	0.670786	13.3788	9.78716
30	0.00677389	0.02668	0.656077	13.0453	9.61499
30	0.00677389	0.02668	0.640192	12.8432	9.44361
30	0.00677389	0.02668	0.664103	13.3543	10.0009
30	0.00677389	0.02668	0.655136	12.9209	9.489
31	0.00344564	0.0183218	0.588754	8.84054	6.22359
31	0.00344564	0.0183218	0.538002	8.45687	5.74314
31	0.00344564	0.0183218	0.578408	8.60749	5.94129
31	0.00344564	0.0183218	0.561967	8.84707	6.22367
31	0.00344564	0.0183218	0.561426	8.81631	6.12618
32	0.00740443	0.0472413	0.586442	18.7271	13.2315
32	0.00740443	0.0472413	0.575654	18.4086	12.9484
32	0.00740443	0.0472413	0.586756	18.7498	13.3625
32	0.00740443	0.0472413	0.588539	18.5418	13.1255
32	0.00740443	0.0472413	0.579431	18.6508	13.0964
33	0.00282038	0.0968128	0.125166	6.89006	1.19386
33	0.00282038	0.0968128	0.131812	7.45689	1.40452
33	0.00282038	0.0968128	0.135238	7.22754	1.28892
33	0.00282038	0.0968128	0.112727	6.33336	0.8873
33	0.00282038	0.0968128	0.126801	6.7596	1.0469
34	0.00480107	0.068856	0.369032	16.1373	8.99802
34	0.00480107	0.068856	0.324342	14.8584	7.78253
34	0.00480107	0.068856	0.358383	15.8122	8.53959
34	0.00480107	0.068856	0.333858	15.55	8.4773
34	0.00480107	0.068856	0.315424	15.4282	8.13857
35	0.00919145	0.0309084	0.688073	15.3621	11.5119
35	0.00919145	0.0309084	0.676632	15.5357	11.5325
35	0.00919145	0.0309084	0.676449	15.4709	11.6096
35	0.00919145	0.0309084	0.681338	15.5338	11.6909
35	0.00919145	0.0309084	0.681797	15.1796	11.4097
36	0.00650578	0.0522598	0.501581	17.8982	12.082
36	0.00650578	0.0522598	0.51681	17.9744	12.1456
36	0.00650578	0.0522598	0.519448	18.1198	12.1892
36	0.00650578	0.0522598	0.536045	18.2038	12.2699
36	0.00650578	0.0522598	0.523853	18.5869	12.5582
37	0.00058008	0.0716659	0.0453319	2.60694	0.0277531
37	0.00058008	0.0716659	0.0582983	2.71472	0.0444733
37	0.00058008	0.0716659	0.04814	2.58337	0.0147727
37	0.00058008	0.0716659	0.0351162	2.50882	0.0147795
37	0.00058008	0.0716659	0.0391421	2.57032	0.0351591
38	0.00296216	0.0181524	0.526016	8.00701	5.3497
38	0.00296216	0.0181524	0.507079	8.04451	5.294
38	0.00296216	0.0181524	0.522116	8.10506	5.42125
38	0.00296216	0.0181524	0.53781	8.15962	5.51101
38	0.00296216	0.0181524	0.549527	8.13999	5.64392
39	0.00676669	0.0662372	0.456988	20.0166	12.8519
39	0.00676669	0.0662372	0.470303	20.0815	13.001
39	0.00676669	0.0662372	0.433814	19.1482	12.0293
39	0.00676669	0.0662372	0.471827	19.9678	13.087
39	0.00676669	0.0662372	0.456881	19.8582	12.6518
40	0.00455394	0.0814573	0.240848	13.5425	5.87813
40	0.00455394	0.0814573	0.252135	13.3888	5.70696
40	0.00455394	0.0814573	0.2465	13.6044	5.91462
40	0.00455394	0.0814573	0.238225	13.4579	5.75448
40	0.00455394	0.0814573	0.243908	13.2943	5.77754
41	0.00590822	0.091427	0.268288	16.4085	7.92154
41	0.00590822	0.091427	0.281118	16.8764	8.22539
41	0.00590822	0.091427	0.323145	18.4617	9.60025
41	0.00590822	0.091427	0.294501	17.5768	8.75865
41	0.00590822	0.091427	0.265897	16.049	7.50553
42	0.00212365	0.0733965	0.123987	5.93912	0.996287
42	0.00212365	0.0733965	0.122769	6.08098	1.06477
42	0.00212365	0.0733965	0.128147	5.60713	0.930215
42	0.00212365	0.0733965	0.120058	6.00763	0.91645
42	0.00212365	0.0733965	0.12726	6.10113	1.05946
43	0.00785465	0.0814283	0.444089	22.877	14.675
43	0.00785465	0.0814283	0.423734	22.3004	14.4623
43	0.00785465	0.0814283	0.408484	21.4533	13.3544
43	0.00785465	0.0814283	0.44807	22.8238	14.5616
43	0.00785465	0.0814283	0.411899	22.139	13.9392
44	0.000940442	0.0295354	0.134411	4.05803	0.814548
44	0.000940442	0.0295354	0.143473	4.50322	0.980973
44	0.000940442	0.0295354	0.130189	3.94645	0.700771
44	0.000940442	0.0295354	0.12472	4.18534	0.854039
44	0.000940442	0.0295354	0.14961	4.41119	0.980265
45	0.00663735	0.0776433	0.397534	20.0512	11.9788
45	0.00663735	0.0776433	0.39393	19.9197	12.0251
45	0.00663735	0.0776433	0.388212	19.6328	11.6056
45	0.00663735	0.0776433	0.384773	19.8766	11.8595
45	0.00663735	0.0776433	0.40596	20.2987	12.2378
46	0.000923185	0.066852	0.0671712	3.28175	0.094399
46	0.000923185	0.066852	0.0576092	3.18842	0.107391
46	0.000923185	0.066852	0.0644391	3.21343	0.143885
46	0.000923185	0.066852	0.0708175	3.26101	0.154847
46	0.000923185	0.066852	0.0790988	3.27593	0.145967
47	0.00456182	0.0924315	0.224856	12.6855	4.95415
47	0.00456182	0.0924315	0.207863	12.9826	4.90658
47	0.00456182	0.0924315	0.238867	13.6155	5.44804
47	0.00456182	0.0924315	0.216076	12.4174	4.68467
47	0.00456182	0.0924315	0.215865	12.9757	5.07679
48	0.00562059	0.0124052	0.651133	7.66601	5.59477
48	0.00562059	0.0124052	0.655289	7.63259	5.58936
48	0.00562059	0.0124052	0.648202	7.38907	5.39217
48	0.00562059	0.0124052	0.655667	7.46753	5.48298
48	0.00562059	0.0124052	0.65939	7.64718	5.59748
49	0.0029457	0.0617815	0.211857	9.24649	3.40243
49	0.0029457	0.0617815	0.237835	10.2088	4.02365
49	0.0029457	0.0617815	0.244075	9.96315	4.01805
49	0.0029457	0.0617815	0.22801	9.62098	3.77362
49	0.0029457	0.0617815	0.226431	9.65998	3.69352
50	0.00680381	0.0128027	0.684381	7.99031	6.01815
50	0.00680381	0.0128027	0.687692	7.84227	5.81148
50	0.00680381	0.0128027	0.682736	8.08124	6.02634
50	0.00680381	0.0128027	0.667594	7.97515	5.85288
50	0.00680381	0.0128027	0.676381	8.04606	5.96847
51	0.00734903	0.04142	0.6037	17.3637	12.5394
51	0.00734903	0.04142	0.598374	17.2633	12.332
51	0.00734903	0.04142	0.612289	17.5207	12.6293
51	0.00734903	0.04142	0.607096	17.4287	12.4644
51	0.00734903	0.04142	0.595002	17.1225	12.2167
52	0.00556488	0.0852733	0.317637	17.8973	9.40195
52	0.00556488	0.0852733	0.299409	16.2199	8.22186
52	0.00556488	0.0852733	0.28274	16.7528	8.34146
52	0.00556488	0.0852733	0.299848	16.6661	8.36716
52	0.00556488	0.0852733	0.277734	16.2076	7.96333
53	0.000677435	0.034228	0.0844646	3.13222	0.21251
53	0.000677435	0.034228	0.0995629	3.43021	0.332134
53	0.000677435	0.034228	0.0929181	3.23815	0.277239
53	0.000677435	0.034228	0.0948693	3.42252	0.325426
53	0.000677435	0.034228	0.0749354	2.98452	0.184686
54	0.00633266	0.0777844	0.372771	19.2274	11.2072
54	0.00633266	0.0777844	0.385323	19.3747	11.4002
54	0.00633266	0.0777844	0.367492	18.7737	11.0164
54	0.00633266	0.0777844	0.403293	20.3263	12.4638
54	0.00633266	0.0777844	0.4	19.9804	11.8413
55	0.00124726	0.0833899	0.0643957	3.40139	0.12161
55	0.00124726	0.0833899	0.066432	3.71039	0.164046
55	0.00124726	0.0833899	0.07316	3.69622	0.177952
55	0.00124726	0.0833899	0.0690608	3.52101	0.145786
55	0.00124726	0.0833899	0.0741071	3.65935	0.179
56	0.00687008	0.0647358	0.481591	20.7797	13.63
56	0.00687008	0.0647358	0.483063	20.1128	13.1507
56	0.00687008	0.0647358	0.461676	20.291	13.1813
56	0.00687008	0.0647358	0.485408	19.8773	13.1829
56	0.00687008	0.0647358	0.464132	20.0422	12.9543
57	0.0067914	0.0933217	0.357975	20.94	11.6806
57	0.0067914	0.0933217	0.352021	20.2157	11.5065
57	0.0067914	0.0933217	0.315365	19.625	10.4649
57	0.0067914	0.0933217	0.353761	20.8461	11.7139
57	0.0067914	0.0933217	0.337738	20.24	11.1204
58	0.000930151	0.0741587	0.0652276	3.23691	0.0956903
58	0.000930151	0.0741587	0.0783758	3.34262	0.121751
58	0.000930151	0.0741587	0.0635504	2.88493	0.071847
58	0.000930151	0.0741587	0.0580977	2.90661	0.0704408
58	0.000930151	0.0741587	0.0637007	2.91414	0.0699983
59	0.00636282	0.0842083	0.351611	19.452	11.0573
59	0.00636282	0.0842083	0.349696	19.0046	10.6644
59	0.00636282	0.0842083	0.343926	19.3034	10.7433
59	0.00636282	0.0842083	0.371552	19.1022	10.8004
59	0.00636282	0.0842083	0.35048	19.3942	10.8348
60	0.00851733	0.0329782	0.663343	15.6391	11.5453
60	0.00851733	0.0329782	0.661423	15.9139	11.7386
60	0.00851733	0.0329782	0.655078	15.6966	11.5314
60	0.00851733	0.0329782	0.674297	15.5882	11.6704
60	0.00851733	0.0329782	0.662479	15.6088	11.6562
61	0.00670016	0.0914281	0.313062	18.763	9.73312
61	0.00670016	0.0914281	0.338377	19.6803	10.8289
61	0.00670016	0.0914281	0.368844	21.1768	12.3168
61	0.00670016	0.0914281	0.341197	19.9841	11.1438
61	0.00670016	0.0914281	0.322131	19.1828	10.2991
62	0.00973575	0.0899203	0.478561	26.3397	17.4481
62	0.00973575	0.0899203	0.480182	26.3516	17.4938
62	0.00973575	0.0899203	0.437779	25.7602	16.745
62	0.00973575	0.0899203	0.48277	26.6113	17.6591
62	0.00973575	0.0899203	0.443614	25.5201	16.7775
63	0.00497412	0.0371321	0.544468	14.411	9.93701
63	0.00497412	0.0371321	0.554426	13.9622	9.5851
63	0.00497412	0.0371321	0.535125	13.8716	9.49238
63	0.00497412	0.0371321	0.540738	14.0062	9.38117
63	0.00497412	0.0371321	0.526524	14.0571	9.56336
64	0.00913065	0.0299474	0.677637	14.8903	11.061
64	0.00913065	0.0299474	0.690154	14.9536	11.3839
64	0.00913065	0.0299474	0.678747	15.0416	11.4005
64	0.00913065	0.0299474	0.683023	15.1853	11.5075
64	0.00913065	0.0299474	0.687781	15.0409	11.2714
65	0.00617434	0.0124315	0.675321	7.76282	5.70823
65	0.00617434	0.0124315	0.684932	7.87994	6.01583
65	0.00617434	0.0124315	0.670301	7.76995	5.7549
65	0.00617434	0.0124315	0.679147	7.72444	5.83169
65	0.00617434	0.0124315	0.645483	7.67656	5.52594
66	0.00457316	0.0931158	0.264438	14.9391	6.51359
66	0.00457316	0.0931158	0.22083	13.0375	4.94859
66	0.00457316	0.0931158	0.265439	14.7168	6.31509
66	0.00457316	0.0931158	0.254709	14.064	6.03166
66	0.00457316	0.0931158	0.194521	11.9579	4.10039
67	0.00500131	0.0675955	0.331624	15.3678	8.27524
67	0.00500131	0.0675955	0.334968	15.659	8.54597
67	0.00500131	0.0675955	0.343719	15.5834	8.48828
67	0.00500131	0.0675955	0.344874	16.1247	8.85588
67	0.00500131	0.0675955	0.355336	16.0774	8.93002
68	0.00106962	0.0984382	0.0533134	3.01417	0.0515872
68	0.00106962	0.0984382	0.056223	3.17381	0.0683136
68	0.00106962	0.0984382	0.0608453	3.27736	0.0794399
68	0.00106962	0.0984382	0.0542942	3.01115	0.04806
68	0.00106962	0.0984382	0.056927	2.99932	0.0756751
69	0.00225605	0.0357912	0.273327	7.74124	3.68939
69	0.00225605	0.0357912	0.300768	8.66204	4.35691
69	0.00225605	0.0357912	0.340824	9.09343	4.80721
69	0.00225605	0.0357912	0.303699	8.48075	4.31677
69	0.00225605	0.0357912	0.29131	8.60614	4.24491
70	0.00611391	0.0165331	0.66528	9.18711	6.86536
70	0.00611391	0.0165331	0.683026	9.32988	6.99325
70	0.00611391	0.0165331	0.680139	9.02987	6.69745
70	0.00611391	0.0165331	0.671885	9.4627	6.97932
70	0.00611391	0.0165331	0.662162	9.07566	6.64873
71	0.00157365	0.0342557	0.264008	7.17371	3.12904
71	0.00157365	0.0342557	0.196654	6.02434	2.08457
71	0.00157365	0.0342557	0.220321	6.49468	2.46159
71	0.00157365	0.0342557	0.22076	6.35116	2.40767
71	0.00157365	0.0342557	0.223971	6.67739	2.61547
72	0.00365327	0.0467579	0.33433	11.8282	6.40007
72	0.00365327	0.0467579	0.354794	12.2927	6.8557
72	0.00365327	0.0467579	0.371926	12.5398	7.02074
72	0.00365327	0.0467579	0.357075	12.0661	6.78489
72	0.00365327	0.0467579	0.388136	12.7558	7.37127
73	0.000815759	0.0268805	0.139371	3.85931	0.728241
73	0.000815759	0.0268805	0.128538	3.96713	0.759153
73	0.000815759	0.0268805	0.132212	3.8994	0.745827
73	0.000815759	0.0268805	0.126394	3.94015	0.668699
73	0.000815759	0.0268805	0.13137	3.95215	0.751297
74	0.00658114	0.0611361	0.469275	19.5069	12.7085
74	0.00658114	0.0611361	0.475733	19.5063	12.7878
74	0.00658114	0.0611361	0.485908	19.6793	13.0612
74	0.00658114	0.0611361	0.455493	18.6559	12.1472
74	0.00658114	0.0611361	0.478307	19.3399	12.5895
75	0.00418494	0.0334533	0.520414	12.8006	8.65721
75	0.00418494	0.0334533	0.523191	12.2741	8.11504
75	0.00418494	0.0334533	0.52208	12.6663	8.56868
75	0.00418494	0.0334533	0.537754	12.6407	8.42158
75	0.00418494	0.0334533	0.510985	12.3104	8.05824
76	0.00113659	0.0165638	0.258264	5.20952	2.36244
76	0.00113659	0.0165638	0.285537	5.1524	2.42693
76	0.00113659	0.0165638	0.27345	5.3188	2.49492
76	0.00113659	0.0165638	0.269654	5.31063	2.5511
76	0.00113659	0.0165638	0.257049	5.13898	2.3613
77	0.00957916	0.0688028	0.54592	23.9024	16.7291
77	0.00957916	0.0688028	0.537475	23.9224	16.6833
77	0.00957916	0.0688028	0.540951	23.9664	16.5841
77	0.00957916	0.0688028	0.534777	23.7503	16.5958
77	0.00957916	0.0688028	0.548786	24.3026	17.0654
78	0.00573825	0.0830255	0.314908	16.9912	8.81738
78	0.00573825	0.0830255	0.323436	16.8973	8.87912
78	0.00573825	0.0830255	0.355146	18.5997	10.2295
78	0.00573825	0.0830255	0.321663	17.0652	9.04115
78	0.00573825	0.0830255	0.302481	16.6133	8.48144
79	0.0084898	0.0924884	0.395547	23.8859	14.5094
79	0.0084898	0.0924884	0.411915	23.7315	14.5565
79	0.0084898	0.0924884	0.408153	24.1634	14.9172
79	0.0084898	0.0924884	0.405202	23.7416	14.7366
79	0.0084898	0.0924884	0.395757	23.6799	14.6559
80	0.00729408	0.0176587	0.682277	10.0281	7.52384
80	0.00729408	0.0176587	0.682312	9.94723	7.39722
80	0.00729408	0.0176587	0.705196	10.0578	7.54429
80	0.00729408	0.0176587	0.696377	10.0875	7.61659
80	0.00729408	0.0176587	0.697714	10.0401	7.58317
81	0.000435945	0.0412028	0.0583658	2.62656	0.0832948
81	0.000435945	0.0412028	0.0612784	2.6538	0.0425052
81	0.000435945	0.0412028	0.0450108	2.57107	0.0406933
81	0.000435945	0.0412028	0.0470202	2.594	0.0517321
81	0.000435945	0.0412028	0.0473186	2.62531	0.0443402
82	0.00141769	0.0146923	0.308119	5.45903	2.87017
82	0.00141769	0.0146923	0.348462	5.7037	3.19186
82	0.00141769	0.0146923	0.358352	5.87898	3.29282
82	0.00141769	0.0146923	0.38201	5.76444	3.27261
82	0.00141769	0.0146923	0.35934	5.73224	3.19131
83	0.00658079	0.047575	0.543592	17.5949	12.1104
83	0.00658079	0.047575	0.546923	17.6007	12.1277
83	0.00658079	0.047575	0.540978	17.4818	12.0118
83	0.00658079	0.047575	0.527168	17.513	11.8828
83	0.00658079	0.047575	0.555116	17.6196	12.2034
84	0.00242848	0.0343646	0.343403	9.14969	4.91108
84	0.00242848	0.0343646	0.309112	8.78341	4.571
84	0.00242848	0.0343646	0.323547	8.97832	4.81542
84	0.00242848	0.0343646	0.336484	9.16271	4.91815
84	0.00242848	0.0343646	0.359579	9.33538	5.11034
85	0.00844221	0.0914908	0.418833	23.7865	14.7857
85	0.00844221	0.0914908	0.390958	23.6311	14.3589
85	0.00844221	0.0914908	0.383282	23.1972	14.1833
85	0.00844221	0.0914908	0.374674	22.2633	13.2377
85	0.00844221	0.0914908	0.409139	23.875	14.9486
86	0.000547607	0.0161293	0.115949	3.38786	0.659519
86	0.000547607	0.0161293	0.108593	3.21181	0.524227
86	0.000547607	0.0161293	0.118661	3.45708	0.775438
86	0.000547607	0.0161293	0.133433	3.53582	0.779173
86	0.000547607	0.0161293	0.12226	3.5146	0.797431
87	0.00406043	0.0632028	0.314567	13.469	6.97124
87	0.00406043	0.0632028	0.302052	12.8703	6.41671
87	0.00406043	0.0632028	0.333333	13.8079	7.1839
87	0.00406043	0.0632028	0.309087	13.0947	6.37862
87	0.00406043	0.0632028	0.326078	14.1035	7.39325
88	0.00141654	0.0637376	0.104211	4.25367	0.425367
88	0.00141654	0.0637376	0.111485	4.54027	0.562935
88	0.00141654	0.0637376	0.111018	4.49092	0.481763
88	0.00141654	0.0637376	0.0867698	4.12293	0.348028
88	0.00141654	0.0637376	0.108741	4.5442	0.522703
89	0.00946841	0.038819	0.652646	17.5101	12.9838
89	0.00946841	0.038819	0.651394	18.1265	13.4624
89	0.00946841	0.038819	0.666667	18.2926	13.6007
89	0.00946841	0.038819	0.66454	17.7417	13.2555
89	0.00946841	0.038819	0.652977	17.991	13.3186
90	0.00314178	0.0717416	0.18437	8.97027	2.78706
90	0.00314178	0.0717416	0.213555	9.64093	3.33094
90	0.00314178	0.0717416	0.19482	9.38193	3.19935
90	0.00314178	0.0717416	0.17744	7.94704	2.20157
90	0.00314178	0.0717416	0.210712	9.76501	3.37556
91	0.00452488	0.0996874	0.202013	12.1583	4.07798
91	0.00452488	0.0996874	0.211516	12.785	4.70406
91	0.00452488	0.0996874	0.209501	12.3859	4.26383
91	0.00452488	0.0996874	0.201422	12.3118	4.28229
91	0.00452488	0.0996874	0.201731	11.7888	4.04997
92	0.00492231	0.0579103	0.400988	15.963	9.54373
92	0.00492231	0.0579103	0.397438	15.793	9.35654
92	0.00492231	0.0579103	0.379786	15.5391	9.01403
92	0.00492231	0.0579103	0.420899	16.3102	9.86675
92	0.00492231	0.0579103	0.395362	15.3789	9.12055
93	0.00983422	0.0199557	0.718842	11.5332	8.76753
93	0.00983422	0.0199557	0.725198	11.4418	8.77212
93	0.00983422	0.0199557	0.721074	11.7519	8.95821
93	0.00983422	0.0199557	0.720109	11.6724	8.9488
93	0.00983422	0.0199557	0.705775	11.5901	8.83842
94	0.0078174	0.0503195	0.585104	19.4241	13.8144
94	0.0078174	0.0503195	0.564026	18.9338	13.2099
94	0.0078174	0.0503195	0.571568	19.2177	13.524
94	0.0078174	0.0503195	0.577066	19.2728	13.6952
94	0.0078174	0.0503195	0.575645	19.936	14.1421
95	0.00981872	0.0720516	0.537784	24.5028	17.1119
95	0.00981872	0.0720516	0.53923	24.8958	17.3739
95	0.00981872	0.0720516	0.531128	24.3924	17.0496
95	0.00981872	0.0720516	0.533273	24.8126	17.2964
95	0.00981872	0.0720516	0.532378	24.486	17.2861
96	0.00739798	0.0959398	0.322042	20.7455	11.4327
96	0.00739798	0.0959398	0.330309	20.7385	11.4844
