Sim	T1	k	Antigen_2016	MF_2016
310	0.0068843	0.0688184	20.1836	12.8396
310	0.0068843	0.0688184	19.7018	12.4806
310	0.0068843	0.0688184	20.0591	12.7711
311	0.00890088	0.0232453	12.795	9.64604
311	0.00890088	0.0232453	12.4712	9.54296
311	0.00890088	0.0232453	12.7319	9.66896
311	0.00890088	0.0232453	12.7681	9.55765
311	0.00890088	0.0232453	12.5872	9.4928
312	0.00411984	0.059587	13.7779	7.32426
312	0.00411984	0.059587	13.8576	7.48366
312	0.00411984	0.059587	14.1441	7.54365
312	0.00411984	0.059587	13.664	7.4177
312	0.00411984	0.059587	13.0359	6.69239
313	0.0025816	0.0882402	6.25277	0.990392
313	0.0025816	0.0882402	6.19164	0.926338
313	0.0025816	0.0882402	5.85609	0.874539
313	0.0025816	0.0882402	6.52266	0.997952
313	0.0025816	0.0882402	7.08265	1.36489
314	0.00443133	0.0530636	14.0362	8.16077
314	0.00443133	0.0530636	14.4377	8.40704
314	0.00443133	0.0530636	13.9735	8.10541
314	0.00443133	0.0530636	14.1729	8.2179
314	0.00443133	0.0530636	14.7091	8.56905
315	0.00544372	0.0974909	15.6059	6.82757
315	0.00544372	0.0974909	16.5285	7.62103
315	0.00544372	0.0974909	14.5966	6.10763
315	0.00544372	0.0974909	16.1125	7.07779
315	0.00544372	0.0974909	17.2497	8.16538
316	0.0090588	0.0945505	24.4542	15.1287
316	0.0090588	0.0945505	25.3206	15.7285
316	0.0090588	0.0945505	25.3419	16.2567
316	0.0090588	0.0945505	26.2614	17.0651
316	0.0090588	0.0945505	26.1032	17.0148
317	0.00712478	0.040596	17.0196	12.2169
317	0.00712478	0.040596	16.4666	11.8263
317	0.00712478	0.040596	16.9526	12.0887
317	0.00712478	0.040596	16.6482	11.858
317	0.00712478	0.040596	16.9958	12.1557
318	0.00172218	0.0698383	4.39256	0.34484
318	0.00172218	0.0698383	5.12683	0.747164
318	0.00172218	0.0698383	4.65108	0.555987
318	0.00172218	0.0698383	4.92966	0.636978
318	0.00172218	0.0698383	4.97068	0.654864
319	0.0072905	0.0381556	16.0786	11.4522
319	0.0072905	0.0381556	16.4949	11.8436
319	0.0072905	0.0381556	16.4387	11.935
319	0.0072905	0.0381556	16.4569	11.8472
319	0.0072905	0.0381556	16.6165	12.0573
320	0.00633749	0.069154	19.2023	11.8325
320	0.00633749	0.069154	19.2867	12.0611
320	0.00633749	0.069154	18.7851	11.32
320	0.00633749	0.069154	18.4559	11.089
320	0.00633749	0.069154	19.3418	11.8468
321	0.00320198	0.0616739	10.2754	4.38575
321	0.00320198	0.0616739	10.4363	4.24847
321	0.00320198	0.0616739	9.94651	3.93677
321	0.00320198	0.0616739	10.2003	4.06165
321	0.00320198	0.0616739	10.204	4.20751
322	0.0029057	0.0868383	7.21862	1.49427
322	0.0029057	0.0868383	6.78188	1.18098
322	0.0029057	0.0868383	7.96648	1.6686
322	0.0029057	0.0868383	6.92329	1.2665
322	0.0029057	0.0868383	7.4957	1.5191
323	0.00993078	0.0967347	26.372	17.0626
323	0.00993078	0.0967347	26.6443	17.4065
323	0.00993078	0.0967347	27.1707	17.5873
323	0.00993078	0.0967347	26.7458	17.2457
323	0.00993078	0.0967347	27.5395	18.0131
324	0.00654924	0.0619051	18.5899	11.5858
324	0.00654924	0.0619051	19.0755	12.1363
324	0.00654924	0.0619051	19.5081	12.6042
324	0.00654924	0.0619051	18.9842	12.3661
324	0.00654924	0.0619051	19.2111	12.4214
325	0.00918997	0.0997591	25.0019	15.4976
325	0.00918997	0.0997591	24.8052	15.4073
325	0.00918997	0.0997591	25.5427	16.0237
325	0.00918997	0.0997591	24.7579	15.4354
325	0.00918997	0.0997591	26.2307	16.6066
326	0.00605962	0.0373289	14.9821	10.505
326	0.00605962	0.0373289	15.1482	10.665
326	0.00605962	0.0373289	15.2762	10.8449
326	0.00605962	0.0373289	14.9842	10.4635
326	0.00605962	0.0373289	15.2767	10.8114
327	0.0076616	0.025577	12.9129	9.57284
327	0.0076616	0.025577	13.2841	9.97189
327	0.0076616	0.025577	13.1708	9.68275
327	0.0076616	0.025577	12.9859	9.7408
327	0.0076616	0.025577	12.8918	9.4115
328	0.00265914	0.0733733	8.18135	2.20331
328	0.00265914	0.0733733	7.9392	2.21241
328	0.00265914	0.0733733	8.18586	2.1492
328	0.00265914	0.0733733	7.99142	2.0922
328	0.00265914	0.0733733	7.24245	1.68905
329	0.00459661	0.0943011	12.5821	4.53116
329	0.00459661	0.0943011	13.4123	5.30642
329	0.00459661	0.0943011	13.2657	5.2025
329	0.00459661	0.0943011	12.9878	5.06916
329	0.00459661	0.0943011	12.75	4.68074
330	0.00212394	0.0252835	8.14598	4.65776
330	0.00212394	0.0252835	7.97981	4.65305
330	0.00212394	0.0252835	7.87617	4.45528
330	0.00212394	0.0252835	7.79928	4.36043
330	0.00212394	0.0252835	7.92449	4.53488
331	0.00383891	0.0338927	11.7757	7.48891
331	0.00383891	0.0338927	11.8592	7.62429
331	0.00383891	0.0338927	12.1368	7.93228
331	0.00383891	0.0338927	11.8289	7.65419
331	0.00383891	0.0338927	11.8535	7.73007
332	0.00109093	0.0579075	3.37281	0.162101
332	0.00109093	0.0579075	3.80507	0.328947
332	0.00109093	0.0579075	3.3627	0.166562
332	0.00109093	0.0579075	4.03544	0.35444
332	0.00109093	0.0579075	3.67351	0.281013
333	0.00124734	0.0492776	4.34718	0.581965
333	0.00124734	0.0492776	4.41769	0.561415
333	0.00124734	0.0492776	4.88392	0.894892
333	0.00124734	0.0492776	3.98572	0.455193
333	0.00124734	0.0492776	4.56037	0.626728
334	0.00229412	0.0707635	6.98249	1.56068
334	0.00229412	0.0707635	6.41758	1.21454
334	0.00229412	0.0707635	6.61394	1.39523
334	0.00229412	0.0707635	6.75226	1.51173
334	0.00229412	0.0707635	7.12684	1.68707
335	0.00828365	0.0790113	23.1894	14.9104
335	0.00828365	0.0790113	23.5038	15.5206
335	0.00828365	0.0790113	23.5032	15.4123
335	0.00828365	0.0790113	22.8537	15.0082
335	0.00828365	0.0790113	23.0238	14.9487
336	0.00498552	0.0657029	15.1206	8.19618
336	0.00498552	0.0657029	15.3287	8.3852
336	0.00498552	0.0657029	16.3732	9.34289
336	0.00498552	0.0657029	15.8005	8.85727
336	0.00498552	0.0657029	16.2739	9.08554
337	0.00515738	0.0721996	16.5399	9.03337
337	0.00515738	0.0721996	15.2941	8.05615
337	0.00515738	0.0721996	16.5754	9.08001
337	0.00515738	0.0721996	16.4799	8.85378
337	0.00515738	0.0721996	15.8924	8.53868
338	0.000475754	0.062779	2.45599	0.0239879
338	0.000475754	0.062779	2.41758	0.0222136
338	0.000475754	0.062779	2.48575	0.0203598
338	0.000475754	0.062779	2.49364	0.0184441
338	0.000475754	0.062779	2.51168	0.0387833
339	0.0038101	0.0315016	11.9252	7.83945
339	0.0038101	0.0315016	11.5554	7.59177
339	0.0038101	0.0315016	11.3824	7.56857
339	0.0038101	0.0315016	11.603	7.68292
339	0.0038101	0.0315016	11.9989	8.00295
340	0.00285053	0.059861	8.89767	3.04161
340	0.00285053	0.059861	9.39802	3.61079
340	0.00285053	0.059861	9.60899	3.62022
340	0.00285053	0.059861	8.78217	3.11155
340	0.00285053	0.059861	8.25673	2.75593
341	0.00409674	0.0555809	13.8592	7.71702
341	0.00409674	0.0555809	13.7291	7.70421
341	0.00409674	0.0555809	14.5488	8.4676
341	0.00409674	0.0555809	13.2842	7.27229
341	0.00409674	0.0555809	13.796	7.60988
342	0.0026609	0.04371	9.27089	4.43784
342	0.0026609	0.04371	9.03623	4.33178
342	0.0026609	0.04371	10.3717	5.23758
342	0.0026609	0.04371	9.6544	4.68981
342	0.0026609	0.04371	9.27712	4.2348
343	0.00588231	0.0676365	18.3376	11.0764
343	0.00588231	0.0676365	17.8541	10.7387
343	0.00588231	0.0676365	17.8386	10.7754
343	0.00588231	0.0676365	18.0259	10.9296
343	0.00588231	0.0676365	17.7584	10.4916
344	0.00830357	0.0262156	13.5065	10.1441
344	0.00830357	0.0262156	13.4977	10.1071
344	0.00830357	0.0262156	13.5788	10.2142
344	0.00830357	0.0262156	13.4748	10.213
344	0.00830357	0.0262156	13.0151	9.69122
345	0.00215222	0.0762221	5.96235	0.984794
345	0.00215222	0.0762221	5.85054	1.01692
345	0.00215222	0.0762221	5.48343	0.773043
345	0.00215222	0.0762221	6.21886	1.03156
345	0.00215222	0.0762221	5.58156	0.782565
346	0.00435458	0.014851	7.90757	5.61528
346	0.00435458	0.014851	8.02391	5.70712
346	0.00435458	0.014851	8.19851	5.82993
346	0.00435458	0.014851	8.05442	5.72652
346	0.00435458	0.014851	8.17991	5.92915
347	0.00484474	0.0880262	14.0638	6.05858
347	0.00484474	0.0880262	14.0363	6.18949
347	0.00484474	0.0880262	14.6418	6.55022
347	0.00484474	0.0880262	13.5714	5.72975
347	0.00484474	0.0880262	14.2905	6.26687
348	0.00158715	0.0731149	4.39457	0.360817
348	0.00158715	0.0731149	4.33522	0.345414
348	0.00158715	0.0731149	4.52706	0.452706
348	0.00158715	0.0731149	4.14989	0.30623
348	0.00158715	0.0731149	4.60107	0.421964
349	0.000584164	0.0639517	2.54636	0.0277582
349	0.000584164	0.0639517	2.59216	0.0368467
349	0.000584164	0.0639517	2.64873	0.0424534
349	0.000584164	0.0639517	2.61678	0.0369864
349	0.000584164	0.0639517	2.65764	0.046268
350	0.00806184	0.046598	19.1374	13.673
350	0.00806184	0.046598	19.0537	13.723
350	0.00806184	0.046598	19.0531	13.6212
350	0.00806184	0.046598	18.6529	13.3122
350	0.00806184	0.046598	18.9504	13.4717
351	0.00582709	0.0474416	16.0886	10.7165
351	0.00582709	0.0474416	16.8732	11.2549
351	0.00582709	0.0474416	16.2513	10.6816
351	0.00582709	0.0474416	16.5763	11.1978
351	0.00582709	0.0474416	16.8083	11.1269
352	0.0029167	0.0428487	10.3744	5.47439
352	0.0029167	0.0428487	10.8486	5.9696
352	0.0029167	0.0428487	9.93918	4.98526
352	0.0029167	0.0428487	10.6518	5.73076
352	0.0029167	0.0428487	9.68989	4.83758
353	0.00587649	0.0189556	9.9908	7.37075
353	0.00587649	0.0189556	10.2466	7.54769
353	0.00587649	0.0189556	9.76872	7.14721
353	0.00587649	0.0189556	10.1443	7.51227
353	0.00587649	0.0189556	10.2112	7.43067
354	0.000375645	0.0452444	2.46276	0.0203534
354	0.000375645	0.0452444	2.47589	0.0203245
354	0.000375645	0.0452444	2.47327	0.0295978
354	0.000375645	0.0452444	2.36861	0.0296307
354	0.000375645	0.0452444	2.38922	0.0166174
355	0.00584847	0.0662958	18.0102	10.8729
355	0.00584847	0.0662958	17.7396	10.8018
355	0.00584847	0.0662958	17.1595	10.1533
355	0.00584847	0.0662958	17.2479	10.1525
355	0.00584847	0.0662958	18.4029	11.152
356	0.00873791	0.0351539	16.4257	12.091
356	0.00873791	0.0351539	16.6848	12.4125
356	0.00873791	0.0351539	16.7559	12.3994
356	0.00873791	0.0351539	16.7715	12.4085
356	0.00873791	0.0351539	16.4657	12.121
357	0.00721456	0.0528934	19.0583	13.1161
357	0.00721456	0.0528934	19.6298	13.7829
357	0.00721456	0.0528934	19.6346	13.7172
357	0.00721456	0.0528934	18.9295	13.0432
357	0.00721456	0.0528934	19.3918	13.339
358	0.00734359	0.0396991	17.0901	12.2434
358	0.00734359	0.0396991	16.9104	12.2536
358	0.00734359	0.0396991	16.7629	12.1142
358	0.00734359	0.0396991	16.8871	12.1958
358	0.00734359	0.0396991	16.9577	12.2413
359	0.00781001	0.0317922	14.7661	10.925
359	0.00781001	0.0317922	14.843	11.2673
359	0.00781001	0.0317922	15.1156	11.1091
359	0.00781001	0.0317922	15.2445	11.3124
359	0.00781001	0.0317922	15.0718	11.1731
360	0.0037359	0.0481111	12.2697	6.81014
360	0.0037359	0.0481111	12.1168	6.88349
360	0.0037359	0.0481111	12.964	7.4293
360	0.0037359	0.0481111	12.4871	6.95962
360	0.0037359	0.0481111	12.1265	6.75212
361	0.00378001	0.0666954	12.0647	5.46729
361	0.00378001	0.0666954	11.4183	5.02633
361	0.00378001	0.0666954	11.2067	4.6673
361	0.00378001	0.0666954	12.8117	6.15427
361	0.00378001	0.0666954	11.3175	4.98098
362	0.00868966	0.0479548	19.6827	14.257
362	0.00868966	0.0479548	19.5914	13.9566
362	0.00868966	0.0479548	19.6785	14.3224
362	0.00868966	0.0479548	19.4111	13.9931
362	0.00868966	0.0479548	19.7645	14.3487
363	0.00184084	0.0174281	6.96715	4.16328
363	0.00184084	0.0174281	6.81671	4.04206
363	0.00184084	0.0174281	6.6733	3.92439
363	0.00184084	0.0174281	6.89189	4.03523
363	0.00184084	0.0174281	6.319	3.59686
364	0.00327251	0.0235677	9.5644	6.33568
364	0.00327251	0.0235677	9.86413	6.61107
364	0.00327251	0.0235677	9.51429	6.33546
364	0.00327251	0.0235677	9.71571	6.58298
364	0.00327251	0.0235677	9.80646	6.58632
365	0.00103458	0.0953261	3.02484	0.0501356
365	0.00103458	0.0953261	3.01968	0.0350696
365	0.00103458	0.0953261	2.96216	0.0552985
365	0.00103458	0.0953261	3.1037	0.0646603
365	0.00103458	0.0953261	2.82126	0.0407536
366	0.00548869	0.0990465	14.829	6.35847
366	0.00548869	0.0990465	12.828	4.74237
366	0.00548869	0.0990465	15.4308	6.4238
366	0.00548869	0.0990465	16.9362	8.02552
366	0.00548869	0.0990465	16.2094	7.21028
367	0.00654059	0.0693589	18.9991	11.5845
367	0.00654059	0.0693589	19.4635	12.0919
367	0.00654059	0.0693589	19.4531	12.2502
367	0.00654059	0.0693589	18.2186	10.8473
367	0.00654059	0.0693589	19.3765	12.1331
368	0.00680221	0.0217168	11.517	8.45334
368	0.00680221	0.0217168	11.4123	8.45568
368	0.00680221	0.0217168	11.2212	8.40304
368	0.00680221	0.0217168	11.4575	8.51559
368	0.00680221	0.0217168	11.2928	8.40493
369	0.00784998	0.0810547	22.2876	14.3086
369	0.00784998	0.0810547	22.391	14.1694
369	0.00784998	0.0810547	22.7866	14.4597
369	0.00784998	0.0810547	21.8382	13.5713
369	0.00784998	0.0810547	22.0975	13.8709
370	0.00640196	0.0332416	14.7905	10.7283
370	0.00640196	0.0332416	14.4688	10.3992
370	0.00640196	0.0332416	14.7734	10.5368
370	0.00640196	0.0332416	14.8378	10.6164
370	0.00640196	0.0332416	14.6567	10.5543
371	0.00859405	0.0629399	22.2339	15.4598
371	0.00859405	0.0629399	22.5068	15.8465
371	0.00859405	0.0629399	22.2775	15.5172
371	0.00859405	0.0629399	22.1706	15.5939
371	0.00859405	0.0629399	22.2988	15.6464
372	0.00806583	0.0812589	23.3847	15.1907
372	0.00806583	0.0812589	22.9072	14.7239
372	0.00806583	0.0812589	22.4436	14.0816
372	0.00806583	0.0812589	22.9459	14.6501
372	0.00806583	0.0812589	22.174	13.8391
373	0.003578	0.0824958	9.20979	2.53385
373	0.003578	0.0824958	10.1476	3.31656
373	0.003578	0.0824958	9.86395	3.1555
373	0.003578	0.0824958	9.41852	2.7537
373	0.003578	0.0824958	10.6577	3.53039
374	0.00184934	0.0156478	6.65932	4.09479
374	0.00184934	0.0156478	6.73873	4.10633
374	0.00184934	0.0156478	6.55091	4.01208
374	0.00184934	0.0156478	6.6138	3.9631
374	0.00184934	0.0156478	6.51764	3.97007
375	0.00682874	0.0168562	9.49027	7.01278
375	0.00682874	0.0168562	9.64142	7.10886
375	0.00682874	0.0168562	9.80067	7.32607
375	0.00682874	0.0168562	9.56783	7.16895
375	0.00682874	0.0168562	9.75758	7.22463
376	0.00374026	0.0916898	10.1466	3.12131
376	0.00374026	0.0916898	8.16903	1.833
376	0.00374026	0.0916898	9.26632	2.50111
376	0.00374026	0.0916898	9.95659	2.75977
376	0.00374026	0.0916898	10.283	3.07514
377	0.00496006	0.0872304	15.405	7.08608
377	0.00496006	0.0872304	14.7869	6.66827
377	0.00496006	0.0872304	15.5091	7.11333
377	0.00496006	0.0872304	14.4803	6.40785
377	0.00496006	0.0872304	14.6969	6.59939
378	0.00857776	0.0633973	22.1825	15.4779
378	0.00857776	0.0633973	22.1043	15.3823
378	0.00857776	0.0633973	21.8759	15.0322
378	0.00857776	0.0633973	22.0043	15.1566
378	0.00857776	0.0633973	22.4035	15.4277
379	0.00761958	0.0668914	21.0526	14.0099
379	0.00761958	0.0668914	21.1622	13.9989
379	0.00761958	0.0668914	21.7407	14.6977
379	0.00761958	0.0668914	20.9485	13.8282
379	0.00761958	0.0668914	21.4002	14.4197
380	0.00684765	0.0511717	18.1512	12.4616
380	0.00684765	0.0511717	18.1378	12.4864
380	0.00684765	0.0511717	18.5998	12.7718
380	0.00684765	0.0511717	18.7874	13.0075
380	0.00684765	0.0511717	18.0057	12.0056
381	0.00314509	0.0323261	10.7602	6.60776
381	0.00314509	0.0323261	10.4684	6.48271
381	0.00314509	0.0323261	10.2429	6.11181
381	0.00314509	0.0323261	10.8091	6.62902
381	0.00314509	0.0323261	10.4879	6.51275
382	0.00751408	0.0393946	16.4511	11.9091
382	0.00751408	0.0393946	17.0929	12.3299
382	0.00751408	0.0393946	17.1278	12.5403
382	0.00751408	0.0393946	17.0686	12.4179
382	0.00751408	0.0393946	16.8686	12.1952
383	0.00766104	0.0357012	16.0834	11.8255
383	0.00766104	0.0357012	15.9634	11.6106
383	0.00766104	0.0357012	15.9766	11.6347
383	0.00766104	0.0357012	16.2316	11.9084
383	0.00766104	0.0357012	16.0095	11.6564
384	0.00472905	0.0936722	13.2013	5.12276
384	0.00472905	0.0936722	13.5138	5.33191
384	0.00472905	0.0936722	14.3569	6.09995
384	0.00472905	0.0936722	12.2734	4.45852
384	0.00472905	0.0936722	13.9719	5.58324
385	0.00118794	0.0935965	3.46357	0.140465
385	0.00118794	0.0935965	3.32913	0.0907777
385	0.00118794	0.0935965	3.53298	0.120044
385	0.00118794	0.0935965	3.37131	0.116316
385	0.00118794	0.0935965	3.53224	0.173656
386	0.00145056	0.0746422	3.62573	0.158683
386	0.00145056	0.0746422	4.08073	0.319153
386	0.00145056	0.0746422	4.20636	0.357439
386	0.00145056	0.0746422	3.94051	0.2494
386	0.00145056	0.0746422	4.24171	0.306941
387	0.00559262	0.0367669	14.6526	10.2149
387	0.00559262	0.0367669	14.49	10.0151
387	0.00559262	0.0367669	14.8095	10.3454
387	0.00559262	0.0367669	14.8065	10.3144
387	0.00559262	0.0367669	14.4804	10.1527
388	0.00049431	0.0523303	2.67695	0.037
388	0.00049431	0.0523303	2.5278	0.0444774
388	0.00049431	0.0523303	2.51285	0.0386876
388	0.00049431	0.0523303	2.5667	0.0387497
388	0.00049431	0.0523303	2.35097	0.0147512
389	0.00133943	0.0109766	5.27296	2.93434
389	0.00133943	0.0109766	5.08962	2.77163
389	0.00133943	0.0109766	5.18581	2.87835
389	0.00133943	0.0109766	5.03348	2.79433
389	0.00133943	0.0109766	5.09711	2.78259
390	0.00563945	0.0631703	17.9614	11.0653
390	0.00563945	0.0631703	17.5243	10.7263
390	0.00563945	0.0631703	17.4181	10.735
390	0.00563945	0.0631703	16.8712	10.085
390	0.00563945	0.0631703	17.4869	10.6192
391	0.00320576	0.0725612	9.27135	2.96245
391	0.00320576	0.0725612	9.34321	3.06861
391	0.00320576	0.0725612	9.7902	3.37085
391	0.00320576	0.0725612	8.9933	2.83912
391	0.00320576	0.0725612	9.83316	3.42906
392	0.00465987	0.0681395	14.5568	7.74582
392	0.00465987	0.0681395	14.847	7.85789
392	0.00465987	0.0681395	14.4121	7.38623
392	0.00465987	0.0681395	13.9919	6.98767
392	0.00465987	0.0681395	15.2954	8.12077
393	0.0063356	0.0370721	15.1801	10.6353
393	0.0063356	0.0370721	15.3617	11.0218
393	0.0063356	0.0370721	15.1653	10.562
393	0.0063356	0.0370721	15.5312	11.0217
393	0.0063356	0.0370721	15.6116	10.9701
394	0.00237997	0.0394708	9.14363	4.46008
394	0.00237997	0.0394708	9.10234	4.44761
394	0.00237997	0.0394708	8.78272	4.19923
394	0.00237997	0.0394708	8.92785	4.43071
394	0.00237997	0.0394708	9.06014	4.36359
395	0.00893439	0.0455186	19.5559	14.2248
395	0.00893439	0.0455186	19.1443	14.0248
395	0.00893439	0.0455186	19.069	13.9159
395	0.00893439	0.0455186	19.3893	14.1178
395	0.00893439	0.0455186	19.4077	14.3008
396	0.00657282	0.0869777	19.4864	10.841
396	0.00657282	0.0869777	19.2057	10.6496
396	0.00657282	0.0869777	19.5832	10.8483
396	0.00657282	0.0869777	20.567	11.7935
396	0.00657282	0.0869777	19.6173	10.9538
397	0.00670703	0.0740212	20.1965	12.5776
397	0.00670703	0.0740212	19.5378	12.0281
397	0.00670703	0.0740212	20.9005	13.314
397	0.00670703	0.0740212	20.1284	12.3103
397	0.00670703	0.0740212	19.805	12.0751
398	0.00113185	0.0227042	4.87967	1.6992
398	0.00113185	0.0227042	5.49028	2.21379
398	0.00113185	0.0227042	5.01715	1.85677
398	0.00113185	0.0227042	5.24452	2.03995
398	0.00113185	0.0227042	4.87256	1.68509
399	0.000289596	0.0558256	2.37662	0.0055702
399	0.000289596	0.0558256	2.31113	0.0110934
399	0.000289596	0.0558256	2.27071	0.00926818
399	0.000289596	0.0558256	2.17123	0.00368942
399	0.000289596	0.0558256	2.15883	0.00553546
400	0.00742334	0.0898717	21.7889	12.802
400	0.00742334	0.0898717	21.5399	12.6662
400	0.00742334	0.0898717	20.6325	11.8321
400	0.00742334	0.0898717	22.0378	13.0109
400	0.00742334	0.0898717	21.052	12.3294
401	0.00671566	0.0256675	12.6628	9.25834
401	0.00671566	0.0256675	12.6437	9.37864
401	0.00671566	0.0256675	12.6871	9.38001
401	0.00671566	0.0256675	12.5451	9.22284
401	0.00671566	0.0256675	12.7766	9.54564
402	0.00498809	0.0182884	9.51477	6.85837
402	0.00498809	0.0182884	9.52223	6.98506
402	0.00498809	0.0182884	9.53048	6.92841
402	0.00498809	0.0182884	9.42307	6.83721
402	0.00498809	0.0182884	9.69301	7.06959
403	0.00755605	0.0711011	21.0778	13.556
403	0.00755605	0.0711011	21.6432	14.3969
403	0.00755605	0.0711011	20.9031	13.634
403	0.00755605	0.0711011	21.923	14.3994
403	0.00755605	0.0711011	21.5216	13.9765
404	0.00441678	0.086501	11.6488	4.21759
404	0.00441678	0.086501	12.3361	4.75699
404	0.00441678	0.086501	12.5372	4.84148
404	0.00441678	0.086501	12.5854	5.01059
404	0.00441678	0.086501	12.6409	4.91876
405	0.00224556	0.0601277	7.01631	1.78274
405	0.00224556	0.0601277	7.33685	2.14467
405	0.00224556	0.0601277	7.24536	1.9614
405	0.00224556	0.0601277	6.80321	1.73382
405	0.00224556	0.0601277	6.9684	1.80265
406	0.00355306	0.0491055	12.1399	6.70665
406	0.00355306	0.0491055	11.8645	6.47543
406	0.00355306	0.0491055	12.4569	6.89693
406	0.00355306	0.0491055	12.3626	6.73194
406	0.00355306	0.0491055	11.6017	6.23871
407	0.00738687	0.0361102	16.0476	11.6664
407	0.00738687	0.0361102	15.6822	11.2827
407	0.00738687	0.0361102	16.2676	11.8122
407	0.00738687	0.0361102	15.8119	11.5727
407	0.00738687	0.0361102	15.933	11.59
408	0.00800181	0.0513281	19.6349	13.8795
408	0.00800181	0.0513281	19.5693	13.7837
408	0.00800181	0.0513281	19.7815	14.0935
408	0.00800181	0.0513281	19.8669	14.232
408	0.00800181	0.0513281	19.467	13.7525
409	0.00577365	0.0136056	8.11848	5.94799
409	0.00577365	0.0136056	7.99007	5.90087
409	0.00577365	0.0136056	8.10068	6.04462
409	0.00577365	0.0136056	8.18693	6.05532
409	0.00577365	0.0136056	8.03471	5.90234
410	0.00213422	0.0662452	5.84472	1.02882
410	0.00213422	0.0662452	6.13408	1.25742
410	0.00213422	0.0662452	6.45126	1.44858
410	0.00213422	0.0662452	6.65879	1.49943
410	0.00213422	0.0662452	7.3458	1.90153
411	0.0025661	0.0967359	6.4703	0.865042
411	0.0025661	0.0967359	5.9828	0.741837
411	0.0025661	0.0967359	5.63138	0.587334
411	0.0025661	0.0967359	5.3457	0.548087
411	0.0025661	0.0967359	6.18437	0.867399
412	0.00187357	0.0308198	7.45345	3.54716
412	0.00187357	0.0308198	7.69826	3.79019
412	0.00187357	0.0308198	8.1166	4.2145
412	0.00187357	0.0308198	7.87621	3.98326
412	0.00187357	0.0308198	7.74864	3.86602
413	0.00257284	0.0973875	5.88203	0.733181
413	0.00257284	0.0973875	5.80869	0.736937
413	0.00257284	0.0973875	6.34747	0.880617
413	0.00257284	0.0973875	5.64138	0.617603
413	0.00257284	0.0973875	5.35823	0.567711
414	0.00219438	0.0520452	7.45044	2.42692
414	0.00219438	0.0520452	7.56278	2.60173
414	0.00219438	0.0520452	7.76783	2.65572
414	0.00219438	0.0520452	7.407	2.33457
414	0.00219438	0.0520452	7.76778	2.60955
415	0.00541805	0.0433477	15.8143	10.7662
415	0.00541805	0.0433477	15.5555	10.3339
415	0.00541805	0.0433477	15.4456	10.3462
415	0.00541805	0.0433477	15.8142	10.7657
415	0.00541805	0.0433477	15.6566	10.5129
416	0.000286586	0.0355539	2.28415	0.0147842
416	0.000286586	0.0355539	2.22947	0.0222391
416	0.000286586	0.0355539	2.36432	0.0259408
416	0.000286586	0.0355539	2.35096	0.0277019
416	0.000286586	0.0355539	2.34199	0.0259192
417	0.00786295	0.0106273	7.33038	5.35398
417	0.00786295	0.0106273	7.15985	5.23113
417	0.00786295	0.0106273	7.04589	5.1719
417	0.00786295	0.0106273	7.3574	5.42338
417	0.00786295	0.0106273	7.31028	5.37832
418	0.00235475	0.0897463	5.15567	0.602298
418	0.00235475	0.0897463	5.41045	0.629895
418	0.00235475	0.0897463	5.60142	0.692311
418	0.00235475	0.0897463	5.9963	0.818854
418	0.00235475	0.0897463	5.68751	0.753056
419	0.00956437	0.0258286	13.8981	10.4882
419	0.00956437	0.0258286	13.6541	10.3421
419	0.00956437	0.0258286	13.7725	10.4088
419	0.00956437	0.0258286	13.6734	10.3139
419	0.00956437	0.0258286	13.736	10.314
420	0.00845813	0.0256922	13.5751	10.1883
420	0.00845813	0.0256922	13.6549	10.3526
420	0.00845813	0.0256922	13.6135	10.1168
420	0.00845813	0.0256922	13.4254	10.044
420	0.00845813	0.0256922	13.3257	10.0699
421	0.00723436	0.0278142	13.6148	9.95632
421	0.00723436	0.0278142	13.4084	9.87295
421	0.00723436	0.0278142	13.5855	10.0271
421	0.00723436	0.0278142	13.621	10.0363
421	0.00723436	0.0278142	13.4844	9.94945
422	0.00114031	0.0341644	4.65353	1.08342
422	0.00114031	0.0341644	4.6371	0.984187
422	0.00114031	0.0341644	5.10912	1.33837
422	0.00114031	0.0341644	5.14668	1.30279
422	0.00114031	0.0341644	4.61795	1.0497
423	0.00138042	0.0724195	4.00355	0.277254
423	0.00138042	0.0724195	3.89661	0.219242
423	0.00138042	0.0724195	3.86864	0.236027
423	0.00138042	0.0724195	3.7326	0.201512
423	0.00138042	0.0724195	3.885	0.24143
424	0.0066795	0.0495435	18.6842	12.751
424	0.0066795	0.0495435	18.0038	12.3961
424	0.0066795	0.0495435	18.4212	12.6385
424	0.0066795	0.0495435	18.3379	12.5447
424	0.0066795	0.0495435	18.1395	12.4855
425	0.00454062	0.0227991	10.6985	7.57265
425	0.00454062	0.0227991	10.5445	7.478
425	0.00454062	0.0227991	10.4791	7.32833
425	0.00454062	0.0227991	10.8399	7.68746
425	0.00454062	0.0227991	10.7335	7.62901
426	0.0092172	0.0605611	22.3075	15.8346
426	0.0092172	0.0605611	22.5839	16.2295
426	0.0092172	0.0605611	22.4122	15.8459
426	0.0092172	0.0605611	22.5937	16.0246
426	0.0092172	0.0605611	22.3656	15.8564
427	0.00967368	0.0434624	19.4559	14.4678
427	0.00967368	0.0434624	19.5445	14.4758
