Sim	T1	W	k	Antigen_2016	MF_2016	ICCV
7	0.00541484	0.346275	0.107045	10.8194	3.94941	0.2074
7	0.00541484	0.346275	0.107045	9.86098	3.3561	0.2553
7	0.00541484	0.346275	0.107045	10.4922	3.45282	0.264
8	0.00108678	0.692385	0.204698	2.34397	0.0129297	0.2229
8	0.00108678	0.692385	0.204698	2.52381	0.00557953	0.3436
8	0.00108678	0.692385	0.204698	2.49276	0.0202963	0.192
8	0.00108678	0.692385	0.204698	2.61064	0.012924	0.1099
8	0.00108678	0.692385	0.204698	2.62294	0.0296796	0.2294
9	0.00127941	0.442005	0.071794	3.69698	0.351741	0.0687
9	0.00127941	0.442005	0.071794	3.58298	0.380657	0.1852
9	0.00127941	0.442005	0.071794	3.35873	0.31072	0.3311
9	0.00127941	0.442005	0.071794	3.17757	0.239013	0.0877
9	0.00127941	0.442005	0.071794	3.27917	0.180742	0.2213
10	0.00701791	0.74049	0.272817	7.75121	1.30759	0.262
10	0.00701791	0.74049	0.272817	7.56516	1.06993	0.4264
10	0.00701791	0.74049	0.272817	8.26788	0.998518	0.2471
10	0.00701791	0.74049	0.272817	7.30521	0.919138	0.1577
10	0.00701791	0.74049	0.272817	7.89372	1.2491	0.0367
11	0.00181231	0.396079	0.16058	3.16141	0.0940127	0.3602
11	0.00181231	0.396079	0.16058	3.3134	0.0925532	0.2636
11	0.00181231	0.396079	0.16058	3.34245	0.0960792	0.2723
11	0.00181231	0.396079	0.16058	3.2371	0.111177	0.3129
11	0.00181231	0.396079	0.16058	3.27799	0.135423	0.4977
12	0.000894811	0.541527	0.263845	2.41998	0.00925069	0.3022
12	0.000894811	0.541527	0.263845	2.36122	0.00738457	0.1009
12	0.000894811	0.541527	0.263845	2.37566	0.00370329	0.5005
12	0.000894811	0.541527	0.263845	2.45702	0.00924385	0.1439
12	0.000894811	0.541527	0.263845	2.33249	0.00927799	0.2026
13	0.00895342	0.206109	0.0398766	13.0797	8.4572	0.119
13	0.00895342	0.206109	0.0398766	13.7056	8.98876	0.0565
13	0.00895342	0.206109	0.0398766	13.6423	8.87524	0.0274
13	0.00895342	0.206109	0.0398766	13.4111	8.58749	0.0234
13	0.00895342	0.206109	0.0398766	13.8539	9.14654	0.013
14	0.00240319	0.461637	0.177072	3.74643	0.169538	0.0534
14	0.00240319	0.461637	0.177072	3.9045	0.216198	0.1645
14	0.00240319	0.461637	0.177072	3.69213	0.283161	0.451
14	0.00240319	0.461637	0.177072	3.92882	0.184798	0.2072
14	0.00240319	0.461637	0.177072	3.78812	0.182404	0.1733
15	0.00359156	0.355543	0.0682338	7.56555	2.51878	0.1189
15	0.00359156	0.355543	0.0682338	8.09925	3.03305	0.209
15	0.00359156	0.355543	0.0682338	8.77984	3.20745	0.1931
15	0.00359156	0.355543	0.0682338	7.83877	3.02119	0.3367
15	0.00359156	0.355543	0.0682338	7.73545	2.7562	0.0808
16	0.00825375	0.113632	0.220159	9.85323	3.00194	0.4746
16	0.00825375	0.113632	0.220159	10.3011	3.12361	0.364
16	0.00825375	0.113632	0.220159	10.4371	3.35464	0.2691
16	0.00825375	0.113632	0.220159	10.2164	3.15702	0.5889
16	0.00825375	0.113632	0.220159	10.2653	2.66748	0.4294
17	0.00736121	0.0167085	0.212979	9.4892	2.84436	0.3821
17	0.00736121	0.0167085	0.212979	9.56335	2.52631	0.4887
17	0.00736121	0.0167085	0.212979	8.83866	3.02734	0.6879
17	0.00736121	0.0167085	0.212979	8.85347	2.94194	0.3329
17	0.00736121	0.0167085	0.212979	9.99429	2.48107	0.5402
18	0.00373511	0.742417	0.157072	5.54994	0.702012	0.0868
18	0.00373511	0.742417	0.157072	5.78212	0.687076	0.2513
18	0.00373511	0.742417	0.157072	6.01463	0.783473	0.2463
18	0.00373511	0.742417	0.157072	5.6249	0.806198	0.3405
18	0.00373511	0.742417	0.157072	6.19268	0.737796	0.2955
19	0.00382407	0.0540545	0.281461	4.15619	0.282872	0.4742
19	0.00382407	0.0540545	0.281461	4.07673	0.23285	0.3218
19	0.00382407	0.0540545	0.281461	4.57397	0.273073	0.3653
19	0.00382407	0.0540545	0.281461	4.3897	0.248194	0.3025
19	0.00382407	0.0540545	0.281461	4.22314	0.178884	0.2709
20	0.0033972	0.0916143	0.117502	5.43637	1.21404	0.4451
20	0.0033972	0.0916143	0.117502	5.78063	1.29425	0.3883
20	0.0033972	0.0916143	0.117502	5.941	1.26329	0.2429
20	0.0033972	0.0916143	0.117502	5.72402	1.16072	0.4281
20	0.0033972	0.0916143	0.117502	6.16331	1.53943	0.3608
21	0.00929946	0.380775	0.240297	12.8582	3.18913	0.3358
21	0.00929946	0.380775	0.240297	11.6866	2.58594	0.2497
21	0.00929946	0.380775	0.240297	12.2222	3.40409	0.346
21	0.00929946	0.380775	0.240297	11.7817	3.29835	0.1895
21	0.00929946	0.380775	0.240297	11.8292	3.25164	0.2111
22	0.00840872	0.0947473	0.137337	14.7974	6.07706	0.445
22	0.00840872	0.0947473	0.137337	13.9487	5.66614	0.3349
22	0.00840872	0.0947473	0.137337	13.9551	6.44506	0.3954
22	0.00840872	0.0947473	0.137337	13.538	5.40006	0.4388
22	0.00840872	0.0947473	0.137337	13.6541	5.60656	0.2534
23	0.00352546	0.652729	0.271122	4.12316	0.223623	0.4174
23	0.00352546	0.652729	0.271122	4.39512	0.225296	0.2543
23	0.00352546	0.652729	0.271122	3.85412	0.125819	0.0941
23	0.00352546	0.652729	0.271122	4.28167	0.164538	0.2209
23	0.00352546	0.652729	0.271122	4.14744	0.242768	0.2252
24	0.00736164	0.401987	0.158105	11.5594	3.83277	0.2803
24	0.00736164	0.401987	0.158105	12.6027	4.06032	0.1562
24	0.00736164	0.401987	0.158105	12.2791	4.00753	0.1241
24	0.00736164	0.401987	0.158105	12.2468	3.70247	0.2291
24	0.00736164	0.401987	0.158105	11.5987	3.83291	0.1666
25	0.00626207	0.389405	0.230914	7.31234	1.05888	0.1622
25	0.00626207	0.389405	0.230914	7.30458	1.35591	0.2741
25	0.00626207	0.389405	0.230914	7.13044	1.24787	0.2393
25	0.00626207	0.389405	0.230914	8.04962	1.15523	0.1413
25	0.00626207	0.389405	0.230914	8.23867	1.22672	0.3916
26	0.00961125	0.0890916	0.13065	13.0804	5.71413	0.3138
26	0.00961125	0.0890916	0.13065	12.8196	5.92766	0.2602
26	0.00961125	0.0890916	0.13065	15.1949	7.07571	0.3079
26	0.00961125	0.0890916	0.13065	15.177	6.97407	0.3366
26	0.00961125	0.0890916	0.13065	17.6388	8.2132	0.3709
27	0.00288965	0.0419016	0.199448	4.06852	0.283333	0.29
27	0.00288965	0.0419016	0.199448	4.00488	0.390134	0.3329
27	0.00288965	0.0419016	0.199448	3.95861	0.302522	0.3471
27	0.00288965	0.0419016	0.199448	3.88616	0.322771	0.4494
27	0.00288965	0.0419016	0.199448	4.18091	0.37521	0.36
28	0.00873363	0.434729	0.188821	13.4547	3.96322	0.1429
28	0.00873363	0.434729	0.188821	12.3872	4.17142	0.3018
28	0.00873363	0.434729	0.188821	13.7766	4.27672	0.1582
28	0.00873363	0.434729	0.188821	12.7103	4.08672	0.1524
28	0.00873363	0.434729	0.188821	13.4434	3.89692	0.2212
29	0.00976321	0.505149	0.222853	13.9734	3.69651	0.2308
29	0.00976321	0.505149	0.222853	14.5809	4.22317	0.1279
29	0.00976321	0.505149	0.222853	13.2216	4.24782	0.2682
29	0.00976321	0.505149	0.222853	13.5008	3.77365	0.2125
29	0.00976321	0.505149	0.222853	14.0425	4.69251	0.2781
30	0.0067837	0.722364	0.0920533	13.7433	6.0277	0.1349
30	0.0067837	0.722364	0.0920533	14.6683	6.78448	0.136
30	0.0067837	0.722364	0.0920533	13.3854	6.03961	0.1662
30	0.0067837	0.722364	0.0920533	14.7705	6.6716	0.0937
30	0.0067837	0.722364	0.0920533	13.9706	6.45567	0.2258
31	0.00522782	0.0187781	0.118573	9.27094	3.28023	0.47
31	0.00522782	0.0187781	0.118573	6.62677	2.54876	0.4403
31	0.00522782	0.0187781	0.118573	8.79261	2.77496	0.4739
31	0.00522782	0.0187781	0.118573	8.95774	3.09086	0.3919
31	0.00522782	0.0187781	0.118573	7.88788	3.16698	0.3732
32	0.00366858	0.528252	0.0403947	8.96972	4.40885	0.1329
32	0.00366858	0.528252	0.0403947	9.39832	4.90371	0.1591
32	0.00366858	0.528252	0.0403947	9.07084	4.57809	0.0625
32	0.00366858	0.528252	0.0403947	8.35192	4.07651	0.1561
32	0.00366858	0.528252	0.0403947	8.77787	4.32293	0.0761
33	0.00949905	0.629962	0.216563	12.8704	3.74825	0.3087
33	0.00949905	0.629962	0.216563	12.6939	3.48709	0.1049
33	0.00949905	0.629962	0.216563	14.412	4.39996	0.1672
33	0.00949905	0.629962	0.216563	12.3145	4.11222	0.2183
33	0.00949905	0.629962	0.216563	13.8762	4.43654	0.2011
34	0.00239681	0.52994	0.223288	3.47976	0.123815	0.0536
34	0.00239681	0.52994	0.223288	3.47125	0.0645899	0.3469
34	0.00239681	0.52994	0.223288	3.57064	0.0940612	0.3836
34	0.00239681	0.52994	0.223288	3.37203	0.0996659	0.0503
34	0.00239681	0.52994	0.223288	3.37375	0.116273	0.1829
35	0.00435719	0.510189	0.117013	7.82041	2.20694	0.2192
35	0.00435719	0.510189	0.117013	8.41726	2.18609	0.1394
35	0.00435719	0.510189	0.117013	8.60098	2.21453	0.1242
35	0.00435719	0.510189	0.117013	8.08641	1.99996	0.1784
35	0.00435719	0.510189	0.117013	7.83075	1.8475	0.1921
36	0.00826565	0.595405	0.118247	16.407	7.05106	0.0565
36	0.00826565	0.595405	0.118247	16.8039	7.61448	0.1945
36	0.00826565	0.595405	0.118247	15.399	6.43147	0.1264
36	0.00826565	0.595405	0.118247	15.2917	6.69222	0.3651
36	0.00826565	0.595405	0.118247	15.8957	6.92399	0.1129
37	0.00530824	0.531656	0.108048	10.7258	3.69837	0.2143
37	0.00530824	0.531656	0.108048	10.9888	3.82541	0.2348
37	0.00530824	0.531656	0.108048	10.3282	3.4587	0.026
37	0.00530824	0.531656	0.108048	10.095	3.36376	0.2956
37	0.00530824	0.531656	0.108048	10.5741	3.68667	0.2281
38	0.00257703	0.282427	0.253371	3.49992	0.114208	0.2206
38	0.00257703	0.282427	0.253371	3.53446	0.109065	0.3314
38	0.00257703	0.282427	0.253371	3.36737	0.0667173	0.3262
38	0.00257703	0.282427	0.253371	3.43863	0.0828363	0.2908
38	0.00257703	0.282427	0.253371	3.35419	0.123275	0.3291
39	0.00847916	0.678681	0.0486595	14.5643	9.04343	0.0365
39	0.00847916	0.678681	0.0486595	14.9111	9.32821	0.0802
39	0.00847916	0.678681	0.0486595	14.8364	9.24786	0.122
39	0.00847916	0.678681	0.0486595	14.5085	9.11431	0.0879
39	0.00847916	0.678681	0.0486595	14.8792	9.39269	0.0257
40	0.00427269	0.102402	0.016241	6.67922	4.1039	0.0715
40	0.00427269	0.102402	0.016241	6.6854	4.07926	0.0482
40	0.00427269	0.102402	0.016241	6.40786	3.98367	0.4521
40	0.00427269	0.102402	0.016241	6.68695	4.25081	0.013
40	0.00427269	0.102402	0.016241	6.49437	4.00037	0.2503
41	0.00489189	0.384447	0.0558258	11.0857	5.62866	0.1032
41	0.00489189	0.384447	0.0558258	11.0761	5.5758	0.1281
41	0.00489189	0.384447	0.0558258	11.0066	5.42663	0.0533
41	0.00489189	0.384447	0.0558258	11.4302	5.90268	0.0981
41	0.00489189	0.384447	0.0558258	11.3263	5.58922	0.1384
42	0.0066074	0.0221837	0.242147	7.27844	1.66343	0.522
42	0.0066074	0.0221837	0.242147	7.63093	1.6106	0.5224
42	0.0066074	0.0221837	0.242147	8.3729	2.15488	0.3646
42	0.0066074	0.0221837	0.242147	7.42433	2.21823	0.5481
42	0.0066074	0.0221837	0.242147	7.35338	1.60089	0.2438
43	0.000749873	0.709466	0.0535567	2.78711	0.13105	0.338
43	0.000749873	0.709466	0.0535567	2.91302	0.141012	0.2023
43	0.000749873	0.709466	0.0535567	3.02465	0.13488	0.1323
43	0.000749873	0.709466	0.0535567	2.90378	0.0999389	0.048
43	0.000749873	0.709466	0.0535567	2.59649	0.0902328	0.3185
44	0.00935208	0.125439	0.226202	13.525	4.44337	0.2325
44	0.00935208	0.125439	0.226202	11.7885	3.55438	0.3754
44	0.00935208	0.125439	0.226202	12.3824	4.30485	0.2776
44	0.00935208	0.125439	0.226202	11.2466	4.18746	0.313
44	0.00935208	0.125439	0.226202	12.4608	3.69544	0.1583
45	0.0088521	0.435068	0.218154	13.7951	4.04717	0.2816
45	0.0088521	0.435068	0.218154	13.3155	3.76937	0.1722
45	0.0088521	0.435068	0.218154	12.057	3.17076	0.1024
45	0.0088521	0.435068	0.218154	13.2814	3.37357	0.1563
45	0.0088521	0.435068	0.218154	13.2283	3.7009	0.2095
46	0.00395564	0.372596	0.224724	4.84017	0.44926	0.3969
46	0.00395564	0.372596	0.224724	4.67381	0.50268	0.3138
46	0.00395564	0.372596	0.224724	5.22684	0.488921	0.3364
46	0.00395564	0.372596	0.224724	4.67274	0.34797	0.1675
46	0.00395564	0.372596	0.224724	5.11613	0.392978	0.3333
47	0.00768707	0.0535597	0.166665	11.1337	4.00598	0.4627
47	0.00768707	0.0535597	0.166665	11.391	3.86569	0.1462
47	0.00768707	0.0535597	0.166665	10.4272	3.91645	0.535
47	0.00768707	0.0535597	0.166665	11.41	4.10707	0.5515
47	0.00768707	0.0535597	0.166665	11.3978	3.81581	0.2862
48	0.00306708	0.406375	0.283073	3.95529	0.123776	0.0331
48	0.00306708	0.406375	0.283073	3.78893	0.182532	0.1072
48	0.00306708	0.406375	0.283073	3.60339	0.0973889	0.4535
48	0.00306708	0.406375	0.283073	3.66317	0.176893	0.3825
48	0.00306708	0.406375	0.283073	3.81368	0.126939	0.0947
49	0.00793754	0.00763908	0.261435	8.93066	2.01882	0.5595
49	0.00793754	0.00763908	0.261435	8.98062	1.68294	0.4151
49	0.00793754	0.00763908	0.261435	9.41655	2.53352	0.6276
49	0.00793754	0.00763908	0.261435	8.74831	2.25041	0.5768
49	0.00793754	0.00763908	0.261435	8.54405	2.03174	0.4123
50	0.0071365	0.25296	0.27211	8.18116	1.25137	0.2932
50	0.0071365	0.25296	0.27211	8.5819	1.60055	0.2839
50	0.0071365	0.25296	0.27211	8.13471	1.56316	0.5333
50	0.0071365	0.25296	0.27211	8.39664	1.45255	0.1812
50	0.0071365	0.25296	0.27211	7.84314	1.09159	0.1488
51	0.000298219	0.00296252	0.210029	2.0993	0.0055537	0.3963
51	0.000298219	0.00296252	0.210029	1.94329	0.00368745	0.3046
51	0.000298219	0.00296252	0.210029	1.95312	0.00368514	0.0946
51	0.000298219	0.00296252	0.210029	2.09195	0.00369276	0.3402
51	0.000298219	0.00296252	0.210029	2.04059	0	0.0555
52	0.00777077	0.054322	0.288708	8.13851	1.70367	0.323
52	0.00777077	0.054322	0.288708	7.8963	1.59855	0.4901
52	0.00777077	0.054322	0.288708	8.42941	1.4231	0.4916
52	0.00777077	0.054322	0.288708	7.93125	1.67986	0.4178
52	0.00777077	0.054322	0.288708	8.33796	1.2321	0.3226
53	0.00850266	0.641722	0.289119	8.70839	1.2509	0.2799
53	0.00850266	0.641722	0.289119	8.86092	1.48511	0.3397
53	0.00850266	0.641722	0.289119	8.7807	1.47086	0.2675
53	0.00850266	0.641722	0.289119	11.2149	2.39845	0.1633
53	0.00850266	0.641722	0.289119	9.73327	1.6999	0.2461
54	0.00973447	0.247328	0.0254989	10.5567	7.30123	0.0389
54	0.00973447	0.247328	0.0254989	10.8076	7.46883	0.0525
54	0.00973447	0.247328	0.0254989	10.7968	7.54501	0.0134
54	0.00973447	0.247328	0.0254989	10.644	7.30818	0.0487
54	0.00973447	0.247328	0.0254989	10.854	7.52766	0.039
55	0.00604559	0.344559	0.0589091	12.9578	7.00148	0.1536
55	0.00604559	0.344559	0.0589091	12.9231	7.09466	0.0523
55	0.00604559	0.344559	0.0589091	12.4922	6.54703	0.1282
55	0.00604559	0.344559	0.0589091	13.6763	7.48185	0.1549
55	0.00604559	0.344559	0.0589091	12.5042	6.71722	0.042
56	0.000313868	0.536902	0.136132	2.03493	0.00554477	0.2085
56	0.000313868	0.536902	0.136132	2.03547	0.00369079	0.582
56	0.000313868	0.536902	0.136132	2.11621	0	0.4663
56	0.000313868	0.536902	0.136132	2.0637	0	0.1241
56	0.000313868	0.536902	0.136132	2.0162	0.00369946	0.2595
57	0.000454565	0.628298	0.0209883	2.76957	0.245569	0.3405
57	0.000454565	0.628298	0.0209883	2.61706	0.182714	0.3741
57	0.000454565	0.628298	0.0209883	2.61396	0.181293	0.1966
57	0.000454565	0.628298	0.0209883	2.60577	0.166208	0.3875
57	0.000454565	0.628298	0.0209883	2.54308	0.155133	0.2291
58	0.00419658	0.0674917	0.0774851	7.50508	2.90859	0.3611
58	0.00419658	0.0674917	0.0774851	8.4198	3.1741	0.3114
58	0.00419658	0.0674917	0.0774851	8.25398	3.24871	0.5146
58	0.00419658	0.0674917	0.0774851	8.87271	3.1413	0.2367
58	0.00419658	0.0674917	0.0774851	7.86805	2.9005	0.2318
59	0.00991699	0.363929	0.248624	14.0917	3.72592	0.3008
59	0.00991699	0.363929	0.248624	12.2979	3.67342	0.2177
59	0.00991699	0.363929	0.248624	13.3124	3.88771	0.1322
59	0.00991699	0.363929	0.248624	13.6031	3.82784	0.2156
59	0.00991699	0.363929	0.248624	12.4979	3.7187	0.3745
60	0.00380943	0.441233	0.0298692	8.09468	4.47089	0.0932
60	0.00380943	0.441233	0.0298692	8.16349	4.50635	0.0457
60	0.00380943	0.441233	0.0298692	8.57408	4.83091	0.0395
60	0.00380943	0.441233	0.0298692	7.9089	4.31058	0.198
60	0.00380943	0.441233	0.0298692	8.20465	4.59734	0.0908
61	0.00950241	0.164519	0.295208	11.0682	2.28869	0.0837
61	0.00950241	0.164519	0.295208	10.597	2.49275	0.2256
61	0.00950241	0.164519	0.295208	11.1043	2.44954	0.3245
61	0.00950241	0.164519	0.295208	11.9144	3.16857	0.2919
61	0.00950241	0.164519	0.295208	10.5259	2.36639	0.3292
62	0.00176749	0.454078	0.0430042	5.07198	1.3508	0.225
62	0.00176749	0.454078	0.0430042	5.27423	1.46394	0.0448
62	0.00176749	0.454078	0.0430042	5.11269	1.35564	0.0996
62	0.00176749	0.454078	0.0430042	4.56855	1.18907	0.3285
62	0.00176749	0.454078	0.0430042	4.87158	1.24061	0.1794
63	0.00140963	0.319349	0.129317	2.94465	0.0756458	0.4423
63	0.00140963	0.319349	0.129317	3.11038	0.102132	0.1387
63	0.00140963	0.319349	0.129317	3.03496	0.133242	0.1262
63	0.00140963	0.319349	0.129317	3.21597	0.0868681	0.3688
63	0.00140963	0.319349	0.129317	3.12569	0.0608183	0.2536
64	0.00686387	0.509771	0.0279383	10.39	6.69227	0.0179
64	0.00686387	0.509771	0.0279383	10.5505	7.05211	0.0484
64	0.00686387	0.509771	0.0279383	10.2101	6.66075	0.0375
64	0.00686387	0.509771	0.0279383	9.98246	6.49377	0.233
64	0.00686387	0.509771	0.0279383	10.2675	6.72361	0.019
65	0.00694972	0.698233	0.0197215	8.36633	5.58742	0.0303
65	0.00694972	0.698233	0.0197215	8.34747	5.56068	0.1194
65	0.00694972	0.698233	0.0197215	8.44779	5.70642	0.2077
65	0.00694972	0.698233	0.0197215	8.4532	5.6871	0.0763
65	0.00694972	0.698233	0.0197215	8.2806	5.48647	0.1459
66	0.00120565	0.16254	0.0996465	2.98538	0.173762	0.5144
66	0.00120565	0.16254	0.0996465	2.93214	0.139888	0.3941
66	0.00120565	0.16254	0.0996465	2.891	0.109409	0.0318
66	0.00120565	0.16254	0.0996465	2.99878	0.120321	0.4212
66	0.00120565	0.16254	0.0996465	2.90958	0.107419	0.3824
67	0.00949932	0.231386	0.0643295	17.1109	10.4369	0.2086
67	0.00949932	0.231386	0.0643295	17.051	10.333	0.1256
67	0.00949932	0.231386	0.0643295	17.213	10.4645	0.2605
67	0.00949932	0.231386	0.0643295	15.9609	9.43634	0.1545
67	0.00949932	0.231386	0.0643295	17.0526	10.3099	0.0673
68	0.00486074	0.0940044	0.0879421	8.68209	3.58692	0.189
68	0.00486074	0.0940044	0.0879421	8.46746	3.66837	0.3978
68	0.00486074	0.0940044	0.0879421	8.93697	3.47744	0.5262
68	0.00486074	0.0940044	0.0879421	7.54814	3.04063	0.3407
68	0.00486074	0.0940044	0.0879421	9.35118	3.59206	0.1952
69	0.00953588	0.607848	0.0159375	8.08345	5.64146	0.0245
69	0.00953588	0.607848	0.0159375	8.23086	5.68449	0.1341
69	0.00953588	0.607848	0.0159375	7.98037	5.64126	0.031
69	0.00953588	0.607848	0.0159375	8.01035	5.60318	0.1889
69	0.00953588	0.607848	0.0159375	7.94614	5.52493	0.0322
70	0.00513005	0.12873	0.288	5.06371	0.554246	0.3206
70	0.00513005	0.12873	0.288	5.24991	0.3767	0.3983
70	0.00513005	0.12873	0.288	5.14643	0.72013	0.3953
70	0.00513005	0.12873	0.288	5.57565	0.719796	0.1215
70	0.00513005	0.12873	0.288	5.49519	0.548783	0.226
71	0.008201	0.318351	0.138815	15.1879	6.02203	0.3023
71	0.008201	0.318351	0.138815	13.5584	5.44652	0.3745
71	0.008201	0.318351	0.138815	12.4227	4.6921	0.2951
71	0.008201	0.318351	0.138815	13.4204	5.21535	0.1475
71	0.008201	0.318351	0.138815	15.2903	5.92307	0.2307
72	0.00276092	0.220314	0.0876952	5.35939	0.979993	0.168
72	0.00276092	0.220314	0.0876952	5.21557	1.30114	0.2695
72	0.00276092	0.220314	0.0876952	5.65678	1.31225	0.2491
72	0.00276092	0.220314	0.0876952	5.90547	1.34123	0.2346
72	0.00276092	0.220314	0.0876952	5.65275	1.27451	0.5528
73	0.00358473	0.505187	0.133508	5.6917	0.602043	0.034
73	0.00358473	0.505187	0.133508	6.2388	1.28212	0.2644
73	0.00358473	0.505187	0.133508	6.27259	0.977211	0.3168
73	0.00358473	0.505187	0.133508	5.62024	0.736203	0.2638
73	0.00358473	0.505187	0.133508	5.69487	1.04517	0.2969
74	0.000480876	0.611	0.127956	2.32361	0.0165972	0.3541
74	0.000480876	0.611	0.127956	2.26596	0.00739303	0.3914
74	0.000480876	0.611	0.127956	2.30242	0.00740329	0.19
74	0.000480876	0.611	0.127956	2.21647	0.00555042	0.2264
74	0.000480876	0.611	0.127956	2.22686	0.00369297	0.3585
75	0.00485006	0.552706	0.198612	5.92036	0.939652	0.0424
75	0.00485006	0.552706	0.198612	5.99823	0.750009	0.1997
75	0.00485006	0.552706	0.198612	6.45983	0.810247	0.1541
75	0.00485006	0.552706	0.198612	6.56223	0.740658	0.1653
75	0.00485006	0.552706	0.198612	6.89357	1.04057	0.2963
76	0.00551816	0.220739	0.248155	6.50078	1.05668	0.5726
76	0.00551816	0.220739	0.248155	6.33323	1.1061	0.5626
76	0.00551816	0.220739	0.248155	6.47991	1.16108	0.4427
76	0.00551816	0.220739	0.248155	6.63322	0.9238	0.2392
76	0.00551816	0.220739	0.248155	5.77189	0.611835	0.2329
77	0.00279119	0.135926	0.144782	4.89521	0.587203	0.143
77	0.00279119	0.135926	0.144782	4.6225	0.42376	0.4893
77	0.00279119	0.135926	0.144782	4.0361	0.305097	0.2781
77	0.00279119	0.135926	0.144782	4.37163	0.417494	0.3044
77	0.00279119	0.135926	0.144782	4.20665	0.731671	0.6055
78	0.00309837	0.156977	0.19261	4.76015	0.416974	0.3773
78	0.00309837	0.156977	0.19261	4.51998	0.275564	0.3593
78	0.00309837	0.156977	0.19261	4.35776	0.35378	0.3745
78	0.00309837	0.156977	0.19261	3.97175	0.196456	0.4561
78	0.00309837	0.156977	0.19261	4.06695	0.37174	0.3738
79	0.00248414	0.394329	0.234798	3.35722	0.118186	0.0571
79	0.00248414	0.394329	0.234798	3.70214	0.102888	0.1783
79	0.00248414	0.394329	0.234798	3.50213	0.156922	0.0472
79	0.00248414	0.394329	0.234798	3.48564	0.103717	0.3439
79	0.00248414	0.394329	0.234798	3.32725	0.112507	0.3176
80	0.00707384	0.662247	0.107881	13.7902	5.89198	0.2826
80	0.00707384	0.662247	0.107881	14.9035	6.32832	0.072
80	0.00707384	0.662247	0.107881	14.2572	5.87049	0.1838
80	0.00707384	0.662247	0.107881	13.9116	5.74486	0.1099
80	0.00707384	0.662247	0.107881	15.1068	6.68893	0.0516
81	0.00755335	0.350536	0.299974	7.73723	1.18821	0.2101
81	0.00755335	0.350536	0.299974	8.0146	1.31508	0.2336
81	0.00755335	0.350536	0.299974	7.53898	0.990172	0.1252
81	0.00755335	0.350536	0.299974	8.05178	1.35516	0.0706
81	0.00755335	0.350536	0.299974	8.14217	1.05393	0.417
82	0.00363351	0.65379	0.0891555	8.153	2.37742	0.2472
82	0.00363351	0.65379	0.0891555	7.67267	1.90669	0.1627
82	0.00363351	0.65379	0.0891555	7.72204	2.00078	0.1791
82	0.00363351	0.65379	0.0891555	7.8556	2.16706	0.2648
82	0.00363351	0.65379	0.0891555	7.72101	2.16484	0.0114
83	0.0057685	0.718523	0.0913711	12.6873	5.30482	0.2617
83	0.0057685	0.718523	0.0913711	12.0861	5.07195	0.0917
83	0.0057685	0.718523	0.0913711	12.1628	4.87769	0.1157
