Sim	T1	W	k	Ratio_2014	Antigen_2016	MF_2016	ICCV
5	0.00769924	0.40539	0.0753612	0.457215	18.0014	10.7138	0.1315
5	0.00769924	0.40539	0.0753612	0.453366	17.3718	10.3071	0.2197
6	0.00368641	0.740602	0.196958	0.115774	5.49132	0.799017	0.1554
6	0.00368641	0.740602	0.196958	0.124138	5.78555	0.833365	0.2167
6	0.00368641	0.740602	0.196958	0.120627	4.91138	0.720849	0.1882
6	0.00368641	0.740602	0.196958	0.106418	4.7822	0.583617	0.3132
6	0.00368641	0.740602	0.196958	0.115781	5.4195	0.847883	0.2507
7	0.00283225	0.514876	0.168761	0.10968	4.69576	0.664784	0.3481
7	0.00283225	0.514876	0.168761	0.107632	4.98055	0.676014	0.3209
7	0.00283225	0.514876	0.168761	0.0960809	4.55597	0.499152	0.1357
7	0.00283225	0.514876	0.168761	0.131903	5.03002	0.660022	0.2167
7	0.00283225	0.514876	0.168761	0.118602	4.61337	0.623065	0.1392
8	0.00773505	0.705801	0.0843031	0.409985	16.9245	9.59236	0.1148
8	0.00773505	0.705801	0.0843031	0.414225	17.7568	10.1698	0.0516
8	0.00773505	0.705801	0.0843031	0.439582	18.2753	10.9048	0.1174
8	0.00773505	0.705801	0.0843031	0.435068	17.6398	10.2834	0.0839
8	0.00773505	0.705801	0.0843031	0.424902	18.3358	10.6853	0.0262
9	0.00825827	0.242957	0.274653	0.199399	11.0872	3.42577	0.216
9	0.00825827	0.242957	0.274653	0.20114	10.5815	3.21159	0.1564
9	0.00825827	0.242957	0.274653	0.231004	11.9633	4.00952	0.2606
9	0.00825827	0.242957	0.274653	0.188348	10.1626	2.92829	0.3505
9	0.00825827	0.242957	0.274653	0.195083	10.0731	2.92805	0.3397
10	0.000449438	0.0961417	0.195077	0.0453095	2.12263	0.0211303	0.191
10	0.000449438	0.0961417	0.195077	0.0263158	2.19227	0.00382929	0.4766
10	0.000449438	0.0961417	0.195077	0.0363745	2.30452	0.00578057	0.2451
10	0.000449438	0.0961417	0.195077	0.0344608	2.08594	0.00384504	0.195
10	0.000449438	0.0961417	0.195077	0.039548	2.09572	0.00384889	0.4831
11	0.00359185	0.0824477	0.0846324	0.270977	7.25908	2.83338	0.5058
11	0.00359185	0.0824477	0.0846324	0.271855	6.89316	2.63965	0.3534
11	0.00359185	0.0824477	0.0846324	0.246918	6.88992	2.60102	0.4541
11	0.00359185	0.0824477	0.0846324	0.27155	7.16853	2.82129	0.2642
11	0.00359185	0.0824477	0.0846324	0.250263	6.96926	2.67707	0.2736
12	0.00835607	0.0620116	0.259191	0.236062	9.63967	3.50323	0.3968
12	0.00835607	0.0620116	0.259191	0.227659	10.4027	3.69822	0.4765
12	0.00835607	0.0620116	0.259191	0.238334	10.8471	3.95677	0.2983
12	0.00835607	0.0620116	0.259191	0.223971	9.16302	3.04794	0.3033
12	0.00835607	0.0620116	0.259191	0.23365	10.1945	3.6529	0.398
13	0.00450952	0.109662	0.151319	0.206483	6.63228	1.9689	0.4089
13	0.00450952	0.109662	0.151319	0.21875	7.35641	2.38566	0.4955
13	0.00450952	0.109662	0.151319	0.224155	7.37774	2.51047	0.5033
13	0.00450952	0.109662	0.151319	0.214357	7.02564	2.16573	0.4203
13	0.00450952	0.109662	0.151319	0.221005	7.33263	2.33215	0.5175
14	0.00570553	0.359982	0.134698	0.264251	11.4841	4.58521	0.1993
14	0.00570553	0.359982	0.134698	0.229442	10.3448	3.70968	0.2048
14	0.00570553	0.359982	0.134698	0.273123	10.8193	4.27124	0.1913
14	0.00570553	0.359982	0.134698	0.257128	11.5287	4.32158	0.1942
14	0.00570553	0.359982	0.134698	0.258007	11.7656	4.52405	0.1253
15	0.00238742	0.182077	0.0340899	0.321057	5.93298	2.80126	0.3187
15	0.00238742	0.182077	0.0340899	0.338556	6.21354	3.02358	0.1009
15	0.00238742	0.182077	0.0340899	0.306131	5.81658	2.74624	0.2406
15	0.00238742	0.182077	0.0340899	0.326837	6.44634	3.09516	0.2079
15	0.00238742	0.182077	0.0340899	0.318727	5.83885	2.75381	0.1742
16	0.00562711	0.68744	0.298538	0.107901	5.87658	0.721348	0.2955
16	0.00562711	0.68744	0.298538	0.118383	6.67322	1.03184	0.2596
16	0.00562711	0.68744	0.298538	0.115128	6.80701	0.961965	0.1894
16	0.00562711	0.68744	0.298538	0.124248	6.6745	0.995303	0.0404
16	0.00562711	0.68744	0.298538	0.11259	6.16528	0.858262	0.2938
17	0.000525925	0.689353	0.0604223	0.0601824	2.38676	0.0691815	0.3924
17	0.000525925	0.689353	0.0604223	0.0665852	2.32536	0.0844189	0.2234
17	0.000525925	0.689353	0.0604223	0.0509898	2.30746	0.0789038	0.3288
17	0.000525925	0.689353	0.0604223	0.0689252	2.46222	0.109304	0.3899
17	0.000525925	0.689353	0.0604223	0.0616314	2.44771	0.0861871	0.0582
18	0.00978257	0.267566	0.166353	0.330562	18.4734	8.59553	0.1915
18	0.00978257	0.267566	0.166353	0.324995	17.6777	8.26153	0.2155
18	0.00978257	0.267566	0.166353	0.33296	18.54	8.99408	0.2484
18	0.00978257	0.267566	0.166353	0.317945	17.4448	7.96542	0.167
18	0.00978257	0.267566	0.166353	0.321645	18.0495	8.46093	0.1216
19	0.00547751	0.363827	0.180704	0.201161	9.27268	2.61665	0.1688
19	0.00547751	0.363827	0.180704	0.199099	8.7992	2.50664	0.317
19	0.00547751	0.363827	0.180704	0.213115	9.42118	3.01147	0.5051
19	0.00547751	0.363827	0.180704	0.191528	8.79192	2.50733	0.1308
19	0.00547751	0.363827	0.180704	0.194649	8.23102	2.21338	0.1948
20	0.00523137	0.541499	0.119114	0.269651	11.1008	4.43031	0.1025
20	0.00523137	0.541499	0.119114	0.260906	10.5123	4.09546	0.2177
20	0.00523137	0.541499	0.119114	0.243303	10.3643	3.93711	0.254
20	0.00523137	0.541499	0.119114	0.25238	10.7839	4.08903	0.1827
20	0.00523137	0.541499	0.119114	0.262621	11.0995	4.29784	0.1528
21	0.00195015	0.686961	0.126611	0.0802885	3.57246	0.281885	0.0369
21	0.00195015	0.686961	0.126611	0.0926875	3.73346	0.3279	0.304
21	0.00195015	0.686961	0.126611	0.116674	3.95715	0.489346	0.3189
21	0.00195015	0.686961	0.126611	0.0861111	3.842	0.335428	0.2031
21	0.00195015	0.686961	0.126611	0.102564	4.02584	0.478164	0.025
22	3.49169e-05	0.0139705	0.0354658	0.0365774	1.93779	0.00192241	0.0887
22	3.49169e-05	0.0139705	0.0354658	0.0366492	1.963	0	0.1421
22	3.49169e-05	0.0139705	0.0354658	0.0353866	1.97213	0.00192215	0.5583
22	3.49169e-05	0.0139705	0.0354658	0.030599	1.92856	0	0.2335
22	3.49169e-05	0.0139705	0.0354658	0.0402145	1.91101	0.00384897	0.3572
23	0.000499354	0.395366	0.142661	0.0523529	2.34217	0.0212048	0.2493
23	0.000499354	0.395366	0.142661	0.0388114	2.27456	0.0134249	0.3195
23	0.000499354	0.395366	0.142661	0.0427673	2.26199	0.00578514	0.042
23	0.000499354	0.395366	0.142661	0.0433777	2.40795	0.023061	0.1285
23	0.000499354	0.395366	0.142661	0.038674	2.2095	0.0134961	0.0547
24	0.00662672	0.339041	0.297828	0.139481	7.06941	1.35249	0.25
24	0.00662672	0.339041	0.297828	0.164656	7.98374	1.78059	0.257
24	0.00662672	0.339041	0.297828	0.1425	7.46384	1.50047	0.1905
24	0.00662672	0.339041	0.297828	0.149155	7.02794	1.57817	0.3135
24	0.00662672	0.339041	0.297828	0.147913	7.76878	1.55644	0.2482
25	0.00592091	0.273065	0.158663	0.243623	11.1171	3.90087	0.2352
25	0.00592091	0.273065	0.158663	0.238488	9.76523	3.36897	0.2991
25	0.00592091	0.273065	0.158663	0.237908	10.8852	3.8213	0.3579
25	0.00592091	0.273065	0.158663	0.22731	10.1419	3.45284	0.0514
25	0.00592091	0.273065	0.158663	0.24298	9.49915	3.27418	0.223
26	0.00569194	0.312562	0.126557	0.245911	10.1387	3.80804	0.1809
26	0.00569194	0.312562	0.126557	0.250915	10.291	3.97542	0.0348
26	0.00569194	0.312562	0.126557	0.256586	11.2218	4.39582	0.2585
26	0.00569194	0.312562	0.126557	0.230498	10.6128	3.86532	0.2748
26	0.00569194	0.312562	0.126557	0.267	10.7845	4.22236	0.2095
27	0.00708467	0.255544	0.223239	0.207945	9.7238	2.9952	0.2738
27	0.00708467	0.255544	0.223239	0.237018	10.887	3.75807	0.2815
27	0.00708467	0.255544	0.223239	0.22641	11.2825	3.78514	0.2562
27	0.00708467	0.255544	0.223239	0.18	9.87877	2.68006	0.1599
27	0.00708467	0.255544	0.223239	0.18741	9.04275	2.43584	0.2656
28	0.0038946	0.242208	0.228061	0.130047	5.13091	0.819641	0.3725
28	0.0038946	0.242208	0.228061	0.132083	5.0047	0.847864	0.3365
28	0.0038946	0.242208	0.228061	0.123506	5.00096	0.83574	0.4207
28	0.0038946	0.242208	0.228061	0.129241	5.28946	0.869132	0.4953
28	0.0038946	0.242208	0.228061	0.115898	5.10531	0.730151	0.2838
29	0.00443183	0.332428	0.215269	0.146513	5.89795	1.13341	0.3243
29	0.00443183	0.332428	0.215269	0.140752	6.03309	1.19543	0.4028
29	0.00443183	0.332428	0.215269	0.133609	6.35274	1.16377	0.1683
29	0.00443183	0.332428	0.215269	0.127874	5.96203	1.02986	0.2372
29	0.00443183	0.332428	0.215269	0.142361	6.2803	1.14954	0.1609
30	0.00253861	0.612735	0.298512	0.0614286	3.40815	0.1811	0.2304
30	0.00253861	0.612735	0.298512	0.0725624	3.70093	0.214769	0.2741
30	0.00253861	0.612735	0.298512	0.0562268	3.56442	0.105741	0.2048
30	0.00253861	0.612735	0.298512	0.0721046	3.67234	0.175148	0.2723
30	0.00253861	0.612735	0.298512	0.0647311	3.45286	0.107842	0.0822
31	0.00809345	0.692848	0.209742	0.233734	12.0814	4.19665	0.2451
31	0.00809345	0.692848	0.209742	0.226733	12.5274	4.27405	0.2111
31	0.00809345	0.692848	0.209742	0.196338	12.2964	4.1103	0.123
31	0.00809345	0.692848	0.209742	0.210648	13.0975	4.2853	0.2144
31	0.00809345	0.692848	0.209742	0.228979	12.9784	4.57755	0.2935
32	0.00824636	0.0888734	0.151365	0.329497	12.6328	5.61906	0.2215
32	0.00824636	0.0888734	0.151365	0.345327	12.9274	6.06247	0.4287
32	0.00824636	0.0888734	0.151365	0.314696	12.5581	5.74995	0.4625
32	0.00824636	0.0888734	0.151365	0.33711	13.0721	6.04527	0.4469
32	0.00824636	0.0888734	0.151365	0.343969	13.7533	6.5661	0.3108
33	0.00837903	0.655992	0.22174	0.214504	12.4521	4.01964	0.1734
33	0.00837903	0.655992	0.22174	0.215452	13.1459	4.48922	0.1708
33	0.00837903	0.655992	0.22174	0.217023	13.1963	4.52309	0.2283
33	0.00837903	0.655992	0.22174	0.219279	12.4733	4.11668	0.2924
33	0.00837903	0.655992	0.22174	0.217589	12.5593	4.07679	0.2218
34	0.00513875	0.109471	0.159253	0.221983	8.12861	2.61456	0.416
34	0.00513875	0.109471	0.159253	0.204308	7.68419	2.26322	0.4065
34	0.00513875	0.109471	0.159253	0.222964	8.15243	2.65374	0.3342
34	0.00513875	0.109471	0.159253	0.240648	8.28276	2.97478	0.2368
34	0.00513875	0.109471	0.159253	0.20889	7.43609	2.3233	0.3894
35	0.00286492	0.533901	0.0633106	0.263593	7.49105	2.98025	0.2488
35	0.00286492	0.533901	0.0633106	0.264247	7.63466	3.02658	0.1773
35	0.00286492	0.533901	0.0633106	0.248322	7.18674	2.70819	0.2098
35	0.00286492	0.533901	0.0633106	0.251977	7.09894	2.76016	0.3039
35	0.00286492	0.533901	0.0633106	0.231936	6.85715	2.46041	0.3078
36	0.0078441	0.491484	0.185398	0.255912	15.3085	6.00657	0.2356
36	0.0078441	0.491484	0.185398	0.24294	13.8006	5.12747	0.2138
36	0.0078441	0.491484	0.185398	0.246569	14.4085	5.26225	0.1573
36	0.0078441	0.491484	0.185398	0.250221	14.3484	5.5593	0.1587
36	0.0078441	0.491484	0.185398	0.255138	14.6568	5.6381	0.0855
37	0.000959654	0.0783846	0.235411	0.042042	2.30602	0.0268812	0.3282
37	0.000959654	0.0783846	0.235411	0.0481058	2.37583	0.0268889	0.3895
37	0.000959654	0.0783846	0.235411	0.0535918	2.4328	0.0268817	0.2183
37	0.000959654	0.0783846	0.235411	0.049466	2.5639	0.0250796	0.292
37	0.000959654	0.0783846	0.235411	0.0536332	2.38494	0.0327231	0.1613
38	0.00334772	0.529618	0.220868	0.0937891	4.61268	0.514877	0.3615
38	0.00334772	0.529618	0.220868	0.0982839	4.838	0.539689	0.3271
38	0.00334772	0.529618	0.220868	0.101034	4.84276	0.488134	0.4606
38	0.00334772	0.529618	0.220868	0.0956273	4.72386	0.461992	0.4396
38	0.00334772	0.529618	0.220868	0.103055	4.73869	0.500931	0.1985
39	0.0056691	0.203413	0.075883	0.392927	12.2201	6.34185	0.2078
39	0.0056691	0.203413	0.075883	0.359608	11.6787	5.87691	0.178
39	0.0056691	0.203413	0.075883	0.387326	12.7846	6.73198	0.036
39	0.0056691	0.203413	0.075883	0.3774	12.5483	6.52412	0.1229
39	0.0056691	0.203413	0.075883	0.376873	11.9797	6.16624	0.3004
40	0.00577471	0.663745	0.164037	0.216389	10.0058	3.16516	0.1677
40	0.00577471	0.663745	0.164037	0.196479	9.44366	2.68251	0.2003
40	0.00577471	0.663745	0.164037	0.206066	9.56043	2.90179	0.1549
40	0.00577471	0.663745	0.164037	0.222104	10.4347	3.34417	0.1869
40	0.00577471	0.663745	0.164037	0.213192	10.0664	3.16443	0.1038
41	0.0024991	0.13146	0.241134	0.0760676	3.82758	0.24632	0.3272
41	0.0024991	0.13146	0.241134	0.0883022	3.63228	0.286203	0.1774
41	0.0024991	0.13146	0.241134	0.0846995	3.7345	0.3157	0.3523
41	0.0024991	0.13146	0.241134	0.0916667	3.76876	0.26906	0.5376
41	0.0024991	0.13146	0.241134	0.0953963	3.60883	0.297039	0.1332
42	0.00943576	0.387533	0.281843	0.20699	13.0921	4.06803	0.2544
42	0.00943576	0.387533	0.281843	0.209271	13.7196	4.43118	0.2342
42	0.00943576	0.387533	0.281843	0.213865	12.5584	3.83248	0.119
42	0.00943576	0.387533	0.281843	0.201023	12.4047	3.80263	0.421
42	0.00943576	0.387533	0.281843	0.225476	12.5968	4.10906	0.2723
43	0.00706019	0.660167	0.0622746	0.48153	16.5891	10.4725	0.0111
43	0.00706019	0.660167	0.0622746	0.483639	16.6291	10.325	0.0214
43	0.00706019	0.660167	0.0622746	0.455715	15.1314	9.06616	0.1158
43	0.00706019	0.660167	0.0622746	0.484053	15.3876	9.50702	0.2
43	0.00706019	0.660167	0.0622746	0.469218	15.8931	9.73521	0.0798
44	0.00728221	0.685411	0.245459	0.168916	10.4383	2.55764	0.2778
44	0.00728221	0.685411	0.245459	0.188611	10.7661	2.92814	0.1039
44	0.00728221	0.685411	0.245459	0.184829	9.73702	2.54118	0.106
44	0.00728221	0.685411	0.245459	0.176917	10.013	2.58574	0.2493
44	0.00728221	0.685411	0.245459	0.183139	10.2107	2.70822	0.4659
45	0.00305954	0.452965	0.173399	0.115162	4.63321	0.650613	0.2553
45	0.00305954	0.452965	0.173399	0.107023	4.68907	0.591431	0.3441
45	0.00305954	0.452965	0.173399	0.108944	4.41001	0.467757	0.1627
45	0.00305954	0.452965	0.173399	0.0995637	4.85125	0.615787	0.0949
45	0.00305954	0.452965	0.173399	0.11285	4.61441	0.629064	0.1549
46	0.00400536	0.512477	0.182786	0.148296	6.32514	1.25618	0.1631
46	0.00400536	0.512477	0.182786	0.155881	6.2788	1.25192	0.1491
46	0.00400536	0.512477	0.182786	0.140419	6.34292	1.31259	0.3445
46	0.00400536	0.512477	0.182786	0.134475	5.87391	0.946789	0.3034
46	0.00400536	0.512477	0.182786	0.129574	5.67507	0.897783	0.2102
47	0.00185024	0.128974	0.072656	0.14209	3.98854	0.823093	0.2178
47	0.00185024	0.128974	0.072656	0.151952	4.17169	0.930874	0.4061
47	0.00185024	0.128974	0.072656	0.166048	4.18572	0.995503	0.305
47	0.00185024	0.128974	0.072656	0.186067	4.65112	1.20741	0.3731
47	0.00185024	0.128974	0.072656	0.171429	4.12116	1.00778	0.314
48	0.00130353	0.276651	0.0928871	0.090766	3.20039	0.250482	0.3061
48	0.00130353	0.276651	0.0928871	0.102941	3.25953	0.337656	0.335
48	0.00130353	0.276651	0.0928871	0.092688	3.20602	0.318287	0.3742
48	0.00130353	0.276651	0.0928871	0.100832	3.2497	0.298226	0.5048
48	0.00130353	0.276651	0.0928871	0.0945419	3.43944	0.336488	0.3403
49	0.00744959	0.475549	0.0467669	0.536425	15.6422	10.3878	0.0297
49	0.00744959	0.475549	0.0467669	0.523327	15.5617	10.2548	0.0794
49	0.00744959	0.475549	0.0467669	0.551089	15.7574	10.5564	0.0715
49	0.00744959	0.475549	0.0467669	0.551537	15.4174	10.1903	0.1287
49	0.00744959	0.475549	0.0467669	0.540784	15.0333	10.0498	0.0593
50	0.00745189	0.230944	0.0625218	0.496001	16.4603	10.3234	0.0308
50	0.00745189	0.230944	0.0625218	0.467749	15.5512	9.41328	0.1282
50	0.00745189	0.230944	0.0625218	0.471262	15.1079	9.14344	0.2068
50	0.00745189	0.230944	0.0625218	0.483937	15.3184	9.5759	0.1481
50	0.00745189	0.230944	0.0625218	0.482947	16.0112	9.90659	0.0572
51	0.00781446	0.71826	0.211376	0.224873	12.3031	4.05283	0.1285
51	0.00781446	0.71826	0.211376	0.206307	11.5852	3.75446	0.1557
51	0.00781446	0.71826	0.211376	0.208618	11.9487	3.98676	0.1882
51	0.00781446	0.71826	0.211376	0.230902	13.997	4.86335	0.2135
51	0.00781446	0.71826	0.211376	0.220839	11.9478	3.96977	0.114
52	1.91751e-05	0.449995	0.10687	0.0282828	1.87591	0	0.3309
52	1.91751e-05	0.449995	0.10687	0.0331169	1.98724	0	0.068
52	1.91751e-05	0.449995	0.10687	0.0343933	1.94731	0	0.2069
52	1.91751e-05	0.449995	0.10687	0.0400262	1.91819	0	0.2629
52	1.91751e-05	0.449995	0.10687	0.0348455	1.91247	0	0.2023
53	0.00208713	0.511903	0.0530424	0.210887	5.28635	1.63055	0.1376
53	0.00208713	0.511903	0.0530424	0.19697	5.48223	1.67346	0.3325
53	0.00208713	0.511903	0.0530424	0.228013	5.64932	1.92525	0.1885
53	0.00208713	0.511903	0.0530424	0.204073	5.42194	1.75649	0.1073
53	0.00208713	0.511903	0.0530424	0.21375	5.49304	1.65119	0.261
54	0.00783294	0.0758308	0.0272543	0.589048	10.2905	7.08566	0.2274
54	0.00783294	0.0758308	0.0272543	0.582358	10.1789	6.90695	0.1917
54	0.00783294	0.0758308	0.0272543	0.60369	10.9672	7.67554	0.1685
54	0.00783294	0.0758308	0.0272543	0.587763	10.2792	7.00655	0.2269
54	0.00783294	0.0758308	0.0272543	0.575727	10.3296	7.09306	0.0579
55	0.00419797	0.693	0.267653	0.106367	5.25354	0.615574	0.2245
55	0.00419797	0.693	0.267653	0.100647	4.75246	0.531689	0.2759
55	0.00419797	0.693	0.267653	0.0841604	4.61944	0.412244	0.2886
55	0.00419797	0.693	0.267653	0.110014	5.67994	0.709029	0.0918
55	0.00419797	0.693	0.267653	0.0878957	5.14037	0.510952	0.2979
56	0.00646926	0.724429	0.131898	0.304329	14.1288	6.20608	0.1245
56	0.00646926	0.724429	0.131898	0.278272	12.2628	5.19719	0.2244
56	0.00646926	0.724429	0.131898	0.2786	12.3195	5.10753	0.2297
56	0.00646926	0.724429	0.131898	0.274149	13.5023	5.77791	0.1883
56	0.00646926	0.724429	0.131898	0.284078	13.6362	5.72402	0.1764
57	0.00982171	0.699634	0.0518861	0.565764	18.6414	12.7403	0.0358
57	0.00982171	0.699634	0.0518861	0.571219	18.0216	12.5209	0.0111
57	0.00982171	0.699634	0.0518861	0.570119	18.3146	12.5705	0.1037
57	0.00982171	0.699634	0.0518861	0.583595	18.4189	12.8066	0.0226
57	0.00982171	0.699634	0.0518861	0.589724	18.6186	12.9587	0.0529
58	0.00481994	0.202159	0.214126	0.16877	7.31707	1.68116	0.4091
58	0.00481994	0.202159	0.214126	0.154397	6.85873	1.53571	0.3839
58	0.00481994	0.202159	0.214126	0.171897	6.4629	1.56863	0.4472
58	0.00481994	0.202159	0.214126	0.15465	6.51396	1.45332	0.4043
58	0.00481994	0.202159	0.214126	0.180333	6.89103	1.69818	0.2876
59	0.00749716	0.219173	0.149456	0.316075	13.9732	6.05519	0.2155
59	0.00749716	0.219173	0.149456	0.312577	12.5701	5.45228	0.3103
59	0.00749716	0.219173	0.149456	0.310619	12.8944	5.59925	0.2555
59	0.00749716	0.219173	0.149456	0.279148	12.8209	5.3223	0.3585
59	0.00749716	0.219173	0.149456	0.306573	12.6342	5.3952	0.3518
60	0.00795098	0.257686	0.0629765	0.488368	17.0931	10.8116	0.2137
60	0.00795098	0.257686	0.0629765	0.506439	16.8502	10.8356	0.1192
60	0.00795098	0.257686	0.0629765	0.487715	16.928	10.7051	0.178
60	0.00795098	0.257686	0.0629765	0.518338	17.1659	10.8275	0.0884
60	0.00795098	0.257686	0.0629765	0.504138	17.2844	10.9943	0.073
61	0.00728675	0.017611	0.222222	0.248667	9.49965	3.54825	0.5018
61	0.00728675	0.017611	0.222222	0.244474	9.82433	3.669	0.3975
61	0.00728675	0.017611	0.222222	0.258055	8.47886	3.39231	0.3899
61	0.00728675	0.017611	0.222222	0.25927	8.81648	3.44801	0.354
61	0.00728675	0.017611	0.222222	0.27447	9.9492	3.94889	0.5206
62	0.00396964	0.470335	0.257771	0.0906986	5.12796	0.560601	0.3716
62	0.00396964	0.470335	0.257771	0.10046	5.12603	0.645572	0.3389
62	0.00396964	0.470335	0.257771	0.101097	5.06715	0.548734	0.4509
62	0.00396964	0.470335	0.257771	0.114546	5.09045	0.681293	0.0944
62	0.00396964	0.470335	0.257771	0.0944043	5.1954	0.509919	0.3101
63	0.00392131	0.286466	0.217494	0.111155	4.90944	0.755299	0.2834
63	0.00392131	0.286466	0.217494	0.133212	5.68976	0.904447	0.5901
63	0.00392131	0.286466	0.217494	0.118436	5.36913	0.882071	0.3432
63	0.00392131	0.286466	0.217494	0.116361	5.33881	0.843174	0.2237
63	0.00392131	0.286466	0.217494	0.129474	5.42112	0.837845	0.32
64	0.0091652	0.325973	0.0862593	0.460696	19.2268	11.5522	0.0942
64	0.0091652	0.325973	0.0862593	0.452622	18.9882	11.386	0.2093
64	0.0091652	0.325973	0.0862593	0.472467	21.1448	12.9557	0.0752
64	0.0091652	0.325973	0.0862593	0.463407	20.78	12.7211	0.0743
64	0.0091652	0.325973	0.0862593	0.469215	20.6058	12.5864	0.109
65	0.00613643	0.189134	0.0179839	0.572185	8.20079	5.68221	0.1371
65	0.00613643	0.189134	0.0179839	0.587072	7.86292	5.60264	0.1417
65	0.00613643	0.189134	0.0179839	0.587164	8.15697	5.76102	0.2394
65	0.00613643	0.189134	0.0179839	0.596683	7.86964	5.54316	0.13
65	0.00613643	0.189134	0.0179839	0.581382	8.19304	5.68215	0.0984
66	0.00734061	0.645606	0.202845	0.196798	11.5428	3.58537	0.3338
66	0.00734061	0.645606	0.202845	0.207198	11.2203	3.41571	0.2005
66	0.00734061	0.645606	0.202845	0.214496	11.7752	3.72686	0.2658
66	0.00734061	0.645606	0.202845	0.197958	11.1128	3.39032	0.0818
66	0.00734061	0.645606	0.202845	0.212114	12.2389	3.94802	0.1247
67	0.00536102	0.339546	0.0544233	0.42142	12.3741	7.07613	0.0956
67	0.00536102	0.339546	0.0544233	0.425316	12.2356	7.03299	0.1534
67	0.00536102	0.339546	0.0544233	0.451109	12.8869	7.71791	0.1294
67	0.00536102	0.339546	0.0544233	0.430446	12.2597	7.08997	0.0891
67	0.00536102	0.339546	0.0544233	0.453262	13.0053	7.64693	0.176
68	0.00331684	0.301206	0.046322	0.368839	8.71183	4.45565	0.2285
68	0.00331684	0.301206	0.046322	0.32967	8.24621	3.97033	0.1095
68	0.00331684	0.301206	0.046322	0.335821	8.3447	4.1099	0.1135
68	0.00331684	0.301206	0.046322	0.349434	8.26239	4.16201	0.1587
68	0.00331684	0.301206	0.046322	0.341653	8.29845	4.20683	0.164
69	0.00452434	0.568474	0.0755046	0.300769	10.4825	4.86579	0.1812
69	0.00452434	0.568474	0.0755046	0.337034	11.6072	5.7229	0.1293
69	0.00452434	0.568474	0.0755046	0.327815	11.8768	5.71824	0.1493
69	0.00452434	0.568474	0.0755046	0.308499	10.6249	4.99268	0.1118
69	0.00452434	0.568474	0.0755046	0.316676	11.0615	5.10665	0.052
70	0.00297435	0.281103	0.226227	0.108541	4.08555	0.479524	0.5706
70	0.00297435	0.281103	0.226227	0.0880342	4.17584	0.33399	0.3246
70	0.00297435	0.281103	0.226227	0.0871498	3.92044	0.327982	0.3519
70	0.00297435	0.281103	0.226227	0.115179	4.09885	0.508042	0.2682
70	0.00297435	0.281103	0.226227	0.092685	4.4866	0.430327	0.0417
71	0.00941901	0.620069	0.290442	0.204667	13.411	4.03406	0.2509
71	0.00941901	0.620069	0.290442	0.222108	14.7381	4.81976	0.2744
71	0.00941901	0.620069	0.290442	0.184567	12.0438	3.30171	0.1933
71	0.00941901	0.620069	0.290442	0.193311	12.3096	3.43948	0.2869
71	0.00941901	0.620069	0.290442	0.180367	11.7902	3.28275	0.2618
72	0.00231902	0.261497	0.253062	0.0694112	3.37584	0.159382	0.1537
72	0.00231902	0.261497	0.253062	0.0616915	3.17838	0.130513	0.4293
