Sim	T1	W	k	Ratio_2014	Antigen_2016	MF_2016	ICCV
5	0.00501005	0.306749	0.0533245	0.291037	6.97024	2.66363	0.3073
5	0.00501005	0.306749	0.0533245	0.313674	7.28219	3.02577	0.2691
5	0.00501005	0.306749	0.0533245	0.312435	6.96243	2.87231	0.3666
6	0.00453753	0.266325	0.0265564	0.370454	5.8113	2.68229	0.2411
6	0.00453753	0.266325	0.0265564	0.345896	5.70197	2.6086	0.1815
6	0.00453753	0.266325	0.0265564	0.365797	5.6938	2.69545	0.2299
6	0.00453753	0.266325	0.0265564	0.366344	5.65138	2.66321	0.2506
6	0.00453753	0.266325	0.0265564	0.381424	6.00938	2.924	0.0479
7	0.000720197	0.366954	0.236705	0.0358824	2.38662	0.0172804	0.1505
7	0.000720197	0.366954	0.236705	0.0445665	2.29127	0.00961908	0.0382
7	0.000720197	0.366954	0.236705	0.0382128	2.31802	0.011542	0.0764
7	0.000720197	0.366954	0.236705	0.0400246	2.18919	0.0115525	0.23
7	0.000720197	0.366954	0.236705	0.0341578	2.30698	0.00963651	0.0758
8	0.00143098	0.376078	0.0341191	0.127506	3.33173	0.569067	0.2684
8	0.00143098	0.376078	0.0341191	0.144995	3.3391	0.616715	0.3266
8	0.00143098	0.376078	0.0341191	0.155917	3.45839	0.682476	0.1436
8	0.00143098	0.376078	0.0341191	0.15475	3.49386	0.746355	0.1499
8	0.00143098	0.376078	0.0341191	0.143005	3.33942	0.569067	0.5107
9	0.00610876	0.668134	0.0297463	0.416959	7.19492	3.75613	0.0491
9	0.00610876	0.668134	0.0297463	0.428887	7.32271	3.90775	0.1656
9	0.00610876	0.668134	0.0297463	0.420797	6.96548	3.65572	0.1082
9	0.00610876	0.668134	0.0297463	0.450393	7.57442	4.02409	0.0375
9	0.00610876	0.668134	0.0297463	0.428079	7.31071	3.87308	0.1289
10	0.00122884	0.357581	0.114744	0.0557395	2.76508	0.0902492	0.4818
10	0.00122884	0.357581	0.114744	0.059108	2.81709	0.101362	0.2865
10	0.00122884	0.357581	0.114744	0.065928	2.7123	0.0921376	0.236
10	0.00122884	0.357581	0.114744	0.0706012	2.73532	0.0919435	0.3743
10	0.00122884	0.357581	0.114744	0.0629709	2.85373	0.102125	0.4277
11	0.00195897	0.306372	0.232077	0.0626976	2.95778	0.0915367	0.2044
11	0.00195897	0.306372	0.232077	0.0504732	2.87193	0.0577078	0.2589
11	0.00195897	0.306372	0.232077	0.0476454	2.65282	0.0592916	0.0736
11	0.00195897	0.306372	0.232077	0.0566437	2.86465	0.0671102	0.2872
11	0.00195897	0.306372	0.232077	0.0583742	2.8053	0.076963	0.2081
12	0.00415802	0.441604	0.131293	0.143144	5.14578	0.905134	0.351
12	0.00415802	0.441604	0.131293	0.137225	5.35776	0.909301	0.1415
12	0.00415802	0.441604	0.131293	0.136469	5.21059	0.837383	0.2952
12	0.00415802	0.441604	0.131293	0.127049	5.66939	0.918998	0.1795
12	0.00415802	0.441604	0.131293	0.137863	5.33833	0.893581	0.2536
13	0.00652519	0.479665	0.0481826	0.388742	8.62281	4.0854	0.1079
13	0.00652519	0.479665	0.0481826	0.367516	8.79351	4.20359	0.2427
13	0.00652519	0.479665	0.0481826	0.355422	8.65895	4.19775	0.0302
13	0.00652519	0.479665	0.0481826	0.390734	8.87584	4.33879	0.0349
13	0.00652519	0.479665	0.0481826	0.362384	8.76777	4.17752	0.0449
14	0.00820447	0.613819	0.0974408	0.31253	11.0721	4.54249	0.2501
14	0.00820447	0.613819	0.0974408	0.3054	10.4633	4.19649	0.1358
14	0.00820447	0.613819	0.0974408	0.314787	11.1066	4.60458	0.0371
14	0.00820447	0.613819	0.0974408	0.284418	10.5866	4.06276	0.151
14	0.00820447	0.613819	0.0974408	0.297369	11.049	4.38773	0.0204
15	0.00374853	0.266579	0.299797	0.0666971	3.68024	0.178541	0.3039
15	0.00374853	0.266579	0.299797	0.0662932	3.66101	0.179291	0.3368
15	0.00374853	0.266579	0.299797	0.0692201	3.69651	0.16147	0.5397
15	0.00374853	0.266579	0.299797	0.0700138	3.68815	0.161862	0.1781
15	0.00374853	0.266579	0.299797	0.0771325	3.71987	0.211575	0.2366
16	0.00303992	0.367277	0.21559	0.0694963	3.58085	0.186844	0.183
16	0.00303992	0.367277	0.21559	0.0703614	3.42359	0.184747	0.4935
16	0.00303992	0.367277	0.21559	0.0746061	3.67906	0.219243	0.2064
16	0.00303992	0.367277	0.21559	0.0828941	3.64477	0.231169	0.2891
16	0.00303992	0.367277	0.21559	0.0861827	3.68713	0.240048	0.2591
17	0.00374597	0.59267	0.279637	0.0855388	3.62767	0.198986	0.1501
17	0.00374597	0.59267	0.279637	0.0657036	3.63581	0.158827	0.291
17	0.00374597	0.59267	0.279637	0.0633198	3.63152	0.151553	0.251
17	0.00374597	0.59267	0.279637	0.0718182	3.73169	0.166833	0.2958
17	0.00374597	0.59267	0.279637	0.0732135	4.04579	0.23201	0.0829
18	0.0094044	0.446249	0.214742	0.192406	10.3189	2.67314	0.2561
18	0.0094044	0.446249	0.214742	0.16225	9.45345	2.07576	0.2271
18	0.0094044	0.446249	0.214742	0.18279	9.47286	2.27617	0.3289
18	0.0094044	0.446249	0.214742	0.182881	10.345	2.60645	0.2138
18	0.0094044	0.446249	0.214742	0.186495	9.4691	2.38789	0.2683
19	0.00932611	0.0459054	0.202898	0.239662	7.77759	2.54275	0.4893
19	0.00932611	0.0459054	0.202898	0.22748	8.12955	2.71368	0.5161
19	0.00932611	0.0459054	0.202898	0.23985	8.03494	2.57294	0.3275
19	0.00932611	0.0459054	0.202898	0.218643	8.57455	2.4918	0.3899
19	0.00932611	0.0459054	0.202898	0.209013	8.0874	2.40203	0.4962
20	0.00562906	0.689465	0.297082	0.0863775	5.05677	0.428897	0.1221
20	0.00562906	0.689465	0.297082	0.0821182	5.07947	0.413199	0.3068
20	0.00562906	0.689465	0.297082	0.0898618	4.95051	0.385104	0.1502
20	0.00562906	0.689465	0.297082	0.0938856	4.68203	0.396261	0.2735
20	0.00562906	0.689465	0.297082	0.0951097	4.9168	0.499558	0.1875
21	0.00981085	0.535871	0.157708	0.235699	11.0615	3.64095	0.2342
21	0.00981085	0.535871	0.157708	0.227824	11.3958	3.65903	0.1529
21	0.00981085	0.535871	0.157708	0.242113	11.7846	3.77913	0.0151
21	0.00981085	0.535871	0.157708	0.247809	11.153	3.72857	0.0783
21	0.00981085	0.535871	0.157708	0.229349	11.1355	3.43827	0.3598
22	0.0056955	0.0950099	0.0171174	0.419854	4.98868	2.58353	0.2508
22	0.0056955	0.0950099	0.0171174	0.406616	4.97192	2.50896	0.0551
22	0.0056955	0.0950099	0.0171174	0.435388	5.1512	2.72055	0.1937
22	0.0056955	0.0950099	0.0171174	0.417524	4.89387	2.57876	0.3308
22	0.0056955	0.0950099	0.0171174	0.397204	4.90075	2.41191	0.2006
23	0.00374352	0.109175	0.128813	0.148454	4.69281	0.862848	0.4475
23	0.00374352	0.109175	0.128813	0.149858	4.83986	0.957969	0.519
23	0.00374352	0.109175	0.128813	0.146341	4.52357	0.837698	0.2451
23	0.00374352	0.109175	0.128813	0.154733	4.82629	0.911633	0.3801
23	0.00374352	0.109175	0.128813	0.162261	4.80078	0.997042	0.5201
24	0.00845402	0.723037	0.197388	0.165424	8.5948	1.87718	0.1622
24	0.00845402	0.723037	0.197388	0.167145	8.51581	1.97957	0.1692
24	0.00845402	0.723037	0.197388	0.173318	8.40631	1.95514	0.1366
24	0.00845402	0.723037	0.197388	0.162319	8.4456	1.8768	0.156
24	0.00845402	0.723037	0.197388	0.189154	9.70902	2.39994	0.1844
25	0.00682494	0.211345	0.172252	0.183213	7.44218	1.79898	0.4229
25	0.00682494	0.211345	0.172252	0.204432	7.46703	1.89905	0.1677
25	0.00682494	0.211345	0.172252	0.186008	7.12092	1.79271	0.4348
25	0.00682494	0.211345	0.172252	0.162414	6.55114	1.46246	0.367
25	0.00682494	0.211345	0.172252	0.182447	7.52172	1.84295	0.4966
26	0.008413	0.411075	0.240675	0.155032	8.02994	1.67873	0.2204
26	0.008413	0.411075	0.240675	0.144084	7.3511	1.44139	0.295
26	0.008413	0.411075	0.240675	0.148844	7.63621	1.42207	0.2548
26	0.008413	0.411075	0.240675	0.152047	7.97986	1.56637	0.3522
26	0.008413	0.411075	0.240675	0.180278	8.64503	1.98719	0.2082
27	0.00150558	0.412252	0.0754472	0.0997877	3.15907	0.29418	0.2913
27	0.00150558	0.412252	0.0754472	0.094359	3.23221	0.268065	0.1296
27	0.00150558	0.412252	0.0754472	0.101246	3.22835	0.309199	0.1781
27	0.00150558	0.412252	0.0754472	0.091623	3.13192	0.261795	0.2636
27	0.00150558	0.412252	0.0754472	0.0907116	2.99242	0.234624	0.5316
28	0.00505184	0.152698	0.151183	0.163326	5.49128	1.15889	0.3872
28	0.00505184	0.152698	0.151183	0.163896	5.46694	1.13255	0.2916
28	0.00505184	0.152698	0.151183	0.168036	5.64061	1.25176	0.3031
28	0.00505184	0.152698	0.151183	0.15182	5.33246	1.0807	0.3583
28	0.00505184	0.152698	0.151183	0.18562	6.27001	1.46255	0.245
29	0.003801	0.361051	0.270755	0.0713012	3.80792	0.203447	0.4574
29	0.003801	0.361051	0.270755	0.0748085	3.81542	0.224775	0.244
29	0.003801	0.361051	0.270755	0.0794066	4.01579	0.2165	0.2244
29	0.003801	0.361051	0.270755	0.0828609	4.00899	0.292122	0.4625
29	0.003801	0.361051	0.270755	0.0818094	3.61071	0.255303	0.3921
30	0.00196234	0.216842	0.173636	0.0722394	2.97635	0.157662	0.2218
30	0.00196234	0.216842	0.173636	0.0807388	3.0382	0.130346	0.343
30	0.00196234	0.216842	0.173636	0.0797244	3.23729	0.203893	0.2222
30	0.00196234	0.216842	0.173636	0.0599483	3.02682	0.105431	0.3439
30	0.00196234	0.216842	0.173636	0.0618557	3.18095	0.132539	0.3234
31	0.000439003	0.380215	0.0766577	0.0427611	2.17587	0.0172384	0.3586
31	0.000439003	0.380215	0.0766577	0.0474663	2.07782	0.0249415	0.1771
31	0.000439003	0.380215	0.0766577	0.0438272	2.25002	0.0249789	0.299
31	0.000439003	0.380215	0.0766577	0.0394897	2.22972	0.0250747	0.0522
31	0.000439003	0.380215	0.0766577	0.0425139	2.18989	0.0210567	0.3232
32	0.00286262	0.642298	0.0599548	0.174814	4.89262	1.13335	0.0961
32	0.00286262	0.642298	0.0599548	0.181116	4.7619	1.14055	0.3455
32	0.00286262	0.642298	0.0599548	0.173118	4.75595	1.09575	0.0757
32	0.00286262	0.642298	0.0599548	0.17517	4.7269	1.05872	0.296
32	0.00286262	0.642298	0.0599548	0.182128	4.82614	1.07869	0.366
33	0.00619026	0.0697948	0.240825	0.134128	5.49866	0.955121	0.3638
33	0.00619026	0.0697948	0.240825	0.130114	5.50533	0.969492	0.4728
33	0.00619026	0.0697948	0.240825	0.145856	5.64682	1.06189	0.5207
33	0.00619026	0.0697948	0.240825	0.153734	5.63407	1.13142	0.1812
33	0.00619026	0.0697948	0.240825	0.140111	5.58625	0.993282	0.4654
34	0.00158	0.56692	0.211339	0.0521064	2.77393	0.0327477	0.2673
34	0.00158	0.56692	0.211339	0.0568245	2.66741	0.081006	0.2673
34	0.00158	0.56692	0.211339	0.047065	2.85223	0.0482775	0.3257
34	0.00158	0.56692	0.211339	0.0515464	2.78905	0.0461636	0.1716
34	0.00158	0.56692	0.211339	0.0459519	2.66161	0.0423394	0.245
35	0.00558375	0.618696	0.173719	0.150305	6.31775	1.15323	0.3663
35	0.00558375	0.618696	0.173719	0.136972	5.98723	1.03909	0.469
35	0.00558375	0.618696	0.173719	0.147601	6.68882	1.24671	0.3058
35	0.00558375	0.618696	0.173719	0.130875	6.04244	0.963343	0.0747
35	0.00558375	0.618696	0.173719	0.142906	6.49905	1.15083	0.1621
36	0.00424597	0.552632	0.0413672	0.329248	6.84425	2.9679	0.1447
36	0.00424597	0.552632	0.0413672	0.295259	6.24867	2.43347	0.1561
36	0.00424597	0.552632	0.0413672	0.307692	6.24748	2.52668	0.2168
36	0.00424597	0.552632	0.0413672	0.296813	6.45205	2.67127	0.2267
36	0.00424597	0.552632	0.0413672	0.307821	6.85976	2.80399	0.0703
37	0.00325906	0.338407	0.0569947	0.227234	5.05479	1.49302	0.2342
37	0.00325906	0.338407	0.0569947	0.218145	5.30997	1.57382	0.2918
37	0.00325906	0.338407	0.0569947	0.226002	5.31827	1.59951	0.1198
37	0.00325906	0.338407	0.0569947	0.222222	5.33875	1.55946	0.3333
37	0.00325906	0.338407	0.0569947	0.226415	5.50132	1.64443	0.3206
38	0.00468931	0.205338	0.112957	0.193572	6.18604	1.53595	0.1528
38	0.00468931	0.205338	0.112957	0.202284	5.87863	1.53539	0.1958
38	0.00468931	0.205338	0.112957	0.199927	5.92254	1.54493	0.3117
38	0.00468931	0.205338	0.112957	0.177384	6.05851	1.45974	0.3723
38	0.00468931	0.205338	0.112957	0.177268	5.87193	1.43237	0.3007
39	0.00946038	0.355599	0.150546	0.250474	11.3773	3.83476	0.2534
39	0.00946038	0.355599	0.150546	0.253395	11.0021	3.64042	0.1795
39	0.00946038	0.355599	0.150546	0.25236	11.1124	3.73552	0.1798
39	0.00946038	0.355599	0.150546	0.263603	11.1077	3.78605	0.2104
39	0.00946038	0.355599	0.150546	0.243152	10.3875	3.29855	0.2098
40	0.00223077	0.534865	0.286782	0.0422845	2.72834	0.0386451	0.3326
40	0.00223077	0.534865	0.286782	0.04815	2.93693	0.080833	0.3406
40	0.00223077	0.534865	0.286782	0.0487671	2.77378	0.0575076	0.065
40	0.00223077	0.534865	0.286782	0.0466926	2.66492	0.0576823	0.0573
40	0.00223077	0.534865	0.286782	0.0530612	2.99277	0.053682	0.3066
41	0.00405517	0.210969	0.111389	0.185912	5.54915	1.29077	0.3373
41	0.00405517	0.210969	0.111389	0.160893	5.29789	1.14601	0.4246
41	0.00405517	0.210969	0.111389	0.166928	5.24412	1.12388	0.2674
41	0.00405517	0.210969	0.111389	0.177066	5.07618	1.10511	0.1947
41	0.00405517	0.210969	0.111389	0.175067	5.31519	1.11717	0.3433
42	0.00251699	0.0671319	0.0882355	0.150709	4.12454	0.745724	0.3401
42	0.00251699	0.0671319	0.0882355	0.151316	3.93385	0.678051	0.3727
42	0.00251699	0.0671319	0.0882355	0.142522	4.04724	0.717501	0.4133
42	0.00251699	0.0671319	0.0882355	0.145221	3.98572	0.731483	0.4663
42	0.00251699	0.0671319	0.0882355	0.129395	3.79701	0.593763	0.2526
43	0.000877919	0.643174	0.218001	0.0402762	2.39454	0.0211396	0.2283
43	0.000877919	0.643174	0.218001	0.0453742	2.43588	0.0134792	0.1863
43	0.000877919	0.643174	0.218001	0.0352941	2.38104	0.0211051	0.1645
43	0.000877919	0.643174	0.218001	0.0446541	2.22685	0.0135078	0.0603
43	0.000877919	0.643174	0.218001	0.0435049	2.22988	0.00192563	0.3722
44	0.00134894	0.0783434	0.137582	0.0599548	2.60315	0.0749798	0.5448
44	0.00134894	0.0783434	0.137582	0.0590574	2.64732	0.090097	0.2769
44	0.00134894	0.0783434	0.137582	0.0682216	2.53493	0.109546	0.1998
44	0.00134894	0.0783434	0.137582	0.0658324	2.80064	0.10934	0.2367
44	0.00134894	0.0783434	0.137582	0.0609418	2.6639	0.0788022	0.1166
45	0.00469525	0.524511	0.122409	0.159195	6.23786	1.27488	0.2213
45	0.00469525	0.524511	0.122409	0.175286	6.2622	1.42775	0.1235
45	0.00469525	0.524511	0.122409	0.178661	6.11595	1.38894	0.2536
45	0.00469525	0.524511	0.122409	0.154492	5.98102	1.28727	0.3499
45	0.00469525	0.524511	0.122409	0.175725	6.04641	1.33572	0.2782
46	0.00756749	0.17355	0.256086	0.152099	6.23225	1.20921	0.1928
46	0.00756749	0.17355	0.256086	0.148268	6.83067	1.2146	0.3192
46	0.00756749	0.17355	0.256086	0.167834	7.10494	1.40983	0.4861
46	0.00756749	0.17355	0.256086	0.174779	6.82036	1.45261	0.3464
46	0.00756749	0.17355	0.256086	0.154847	6.76856	1.37483	0.3746
47	0.00540798	0.679476	0.299061	0.0876649	4.93592	0.359291	0.2617
47	0.00540798	0.679476	0.299061	0.0841308	4.74537	0.397206	0.2283
47	0.00540798	0.679476	0.299061	0.0793328	4.524	0.317913	0.2901
47	0.00540798	0.679476	0.299061	0.0857251	4.99415	0.391397	0.0746
47	0.00540798	0.679476	0.299061	0.0790213	4.65905	0.381073	0.2333
48	0.00676079	0.362311	0.107063	0.24522	8.46637	2.74528	0.2237
48	0.00676079	0.362311	0.107063	0.254183	8.54455	2.7765	0.2747
48	0.00676079	0.362311	0.107063	0.256189	9.06598	3.08911	0.229
48	0.00676079	0.362311	0.107063	0.270628	8.94197	3.12959	0.258
48	0.00676079	0.362311	0.107063	0.276527	8.85078	2.95282	0.2364
49	0.00158746	0.571956	0.0556271	0.101241	3.45193	0.385475	0.1733
49	0.00158746	0.571956	0.0556271	0.105858	3.23547	0.418844	0.253
49	0.00158746	0.571956	0.0556271	0.139122	3.57308	0.567002	0.0882
49	0.00158746	0.571956	0.0556271	0.130287	3.64178	0.565004	0.1617
49	0.00158746	0.571956	0.0556271	0.131123	3.63285	0.534697	0.2283
50	0.00978155	0.147565	0.18012	0.244903	9.5532	3.08248	0.2692
50	0.00978155	0.147565	0.18012	0.248126	9.27497	3.03994	0.3595
50	0.00978155	0.147565	0.18012	0.247287	9.87707	3.19937	0.2943
50	0.00978155	0.147565	0.18012	0.257012	9.95271	3.39895	0.3508
50	0.00978155	0.147565	0.18012	0.235387	9.72172	3.11847	0.3858
51	0.000844661	0.571095	0.118986	0.0448113	2.45274	0.0442802	0.1283
51	0.000844661	0.571095	0.118986	0.0438175	2.37494	0.02504	0.2083
51	0.000844661	0.571095	0.118986	0.0532297	2.37751	0.0231201	0.1115
51	0.000844661	0.571095	0.118986	0.0555238	2.48291	0.0384054	0.1311
51	0.000844661	0.571095	0.118986	0.0457369	2.57342	0.0230627	0.3714
52	0.00661055	0.0401568	0.101627	0.276091	7.17183	2.78531	0.4984
52	0.00661055	0.0401568	0.101627	0.260307	6.66885	2.39932	0.6969
52	0.00661055	0.0401568	0.101627	0.282035	7.18015	2.73129	0.2929
52	0.00661055	0.0401568	0.101627	0.318742	7.31252	2.98502	0.5248
52	0.00661055	0.0401568	0.101627	0.272277	7.25945	2.76156	0.4769
53	0.00224747	0.64427	0.13682	0.0884706	3.49402	0.243813	0.0931
53	0.00224747	0.64427	0.13682	0.080039	3.4662	0.242634	0.2087
53	0.00224747	0.64427	0.13682	0.0731832	3.23398	0.165058	0.2782
53	0.00224747	0.64427	0.13682	0.0910412	3.50257	0.240034	0.0573
53	0.00224747	0.64427	0.13682	0.0650858	3.25289	0.151431	0.3112
54	0.00807798	0.144898	0.267598	0.156527	7.28961	1.35759	0.3566
54	0.00807798	0.144898	0.267598	0.16036	7.27883	1.4895	0.4521
54	0.00807798	0.144898	0.267598	0.164918	6.74423	1.41681	0.3946
54	0.00807798	0.144898	0.267598	0.165727	7.26488	1.5928	0.3973
54	0.00807798	0.144898	0.267598	0.141528	6.44789	1.23953	0.47
55	0.00567365	0.314953	0.14179	0.168709	6.2494	1.39453	0.3361
55	0.00567365	0.314953	0.14179	0.180354	7.14833	1.57723	0.2138
55	0.00567365	0.314953	0.14179	0.194307	6.90253	1.74874	0.2965
55	0.00567365	0.314953	0.14179	0.19729	6.93069	1.77833	0.1404
55	0.00567365	0.314953	0.14179	0.177605	6.78129	1.56211	0.1508
56	0.00485972	0.739388	0.282334	0.0880267	4.46919	0.369864	0.2798
56	0.00485972	0.739388	0.282334	0.0901053	4.35007	0.357409	0.1522
56	0.00485972	0.739388	0.282334	0.0925926	4.95941	0.446308	0.2342
56	0.00485972	0.739388	0.282334	0.0915059	4.59102	0.354044	0.3919
56	0.00485972	0.739388	0.282334	0.0718053	4.37606	0.226679	0.2279
57	0.00196277	0.137573	0.101871	0.0996441	3.36873	0.332833	0.5301
57	0.00196277	0.137573	0.101871	0.109852	3.50341	0.424714	0.314
57	0.00196277	0.137573	0.101871	0.111554	3.49225	0.405179	0.3445
57	0.00196277	0.137573	0.101871	0.103534	3.44437	0.332334	0.4922
57	0.00196277	0.137573	0.101871	0.104167	3.45582	0.34539	0.2024
58	0.00506486	0.0197433	0.0466948	0.377668	5.46384	2.61031	0.4851
58	0.00506486	0.0197433	0.0466948	0.362477	5.773	2.7175	0.441
58	0.00506486	0.0197433	0.0466948	0.360681	5.68348	2.65306	0.5315
58	0.00506486	0.0197433	0.0466948	0.349819	5.84777	2.63188	0.5197
58	0.00506486	0.0197433	0.0466948	0.333936	5.77445	2.42719	0.2042
59	0.00869956	0.483042	0.272589	0.154633	8.04965	1.56328	0.2234
59	0.00869956	0.483042	0.272589	0.154136	8.35278	1.68946	0.2585
59	0.00869956	0.483042	0.272589	0.151794	7.96173	1.51643	0.1315
59	0.00869956	0.483042	0.272589	0.160383	7.95818	1.68383	0.3513
59	0.00869956	0.483042	0.272589	0.157378	8.32663	1.63853	0.1405
60	0.00688564	0.148617	0.23433	0.139575	6.06008	1.07372	0.4627
60	0.00688564	0.148617	0.23433	0.142102	6.61633	1.252	0.5092
60	0.00688564	0.148617	0.23433	0.141554	6.23406	1.11603	0.2541
60	0.00688564	0.148617	0.23433	0.15297	6.08917	1.17004	0.3342
60	0.00688564	0.148617	0.23433	0.152114	6.1255	1.13798	0.384
61	0.000450303	0.171574	0.131874	0.0487484	2.03308	0.00769379	0.5373
61	0.000450303	0.171574	0.131874	0.0456592	2.08021	0.0134579	0.4532
61	0.000450303	0.171574	0.131874	0.049359	2.1239	0.0153766	0.422
61	0.000450303	0.171574	0.131874	0.0411622	2.29093	0.0077006	0.1849
61	0.000450303	0.171574	0.131874	0.0380135	2.14383	0.00577334	0.3063
62	0.00909448	0.706273	0.072695	0.360144	11.2643	5.19373	0.2104
62	0.00909448	0.706273	0.072695	0.374709	11.2875	5.46715	0.1325
62	0.00909448	0.706273	0.072695	0.377944	11.6058	5.50967	0.255
62	0.00909448	0.706273	0.072695	0.350149	10.5369	4.78742	0.0359
62	0.00909448	0.706273	0.072695	0.381838	11.9626	5.75664	0.1101
63	0.00872572	0.0371901	0.0810208	0.380006	8.23322	4.06392	0.2672
63	0.00872572	0.0371901	0.0810208	0.365651	8.57187	4.05833	0.4854
63	0.00872572	0.0371901	0.0810208	0.37309	8.77095	4.12512	0.6229
63	0.00872572	0.0371901	0.0810208	0.374243	8.49937	4.03854	0.4384
63	0.00872572	0.0371901	0.0810208	0.360272	8.06076	3.80995	0.4493
64	0.00901646	0.578174	0.0947719	0.33318	11.961	5.08032	0.1542
64	0.00901646	0.578174	0.0947719	0.302822	11.245	4.63064	0.0746
64	0.00901646	0.578174	0.0947719	0.315184	11.8053	5.00365	0.1544
64	0.00901646	0.578174	0.0947719	0.337702	11.7355	4.98366	0.0961
64	0.00901646	0.578174	0.0947719	0.324857	12.1285	5.1611	0.1858
65	0.00652297	0.268026	0.18086	0.153673	6.98532	1.43776	0.2432
65	0.00652297	0.268026	0.18086	0.168246	6.68372	1.57479	0.2548
65	0.00652297	0.268026	0.18086	0.148433	6.8511	1.41384	0.152
65	0.00652297	0.268026	0.18086	0.167568	7.10935	1.52412	0.4329
65	0.00652297	0.268026	0.18086	0.189861	7.29433	1.71688	0.2701
66	0.00490275	0.487316	0.113399	0.208361	6.85933	1.76077	0.2717
66	0.00490275	0.487316	0.113399	0.169912	6.20346	1.40463	0.172
66	0.00490275	0.487316	0.113399	0.182987	6.97946	1.75254	0.2437
66	0.00490275	0.487316	0.113399	0.170099	6.25228	1.36613	0.2703
66	0.00490275	0.487316	0.113399	0.207158	6.56378	1.7003	0.3225
67	0.00464744	0.386017	0.258568	0.0877926	4.4003	0.404227	0.3096
67	0.00464744	0.386017	0.258568	0.0940135	4.46221	0.422023	0.1827
67	0.00464744	0.386017	0.258568	0.0800337	4.24555	0.322884	0.2604
67	0.00464744	0.386017	0.258568	0.087495	4.65957	0.421324	0.1776
67	0.00464744	0.386017	0.258568	0.100269	4.9204	0.492232	0.1344
68	0.00468771	0.584999	0.132728	0.138153	5.5668	0.938397	0.1038
68	0.00468771	0.584999	0.132728	0.156158	6.03341	1.20745	0.1377
68	0.00468771	0.584999	0.132728	0.15554	6.3036	1.26534	0.1918
68	0.00468771	0.584999	0.132728	0.173404	6.48416	1.37846	0.1705
68	0.00468771	0.584999	0.132728	0.166014	5.99454	1.19199	0.4226
69	0.00541589	0.641776	0.10895	0.201728	7.07263	1.86821	0.2821
69	0.00541589	0.641776	0.10895	0.211408	7.54442	2.07049	0.1577
69	0.00541589	0.641776	0.10895	0.209354	7.38617	2.1002	0.3146
69	0.00541589	0.641776	0.10895	0.196633	6.80048	1.78647	0.0889
69	0.00541589	0.641776	0.10895	0.198895	7.15807	1.88209	0.1274
70	0.00466366	0.539518	0.252832	0.106037	4.81301	0.468438	0.2562
70	0.00466366	0.539518	0.252832	0.0853755	4.80212	0.432884	0.2691
70	0.00466366	0.539518	0.252832	0.0997625	4.72685	0.475961	0.2528
70	0.00466366	0.539518	0.252832	0.0897593	4.60308	0.39499	0.1107
70	0.00466366	0.539518	0.252832	0.0955034	4.74407	0.357246	0.3759
71	0.00443384	0.13137	0.188097	0.128519	4.62158	0.673381	0.2682
71	0.00443384	0.13137	0.188097	0.112013	4.75213	0.60841	0.4895
71	0.00443384	0.13137	0.188097	0.111888	4.55077	0.665452	0.473
71	0.00443384	0.13137	0.188097	0.137231	4.85276	0.792445	0.3278
71	0.00443384	0.13137	0.188097	0.110092	4.55892	0.596314	0.539
