number	T1	density	W	density	k	density
69	0.00686932	0.0276234	0.515396	0.901388	0.209132	2.16149
70	0.00697027	0.0119818	0.522959	0.903489	0.212044	1.83272
71	0.00707122	0.00497038	0.530522	0.914337	0.214955	1.54794
72	0.00717218	0.00193332	0.538085	0.933474	0.217866	1.30136
73	0.00727313	0.000695108	0.545648	0.960158	0.220778	1.08756
74	0.00737408	0.000228876	0.553211	0.993296	0.223689	0.901814
75	0.00747503	6.86208e-05	0.560774	1.03141	0.2266	0.740299
76	0.00757598	1.86682e-05	0.568337	1.07261	0.229512	0.60011
77	0.00767694	4.59835e-06	0.5759	1.1147	0.232423	0.479145
78	0.00777789	1.02414e-06	0.583463	1.15526	0.235334	0.375875
79	0.00787884	2.0605e-07	0.591026	1.19188	0.238246	0.289073
80	0.00797979	3.74265e-08	0.598589	1.22234	0.241157	0.217566
81	0.00808074	6.13451e-09	0.606152	1.24491	0.244068	0.160046
82	0.00818169	9.07054e-10	0.613715	1.25854	0.246979	0.115003
83	0.00828265	1.20957e-10	0.621278	1.26293	0.249891	0.0807305
84	0.0083836	1.45443e-11	0.628841	1.25866	0.252802	0.0554217
85	0.00848455	1.57671e-12	0.636404	1.24699	0.255713	0.0372846
86	0.0085855	1.54085e-13	0.643967	1.22977	0.258625	0.0246594
87	0.00868645	1.35732e-14	0.65153	1.2091	0.261536	0.016104
88	0.00878741	1.07766e-15	0.659093	1.18704	0.264447	0.0104396
89	0.00888836	7.71147e-17	0.666657	1.16532	0.267359	0.00675554
90	0.00898931	4.97313e-18	0.67422	1.14506	0.27027	0.0043853
91	0.00909026	2.89031e-19	0.681783	1.12664	0.273181	0.00286431
92	0.00919121	1.5138e-20	0.689346	1.10965	0.276093	0.00188299
93	0.00929217	7.14484e-22	0.696909	1.09294	0.279004	0.00124267
94	0.00939312	3.03885e-23	0.704472	1.07484	0.281915	0.000819323
95	0.00949407	1.1647e-24	0.712035	1.05336	0.284826	0.000536519
96	0.00959502	4.02255e-26	0.719598	1.02654	0.287738	0.000346867
97	0.00969597	1.25189e-27	0.727161	0.992704	0.290649	0.000220239
98	0.00979693	3.51081e-29	0.734724	0.950679	0.29356	0.000136743
99	0.00989788	8.872e-31	0.742287	0.899999	0.296472	8.27436e-05
100	0.00999883	2.02026e-32	0.74985	0.840954	0.299383	4.86741e-05
