Sim	T1	k	Antigen_2016	MF_2016
15	0.00521761	0.0432472	10.8634	5.95497
15	0.00521761	0.0432472	10.5843	5.68957
15	0.00521761	0.0432472	10.7871	5.83556
16	0.00527953	0.0676353	11.9261	5.27833
16	0.00527953	0.0676353	12.1974	5.63196
16	0.00527953	0.0676353	11.5187	4.81963
16	0.00527953	0.0676353	11.9388	5.23704
16	0.00527953	0.0676353	11.7383	4.99601
17	0.00230113	0.0276525	6.07072	2.53116
17	0.00230113	0.0276525	6.23718	2.62239
17	0.00230113	0.0276525	6.38534	2.72811
17	0.00230113	0.0276525	6.42011	2.74777
17	0.00230113	0.0276525	6.07853	2.62193
18	0.00884697	0.0805886	16.7032	8.58284
18	0.00884697	0.0805886	16.9137	8.74447
18	0.00884697	0.0805886	17.0727	9.20468
18	0.00884697	0.0805886	16.6895	8.66032
18	0.00884697	0.0805886	17.5331	9.58367
19	0.0088889	0.0232266	9.30168	6.13723
19	0.0088889	0.0232266	9.26702	6.05921
19	0.0088889	0.0232266	9.49886	6.2909
19	0.0088889	0.0232266	9.52856	6.38683
19	0.0088889	0.0232266	9.31	6.22142
20	0.00832507	0.0692264	15.9226	8.78857
20	0.00832507	0.0692264	15.7047	8.52374
20	0.00832507	0.0692264	15.6001	8.52733
20	0.00832507	0.0692264	16.1223	8.96933
20	0.00832507	0.0692264	16.0258	8.77589
21	0.00597715	0.0364989	10.9415	6.36474
21	0.00597715	0.0364989	10.6172	6.08546
21	0.00597715	0.0364989	10.4702	6.11256
21	0.00597715	0.0364989	10.7547	6.24019
21	0.00597715	0.0364989	10.4804	6.15152
22	0.00219034	0.0928917	4.67449	0.355306
22	0.00219034	0.0928917	4.55209	0.360104
22	0.00219034	0.0928917	4.28267	0.281343
22	0.00219034	0.0928917	4.82252	0.384991
22	0.00219034	0.0928917	4.57624	0.346908
23	0.00288406	0.0612577	6.73109	1.67679
23	0.00288406	0.0612577	6.92234	1.83537
23	0.00288406	0.0612577	6.84316	1.71495
23	0.00288406	0.0612577	7.34253	1.97116
23	0.00288406	0.0612577	7.44895	2.08084
24	0.00503611	0.0400148	10.217	5.52145
24	0.00503611	0.0400148	10.514	5.67438
24	0.00503611	0.0400148	10.2054	5.63339
24	0.00503611	0.0400148	10.3369	5.59402
24	0.00503611	0.0400148	10.1256	5.43444
25	0.00876058	0.0640047	15.2637	8.65433
25	0.00876058	0.0640047	16.29	9.32413
25	0.00876058	0.0640047	15.8691	9.10415
25	0.00876058	0.0640047	15.9055	9.11333
25	0.00876058	0.0640047	15.9736	9.14843
26	0.00757623	0.0593452	14.6499	8.16112
26	0.00757623	0.0593452	14.1995	7.85018
26	0.00757623	0.0593452	14.4525	7.99793
26	0.00757623	0.0593452	14.4315	8.02695
26	0.00757623	0.0593452	14.3004	7.92424
27	0.00227703	0.0724745	5.5537	0.802119
27	0.00227703	0.0724745	5.25029	0.65397
27	0.00227703	0.0724745	5.32826	0.709941
27	0.00227703	0.0724745	5.36831	0.739757
27	0.00227703	0.0724745	5.2648	0.683597
28	0.00593256	0.0871583	12.45	4.7896
28	0.00593256	0.0871583	12.6737	5.09749
28	0.00593256	0.0871583	12.6531	4.9314
28	0.00593256	0.0871583	12.5518	4.88227
28	0.00593256	0.0871583	12.3484	4.60596
29	0.00390317	0.0246496	7.37118	4.00451
29	0.00390317	0.0246496	7.54337	4.22111
29	0.00390317	0.0246496	7.64799	4.25976
29	0.00390317	0.0246496	7.48882	4.07945
29	0.00390317	0.0246496	7.60218	4.19965
30	0.000583359	0.0714099	2.62478	0.0387354
30	0.000583359	0.0714099	2.39755	0.0129099
30	0.000583359	0.0714099	2.50235	0.0258546
30	0.000583359	0.0714099	2.37289	0.014727
30	0.000583359	0.0714099	2.66221	0.0277121
31	0.00123793	0.0412214	4.00302	0.456857
31	0.00123793	0.0412214	3.81335	0.416337
31	0.00123793	0.0412214	3.86664	0.486555
31	0.00123793	0.0412214	3.91357	0.450218
31	0.00123793	0.0412214	3.80054	0.425571
32	0.00787023	0.0618535	14.7155	8.26402
32	0.00787023	0.0618535	14.9371	8.28199
32	0.00787023	0.0618535	15.0002	8.46556
32	0.00787023	0.0618535	14.8398	8.2002
32	0.00787023	0.0618535	14.4605	7.91247
33	0.00501557	0.0962548	9.94132	2.71647
33	0.00501557	0.0962548	10.6632	3.22486
33	0.00501557	0.0962548	10.0228	2.78187
33	0.00501557	0.0962548	10.4184	2.99196
33	0.00501557	0.0962548	9.9139	2.7472
34	0.00801173	0.073567	15.6908	8.28593
34	0.00801173	0.073567	16.0149	8.49813
34	0.00801173	0.073567	15.9897	8.63028
34	0.00801173	0.073567	15.4843	8.12015
34	0.00801173	0.073567	15.5124	8.16044
35	0.00815521	0.036835	11.6769	7.16558
35	0.00815521	0.036835	11.8874	7.45805
35	0.00815521	0.036835	11.8951	7.46817
35	0.00815521	0.036835	11.9719	7.35568
35	0.00815521	0.036835	12.0428	7.67267
36	0.00692315	0.0531759	12.6871	7.0024
36	0.00692315	0.0531759	13.2133	7.44965
36	0.00692315	0.0531759	13.384	7.25468
36	0.00692315	0.0531759	13.2511	7.50226
36	0.00692315	0.0531759	12.9144	7.11098
37	0.00421887	0.0454792	9.53387	4.5575
37	0.00421887	0.0454792	9.96449	4.90087
37	0.00421887	0.0454792	9.99538	4.91273
37	0.00421887	0.0454792	9.64495	4.58103
37	0.00421887	0.0454792	9.74309	4.60854
38	0.00250827	0.0100448	4.59423	2.29343
38	0.00250827	0.0100448	4.53067	2.31986
38	0.00250827	0.0100448	4.59518	2.36308
38	0.00250827	0.0100448	4.56411	2.22382
38	0.00250827	0.0100448	4.54991	2.26386
39	0.00653809	0.037746	11.1504	6.66704
39	0.00653809	0.037746	11.2956	6.78926
39	0.00653809	0.037746	11.1364	6.57319
39	0.00653809	0.037746	11.1047	6.70203
39	0.00653809	0.037746	11.2644	6.69465
40	0.0021379	0.0575616	5.75122	1.14802
40	0.0021379	0.0575616	5.26919	0.981733
40	0.0021379	0.0575616	5.74367	1.18714
40	0.0021379	0.0575616	5.8817	1.25067
40	0.0021379	0.0575616	6.03081	1.30062
41	0.00553072	0.0578571	11.6261	5.68748
41	0.00553072	0.0578571	11.9383	5.80374
41	0.00553072	0.0578571	12.0181	5.98781
41	0.00553072	0.0578571	11.6009	5.55494
41	0.00553072	0.0578571	11.9137	5.89593
42	0.00350864	0.0855486	7.76022	1.75081
42	0.00350864	0.0855486	7.59487	1.6112
42	0.00350864	0.0855486	7.43347	1.55872
42	0.00350864	0.0855486	7.46747	1.61792
42	0.00350864	0.0855486	7.28004	1.36893
43	0.00245621	0.0262943	6.14672	2.70315
43	0.00245621	0.0262943	6.3392	2.88933
43	0.00245621	0.0262943	6.25104	2.78255
43	0.00245621	0.0262943	6.38636	2.99795
43	0.00245621	0.0262943	6.3838	2.74144
44	0.00853369	0.0688567	16.0427	8.82858
44	0.00853369	0.0688567	15.8034	8.75661
44	0.00853369	0.0688567	15.5982	8.37652
44	0.00853369	0.0688567	15.9333	8.79617
44	0.00853369	0.0688567	16.0781	9.03361
45	0.00694582	0.0933679	13.5839	5.3862
45	0.00694582	0.0933679	14.2417	6.14365
45	0.00694582	0.0933679	14.5949	6.13492
45	0.00694582	0.0933679	14.2654	5.99834
45	0.00694582	0.0933679	14.3097	5.79815
46	0.00983144	0.0264331	10.3416	6.92397
46	0.00983144	0.0264331	10.3853	6.86816
46	0.00983144	0.0264331	10.1111	6.73702
46	0.00983144	0.0264331	10.5371	7.03274
46	0.00983144	0.0264331	10.4978	7.09217
47	0.00331441	0.0580906	7.6916	2.32502
47	0.00331441	0.0580906	7.81403	2.42351
47	0.00331441	0.0580906	7.86567	2.46461
47	0.00331441	0.0580906	8.46184	2.97882
47	0.00331441	0.0580906	7.95272	2.47147
48	0.00965756	0.0206185	8.90897	6.0463
48	0.00965756	0.0206185	8.76608	5.8891
48	0.00965756	0.0206185	8.75774	5.8779
48	0.00965756	0.0206185	8.88158	5.92105
48	0.00965756	0.0206185	9.05313	6.12961
49	0.00872545	0.0842339	17.0848	8.89666
49	0.00872545	0.0842339	16.6555	8.5804
49	0.00872545	0.0842339	17.4645	9.06387
49	0.00872545	0.0842339	16.659	8.61582
49	0.00872545	0.0842339	16.6664	8.54567
50	0.00670192	0.0359117	11.0749	6.69874
50	0.00670192	0.0359117	11.2212	6.77913
50	0.00670192	0.0359117	10.7637	6.56356
50	0.00670192	0.0359117	10.5758	6.31334
50	0.00670192	0.0359117	10.7722	6.6827
51	0.00915721	0.027579	10.4192	6.95229
51	0.00915721	0.027579	10.5483	6.96894
51	0.00915721	0.027579	10.3384	6.88611
51	0.00915721	0.027579	10.4775	6.89102
51	0.00915721	0.027579	10.532	6.91905
52	0.00119707	0.0412837	3.99217	0.474774
52	0.00119707	0.0412837	3.75058	0.346008
52	0.00119707	0.0412837	3.74419	0.370528
52	0.00119707	0.0412837	3.9003	0.464936
52	0.00119707	0.0412837	3.8931	0.432772
53	0.000469798	0.030329	2.64028	0.09601
53	0.000469798	0.030329	2.53449	0.0864447
53	0.000469798	0.030329	2.54933	0.0699455
53	0.000469798	0.030329	2.54566	0.0794942
53	0.000469798	0.030329	2.64079	0.0773452
54	0.00197416	0.0449447	5.62073	1.4015
54	0.00197416	0.0449447	5.65664	1.33087
54	0.00197416	0.0449447	5.76182	1.59959
54	0.00197416	0.0449447	5.66844	1.31265
54	0.00197416	0.0449447	5.19136	1.11927
55	0.0044854	0.0470987	9.89462	4.66075
55	0.0044854	0.0470987	10.0439	4.76456
55	0.0044854	0.0470987	9.94307	4.75322
55	0.0044854	0.0470987	10.2895	5.10786
55	0.0044854	0.0470987	10.2348	4.99256
56	3.94562e-05	0.0762718	1.91118	0
56	3.94562e-05	0.0762718	2.04263	0
56	3.94562e-05	0.0762718	1.91754	0
56	3.94562e-05	0.0762718	1.93147	0
56	3.94562e-05	0.0762718	1.99509	0
57	0.00468192	0.0218823	7.65195	4.57792
57	0.00468192	0.0218823	7.42398	4.4518
57	0.00468192	0.0218823	7.60143	4.4837
57	0.00468192	0.0218823	7.65486	4.5789
57	0.00468192	0.0218823	7.66998	4.55503
58	0.00699189	0.0947082	14.6205	5.98445
58	0.00699189	0.0947082	14.1462	5.84935
58	0.00699189	0.0947082	13.7417	5.47208
58	0.00699189	0.0947082	13.542	5.15041
58	0.00699189	0.0947082	14.8943	6.36509
59	0.000154637	0.0327414	2.08291	0.00736662
59	0.000154637	0.0327414	2.02002	0.00737232
59	0.000154637	0.0327414	2.02314	0.00370199
59	0.000154637	0.0327414	2.03726	0.00367074
59	0.000154637	0.0327414	1.91383	0.00552598
60	0.00610394	0.0445217	11.7479	6.59838
60	0.00610394	0.0445217	11.9093	6.82376
60	0.00610394	0.0445217	12.0918	6.77368
60	0.00610394	0.0445217	11.7349	6.66654
60	0.00610394	0.0445217	11.8372	6.69834
61	0.000858419	0.0978717	2.52756	0.033233
61	0.000858419	0.0978717	2.66147	0.0387862
61	0.000858419	0.0978717	2.57975	0.012908
61	0.000858419	0.0978717	2.652	0.0147436
61	0.000858419	0.0978717	2.71329	0.0257358
62	0.000361073	0.0574852	2.34814	0.0129323
62	0.000361073	0.0574852	2.21138	0.0129321
62	0.000361073	0.0574852	2.35127	0.00552374
62	0.000361073	0.0574852	2.27059	0.00737803
62	0.000361073	0.0574852	2.22813	0.0221705
63	0.00382446	0.0547294	9.30753	3.73225
63	0.00382446	0.0547294	9.05658	3.62558
63	0.00382446	0.0547294	9.26947	3.71074
63	0.00382446	0.0547294	9.17333	3.49977
63	0.00382446	0.0547294	9.26012	3.59859
64	0.00360025	0.0166862	6.13257	3.47074
64	0.00360025	0.0166862	6.25565	3.51534
64	0.00360025	0.0166862	6.34772	3.59833
64	0.00360025	0.0166862	6.02924	3.37504
64	0.00360025	0.0166862	6.23369	3.5703
65	0.00347234	0.0122454	5.45407	3.10366
65	0.00347234	0.0122454	5.30579	3.07275
65	0.00347234	0.0122454	5.63078	3.1835
65	0.00347234	0.0122454	5.37313	2.99249
65	0.00347234	0.0122454	5.21045	2.90046
66	0.00803082	0.0338982	11.443	7.26598
66	0.00803082	0.0338982	11.4135	7.17578
66	0.00803082	0.0338982	11.5463	7.24836
66	0.00803082	0.0338982	11.4419	7.25373
66	0.00803082	0.0338982	11.2476	7.08283
67	0.00859749	0.0821424	16.9803	8.93799
67	0.00859749	0.0821424	16.9085	8.79745
67	0.00859749	0.0821424	16.7001	8.62993
67	0.00859749	0.0821424	16.7438	8.51162
67	0.00859749	0.0821424	16.3311	8.24136
68	0.00524516	0.0835047	11.7062	4.21439
68	0.00524516	0.0835047	11.7469	4.39036
68	0.00524516	0.0835047	11.2188	4.07806
68	0.00524516	0.0835047	11.9784	4.64176
68	0.00524516	0.0835047	11.2738	4.1534
69	0.000635532	0.0296954	2.99921	0.210406
69	0.000635532	0.0296954	2.99945	0.231011
69	0.000635532	0.0296954	3.07302	0.180117
69	0.000635532	0.0296954	3.11635	0.22708
69	0.000635532	0.0296954	2.77228	0.149703
70	0.0014024	0.0373976	4.72964	0.967343
70	0.0014024	0.0373976	4.2941	0.681516
70	0.0014024	0.0373976	4.40042	0.752825
70	0.0014024	0.0373976	4.60638	0.91943
70	0.0014024	0.0373976	4.21252	0.700233
71	0.00165585	0.0640618	4.43667	0.451626
71	0.00165585	0.0640618	4.23951	0.380706
71	0.00165585	0.0640618	3.98012	0.314801
71	0.00165585	0.0640618	4.48316	0.490114
71	0.00165585	0.0640618	4.02853	0.329875
72	0.000435699	0.0379907	2.33653	0.0184706
72	0.000435699	0.0379907	2.56964	0.0406121
72	0.000435699	0.0379907	2.56135	0.0388364
72	0.000435699	0.0379907	2.34636	0.0406136
72	0.000435699	0.0379907	2.37023	0.0239045
73	0.00840468	0.0106112	5.73826	3.58941
73	0.00840468	0.0106112	5.80862	3.69556
73	0.00840468	0.0106112	5.91872	3.74404
73	0.00840468	0.0106112	5.67092	3.59245
73	0.00840468	0.0106112	5.75593	3.6897
74	0.00146483	0.0823445	3.53404	0.180949
74	0.00146483	0.0823445	3.33673	0.137177
74	0.00146483	0.0823445	3.62305	0.150111
74	0.00146483	0.0823445	3.65437	0.156801
74	0.00146483	0.0823445	3.59102	0.160709
75	0.00151894	0.0521886	4.34301	0.478451
75	0.00151894	0.0521886	4.06675	0.409813
75	0.00151894	0.0521886	4.37071	0.589039
75	0.00151894	0.0521886	4.07299	0.436326
75	0.00151894	0.0521886	4.244	0.491604
76	0.00757958	0.0818429	15.6103	7.67751
76	0.00757958	0.0818429	15.8684	7.65353
76	0.00757958	0.0818429	15.0651	7.29846
76	0.00757958	0.0818429	15.4012	7.506
76	0.00757958	0.0818429	15.6166	7.6108
77	0.00477587	0.0680719	10.4198	4.08205
77	0.00477587	0.0680719	10.3903	4.05194
77	0.00477587	0.0680719	11.0699	4.41867
77	0.00477587	0.0680719	11.1624	4.58868
77	0.00477587	0.0680719	10.1434	3.86652
78	0.00484826	0.0685167	10.6098	4.19037
78	0.00484826	0.0685167	10.6583	4.17242
78	0.00484826	0.0685167	10.5218	4.23448
78	0.00484826	0.0685167	11.0384	4.54178
78	0.00484826	0.0685167	11.2257	4.63494
79	0.00335573	0.0386312	8.24321	3.78504
79	0.00335573	0.0386312	8.28772	3.72596
79	0.00335573	0.0386312	8.06693	3.61468
79	0.00335573	0.0386312	7.95796	3.54799
79	0.00335573	0.0386312	8.27398	3.77902
80	0.0082308	0.0307235	10.7193	6.86604
80	0.0082308	0.0307235	10.869	6.96351
80	0.0082308	0.0307235	10.664	6.8926
80	0.0082308	0.0307235	11.0403	7.09783
80	0.0082308	0.0307235	11.0185	7.13204
81	0.00162325	0.098072	3.57994	0.131154
81	0.00162325	0.098072	3.61889	0.118289
81	0.00162325	0.098072	3.5771	0.11819
81	0.00162325	0.098072	3.2403	0.0909884
81	0.00162325	0.098072	3.61885	0.166682
82	0.00248034	0.022971	6.21886	2.99276
82	0.00248034	0.022971	6.33635	2.98138
82	0.00248034	0.022971	6.16791	3.04055
82	0.00248034	0.022971	6.20804	2.9491
82	0.00248034	0.022971	6.05815	2.86489
83	0.00246624	0.0462933	6.37003	1.88721
83	0.00246624	0.0462933	6.61495	2.21481
83	0.00246624	0.0462933	6.75486	1.93075
83	0.00246624	0.0462933	6.55946	2.02439
83	0.00246624	0.0462933	6.49223	1.95915
84	0.00692783	0.0241465	8.85837	5.70167
84	0.00692783	0.0241465	8.95572	5.73092
84	0.00692783	0.0241465	8.83735	5.59496
84	0.00692783	0.0241465	9.02793	5.69681
84	0.00692783	0.0241465	8.79712	5.62454
85	0.00291558	0.0723157	6.53892	1.33104
85	0.00291558	0.0723157	6.71656	1.33407
85	0.00291558	0.0723157	6.65607	1.34193
85	0.00291558	0.0723157	6.99302	1.50497
85	0.00291558	0.0723157	6.59654	1.27105
86	0.0079472	0.0290473	10.444	6.71744
86	0.0079472	0.0290473	10.3535	6.72109
86	0.0079472	0.0290473	10.4498	6.60751
86	0.0079472	0.0290473	10.2748	6.5685
86	0.0079472	0.0290473	10.504	6.78813
87	0.00100788	0.0227468	3.96529	0.926712
87	0.00100788	0.0227468	4.02985	0.864198
87	0.00100788	0.0227468	3.97222	0.891722
87	0.00100788	0.0227468	3.94987	0.848382
87	0.00100788	0.0227468	3.8548	0.830632
88	0.00625616	0.0358829	10.8024	6.4301
88	0.00625616	0.0358829	10.64	6.35035
88	0.00625616	0.0358829	10.7191	6.361
88	0.00625616	0.0358829	10.765	6.4011
88	0.00625616	0.0358829	10.5987	6.2731
89	0.00498766	0.0451777	10.5013	5.39053
89	0.00498766	0.0451777	10.4075	5.44384
89	0.00498766	0.0451777	10.578	5.4655
89	0.00498766	0.0451777	10.5304	5.49822
89	0.00498766	0.0451777	10.7632	5.59997
90	0.00042788	0.0759034	2.41809	0.00736662
90	0.00042788	0.0759034	2.33907	0.0166285
90	0.00042788	0.0759034	2.2791	0.00184393
90	0.00042788	0.0759034	2.29802	0.00553741
90	0.00042788	0.0759034	2.47419	0.0147493
91	0.00161421	0.013771	4.55723	1.93988
91	0.00161421	0.013771	4.63552	1.99427
91	0.00161421	0.013771	4.69927	2.09802
91	0.00161421	0.013771	4.56145	1.87051
91	0.00161421	0.013771	4.65031	2.05063
92	0.00251211	0.0205276	6.12626	2.96062
92	0.00251211	0.0205276	5.80684	2.824
92	0.00251211	0.0205276	6.05653	3.02366
92	0.00251211	0.0205276	6.0965	3.04825
92	0.00251211	0.0205276	5.81166	2.90214
93	0.00862624	0.0842053	16.758	8.50307
93	0.00862624	0.0842053	17.436	9.21223
93	0.00862624	0.0842053	17.065	8.88655
93	0.00862624	0.0842053	16.8354	8.60056
93	0.00862624	0.0842053	16.9019	8.88529
94	0.00017501	0.0744065	2.16173	0.00184922
94	0.00017501	0.0744065	2.05072	0
94	0.00017501	0.0744065	2.13859	0.00184839
94	0.00017501	0.0744065	2.02484	0.00368487
94	0.00017501	0.0744065	2.08747	0.00370775
95	0.00554959	0.0209131	7.87965	4.88192
95	0.00554959	0.0209131	8.00909	4.86458
95	0.00554959	0.0209131	7.83259	4.91316
95	0.00554959	0.0209131	7.81718	4.80346
95	0.00554959	0.0209131	7.77932	4.90158
96	0.00123935	0.0915732	3.08284	0.0462056
96	0.00123935	0.0915732	3.30876	0.0847926
96	0.00123935	0.0915732	3.12569	0.0905195
96	0.00123935	0.0915732	3.14261	0.0794428
96	0.00123935	0.0915732	3.20512	0.0850262
97	0.0092728	0.0503059	14.6876	9.09612
97	0.0092728	0.0503059	14.8359	9.12083
97	0.0092728	0.0503059	14.8549	9.18832
97	0.0092728	0.0503059	14.6415	9.07295
97	0.0092728	0.0503059	14.8231	9.09375
98	0.00509698	0.0958554	10.2177	2.90693
98	0.00509698	0.0958554	10.5692	3.15158
98	0.00509698	0.0958554	9.97066	2.70485
98	0.00509698	0.0958554	10.5995	3.20278
98	0.00509698	0.0958554	10.3736	2.90408
99	0.00499898	0.0911745	10.4386	3.07709
99	0.00499898	0.0911745	9.73083	2.8138
99	0.00499898	0.0911745	9.65373	2.65593
99	0.00499898	0.0911745	10.102	2.9703
99	0.00499898	0.0911745	10.4254	3.25931
100	0.00685392	0.0597593	13.7363	7.24978
100	0.00685392	0.0597593	13.9222	7.49244
100	0.00685392	0.0597593	13.7103	7.29769
100	0.00685392	0.0597593	13.8893	7.52237
100	0.00685392	0.0597593	13.8601	7.45828
101	0.00508025	0.0780057	11.7591	4.66785
101	0.00508025	0.0780057	11.21	4.30372
101	0.00508025	0.0780057	11.0315	4.07037
101	0.00508025	0.0780057	11.4414	4.42321
101	0.00508025	0.0780057	10.9179	4.03297
102	0.00761039	0.0477671	13.2358	7.81383
102	0.00761039	0.0477671	13.3446	8.08032
102	0.00761039	0.0477671	13.1305	7.7503
102	0.00761039	0.0477671	13.0448	7.77761
102	0.00761039	0.0477671	13.4031	7.97848
103	0.00307342	0.0744452	6.55523	1.27263
103	0.00307342	0.0744452	7.05772	1.70308
103	0.00307342	0.0744452	6.70122	1.49592
103	0.00307342	0.0744452	7.7107	1.88353
103	0.00307342	0.0744452	6.69197	1.3458
104	0.00547044	0.0424553	10.9368	5.99155
104	0.00547044	0.0424553	10.7145	5.86912
104	0.00547044	0.0424553	10.9702	6.03913
104	0.00547044	0.0424553	11.0321	6.09592
104	0.00547044	0.0424553	10.9615	6.08112
105	0.0078262	0.069429	15.5229	8.41446
105	0.0078262	0.069429	15.0431	8.03328
105	0.0078262	0.069429	15.1819	7.98523
105	0.0078262	0.069429	15.1979	8.04549
105	0.0078262	0.069429	14.9922	7.87661
106	0.00632685	0.0657951	13.3837	6.74925
106	0.00632685	0.0657951	13.611	6.81289
106	0.00632685	0.0657951	13.0807	6.42315
106	0.00632685	0.0657951	13.3257	6.56105
106	0.00632685	0.0657951	13.1333	6.38447
107	0.00763166	0.0731641	15.2954	7.90002
107	0.00763166	0.0731641	15.2694	7.92305
107	0.00763166	0.0731641	15.5484	8.02325
107	0.00763166	0.0731641	15.3499	8.07433
107	0.00763166	0.0731641	15.3782	7.94656
108	0.00106326	0.033036	3.6502	0.507999
108	0.00106326	0.033036	3.77073	0.54421
108	0.00106326	0.033036	4.1019	0.700324
108	0.00106326	0.033036	3.54727	0.388184
108	0.00106326	0.033036	4.12015	0.63586
109	0.000512979	0.0820172	2.41179	0.00368494
109	0.000512979	0.0820172	2.3813	0.00369194
109	0.000512979	0.0820172	2.3138	0.00552659
109	0.000512979	0.0820172	2.4019	0.0147582
109	0.000512979	0.0820172	2.3243	0.00737286
110	0.00634423	0.0363408	10.9894	6.68275
110	0.00634423	0.0363408	10.8817	6.52202
110	0.00634423	0.0363408	11.1037	6.64493
110	0.00634423	0.0363408	10.9896	6.64097
110	0.00634423	0.0363408	10.6633	6.27837
111	0.00903361	0.081176	17.5369	9.3352
111	0.00903361	0.081176	17.3819	9.21187
111	0.00903361	0.081176	17.3327	9.33456
111	0.00903361	0.081176	17.5752	9.58934
111	0.00903361	0.081176	17.0153	9.06607
112	0.00471792	0.0764809	10.8211	4.01
112	0.00471792	0.0764809	10.1705	3.65089
112	0.00471792	0.0764809	10.1521	3.4985
112	0.00471792	0.0764809	10.299	3.63972
112	0.00471792	0.0764809	11.0351	4.23828
113	0.00184372	0.0135191	4.60043	2.01764
113	0.00184372	0.0135191	4.70246	2.15367
113	0.00184372	0.0135191	4.77758	2.21869
113	0.00184372	0.0135191	4.71843	2.10139
113	0.00184372	0.0135191	4.78165	2.16594
114	0.00450597	0.0713039	10.4154	3.91313
114	0.00450597	0.0713039	10.3385	3.66086
114	0.00450597	0.0713039	10.0613	3.57222
114	0.00450597	0.0713039	9.63027	3.29817
114	0.00450597	0.0713039	10.6303	3.84972
115	0.00834289	0.0918602	16.8929	8.22205
115	0.00834289	0.0918602	16.8164	8.17479
115	0.00834289	0.0918602	16.9798	8.26913
115	0.00834289	0.0918602	16.7085	8.17883
115	0.00834289	0.0918602	16.8325	8.26368
116	0.00740544	0.0224337	8.72423	5.70231
116	0.00740544	0.0224337	8.74356	5.73491
116	0.00740544	0.0224337	8.82386	5.68316
116	0.00740544	0.0224337	8.65114	5.5465
